procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0      0 769340 112728 1946636   0    0     1   486 3594   31  4  3 93  0  0  0
 0  0      0 768836 112768 1946720   0    0     0   644 5718 12501 9  5 87  0  0  0
 0  0      0 768836 112768 1946800   0    0     0    28 3347 5489  4  3 94  0  0  0
 0  0      0 767588 112768 1946820   0    0     0     0 4278 8402  4  3 92  0  0  0
 0  0      0 767336 112776 1946844   0    0     0   316 3365 6564  3  3 94  1  0  0
 1  0      0 767336 112776 1946848   0    0     0    76 3666 6271  3  2 95  0  0  0
 0  0      0 767336 112780 1946844   0    0     0    48 3448 5915  3  2 95  0  0  0
 0  0      0 767336 112780 1946892   0    0     0     0 3488 5468  3  2 95  0  0  0
 0  0      0 765824 112780 1946916   0    0     0    24 3480 6499  3  2 95  0  0  0
 0  0      0 765824 112780 1946932   0    0     0    16 3440 6394  3  2 95  0  0  0
 0  0      0 765572 112780 1946932   0    0     0    28 4093 7399  5  3 92  0  0  0
 1  0      0 765096 112780 1946932   0    0     0     0 3321 5865  3  3 95  0  0  0
 1  0      0 765096 112780 1946932   0    0     0    68 3459 6475  3  3 94  0  0  0
 0  0      0 763080 112780 1946936   0    0     0     0 4314 8273  4  3 93  0  0  0
 0  0      0 763080 112780 1946940   0    0     0    40 3588 6302  3  2 95  0  0  0
 0  0      0 762856 112780 1946940   0    0     0    48 3493 6063  3  2 96  0  0  0
 3  0      0 762856 112796 1946964   0    0     0   440 5932 10933 10 6 83  1  0  0
 0  0      0 762856 112796 1946972   0    0     0     4 3821 7078  5  3 93  0  0  0
 1  0      0 762856 112796 1947048   0    0     0    28 4018 8123  5  4 91  0  0  0
 0  0      0 762856 112796 1947052   0    0     0   112 3583 5791  4  2 94  0  0  0
11  0      0 762856 112796 1947056   0    0     0     4 4078 8067  7  4 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 762856 112796 1947056   0    0     0    24 4668 9680  7  4 89  0  0  0
 0  0      0 762856 112912 1946488   0    0     0  2064 5315 9792  7  8 85  0  0  0
 0  0      0 762856 112912 1946404   0    0     0    20 4585 8337  7  3 90  0  0  0
 0  0      0 761092 112912 1946408   0    0     0   308 4035 6790  5  4 92  0  0  0
 0  0      0 761092 112912 1946408   0    0     0    72 3663 5852  4  2 94  0  0  0
 1  0      0 761092 112912 1946408   0    0     0     0 3102 4643  2  2 96  0  0  0
 0  0      0 760852 112916 1946412   0    0     0    52 3569 5916  4  2 94  0  0  0
 0  0      0 760852 112916 1946412   0    0     0     0 3417 5581  2  3 95  0  0  0
 0  0      0 760852 112916 1946412   0    0     0   756 3798 6506  4  2 94  0  0  0
 0  0      0 760852 112916 1946412   0    0     0     0 3404 5941  4  2 94  0  0  0
 0  0      0 760852 112920 1946436   0    0     0   436 5607 9743 14  6 79  1  0  0
 0  0      0 760852 112920 1946448   0    0     0     0 3164 5070  3  2 95  0  0  0
 0  0      0 760852 112920 1946448   0    0     0    32 4345 8003  5  3 91  0  0  0
 0  0      0 760852 112920 1946448   0    0     0     8 2921 4368  2  1 97  0  0  0
 1  0      0 760852 112928 1946452   0    0     0   104 3607 6210  3  2 95  0  0  0
 6  0      0 760852 112928 1946452   0    0     0     0 3182 4860  3  1 96  0  0  0
 2  0      0 760852 112928 1946456   0    0     0    28 3635 6189  3  2 95  0  0  0
 3  0      0 760852 112928 1946456   0    0     0     0 3421 5749  3  3 95  0  0  0
 0  0      0 760852 112932 1946460   0    0     0    64 3569 6385  3  2 95  0  0  0
 2  0      0 760852 112932 1946460   0    0     0     0 3201 5555  3  1 96  0  0  0
 3  0      0 760852 112932 1946460   0    0     0    28 3989 7643  6  5 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 760852 112932 1946460   0    0     0     0 3469 5692  4  2 94  0  0  0
 1  0      0 760348 112932 1946460   0    0     0    28 4377 8255  5  4 91  0  0  0
 1  0      0 760348 112944 1946448   0    0     0    72 3566 6200  3  2 95  0  0  0
 0  0      0 760348 112944 1946464   0    0     0    52 3582 6009  4  3 93  0  0  0
 1  0      0 760096 112964 1946472   0    0     0   416 5448 11088 9  5 86  0  0  0
 0  0      0 760096 112964 1946496   0    0     0    28 3583 6481  4  2 94  0  0  0
 1  0      0 759592 112964 1946496   0    0     0     0 3862 6764  5  2 93  0  0  0
 0  0      0 759592 112972 1946516   0    0     0    68 3609 5722  3  2 94  1  0  0
 0  0      0 759368 112972 1946516   0    0     0     0 3831 7124  6  3 91  0  0  0
 0  0      0 759368 112972 1946516   0    0     0    28 4107 7141  6  4 90  0  0  0
 0  0      0 759368 112972 1946516   0    0     0     0 3288 5820  3  2 95  0  0  0
 0  0      0 759368 112972 1946516   0    0     0    28 4426 7997  6  5 89  0  0  0
 2  0      0 759368 112976 1946512   0    0     0    52 3779 7172  5  3 92  0  0  0
 0  0      0 759368 112976 1946520   0    0     0   104 3953 6997  4  4 92  0  0  0
 0  0      0 759368 112976 1946520   0    0     0    24 3138 4562  3  2 96  0  0  0
 1  0      0 759368 112976 1946520   0    0     0    28 3533 5804  4  3 93  0  0  0
 0  0      0 759368 112976 1946520   0    0     0     0 3546 5632  3  3 94  0  0  0
