Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,3221,0,1200,32492.013651799767,7.266361000802135,251377.07524599863,9995.07947842285,10.754869352654449,0.0,1200,1800,3800,4600,230000,246000,248000,249000,251000,251000,251000
GET,GET /?currency=X,2596,0,1100,32657.012143681746,8.201626000300166,251375.4073330001,9993.70878274268,8.668003986181605,0.0,1100,1700,3600,4500,232000,246000,249000,249000,251000,251000,251000
GET,GET /?product_id=X,312,0,1100,33484.39017666345,16.193098001167527,251373.5165679991,9991.25641025641,1.0417631909432439,0.0,1100,1700,3700,4600,236000,247000,249000,249000,251000,251000,251000
GET,GET /cart,1238,0,890,14460.889729054119,7.8839369998604525,246668.40699100067,9554.620355411955,4.13366291790941,0.0,890,1500,3000,3800,11000,225000,236000,238000,245000,247000,247000
GET,GET /product/[id],2349,0,890,14365.501498782058,6.657285999608575,240690.0725959986,7536.792252022137,7.843274793351537,0.0,890,1400,2600,3300,10000,225000,237000,239000,240000,241000,241000
POST,POST /cart (add),1624,0,1200,23318.271212545544,13.04895799876249,247672.44021700026,16574.54433497537,5.422510968243038,0.0,1200,2100,4200,6500,20000,235000,242000,245000,247000,248000,248000
POST,POST /cart (pre-checkout add),606,0,1100,26746.04843681356,11.870865000673803,248114.45515299967,16649.206270627063,2.0234246593320697,0.0,1100,2000,4400,7800,225000,238000,244000,246000,248000,248000,248000
POST,POST /cart/checkout,606,0,630,17906.019930183127,11.1647499998071,237573.67395800067,6431.023102310231,2.0234246593320697,0.0,630,890,1400,1900,7600,228000,231000,235000,238000,238000,238000
POST,POST /cart/empty,679,0,1400,49237.59572814873,12.675760999627528,251698.7048810006,9967.627393225332,2.2671705341360977,0.0,1400,2900,4800,25000,247000,249000,251000,251000,252000,252000,252000
POST,POST /setCurrency,890,0,1300,41834.514662111316,13.990139999805251,251777.09827599936,10000.898876404495,2.97169628185733,0.0,1300,2400,4300,11000,240000,248000,249000,250000,252000,252000,252000
,Aggregated,14121,0,1100,27414.611229094167,6.657285999608575,251777.09827599936,10435.53105304157,47.14980134394085,0.0,1100,1700,3500,4500,226000,241000,248000,249000,251000,252000,252000
