Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,34026,0,7,11.293507120965348,2.1110859997861553,203.45414499934122,9961.143302180686,113.78284039903625,0.0,7,10,12,14,21,33,53,73,130,180,200
GET,GET /?currency=X,26912,0,7,11.324696323352235,2.172537000660668,199.58024500010652,9961.319114149821,89.99364605945051,0.0,7,10,12,14,21,33,51,73,140,180,200
GET,GET /?product_id=X,3367,0,7,11.036783083736664,2.301589000126114,165.77998400134675,9962.397089397089,11.25923774829704,0.0,7,10,12,14,21,32,49,66,130,170,170
GET,GET /cart,13478,0,8,11.751773051708586,2.0110570003453176,173.68985499888367,12202.436563288322,45.07039096274057,0.0,8,10,13,14,22,35,54,76,130,170,170
GET,GET /product/[id],23778,0,7,11.22011956350384,2.1745289996033534,201.34209400021064,7550.196063588191,79.51355960172468,0.0,7,10,12,14,21,33,51,68,130,170,200
POST,POST /cart (add),16921,0,14,20.241311854087083,3.9173660006781574,258.0478090003453,17326.11837361858,56.58377247963593,0.0,14,18,22,25,38,57,91,120,220,250,260
POST,POST /cart (pre-checkout add),6845,0,14,20.78753529131387,4.001703999165329,263.8431590003165,17328.951497443388,22.889659158625847,0.0,14,18,22,25,39,59,110,140,230,260,260
POST,POST /cart/checkout,6845,0,8,10.92042693454719,3.2061069996416336,124.58995899942238,6404.144631117604,22.889659158625847,0.0,8,10,12,13,18,26,40,58,100,120,120
POST,POST /cart/empty,6639,0,13,19.273596393884027,3.769382999962545,265.7715380009904,9917.000903750564,22.200795785846164,0.0,13,18,22,25,36,55,81,120,220,270,270
POST,POST /setCurrency,10309,0,13,19.250756993793637,3.3802870002546115,263.7986869995075,9963.08662333883,34.47326461158128,0.0,13,17,21,24,36,55,92,120,220,250,260
,Aggregated,149120,0,9,13.662446681826165,2.0110570003453176,265.7715380009904,10788.157162017167,498.6568259655641,0.0,9,12,15,17,26,40,64,85,160,240,270
