Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,33888,0,7,11.12995528375843,2.051402998404228,257.3377669996262,9961.641554532578,113.30267721779532,0.0,7,10,12,14,22,33,50,65,110,240,260
GET,GET /?currency=X,27224,0,7,11.19277393616667,2.1012819997849874,231.10327900030825,9962.07188510138,91.02195717000885,0.0,7,10,12,14,22,34,50,66,110,200,230
GET,GET /?product_id=X,3420,0,7,11.114363787126752,2.090932001010515,254.49833600032434,9961.970760233919,11.434583217801581,0.0,7,10,12,14,22,32,50,64,110,250,250
GET,GET /cart,13723,0,7,11.198710601474788,2.105573999870103,235.69400099950144,12155.823143627487,45.882101022775174,0.0,7,10,12,14,22,33,50,63,120,220,240
GET,GET /product/[id],23724,0,7,11.171987379656128,2.277238001624937,258.5323540006357,7550.748398246501,79.31989832138149,0.0,7,10,12,14,22,33,49,64,110,240,260
POST,POST /cart (add),16776,0,13,19.43719225882304,3.851020001093275,308.7478569996165,17297.56551025274,56.089639784163545,0.0,13,18,22,25,38,55,83,110,160,310,310
POST,POST /cart (pre-checkout add),6762,0,13,20.108350385986213,4.219427000862197,307.89794600059395,17326.271369417333,22.60837769554804,0.0,13,18,22,26,40,58,89,110,190,310,310
POST,POST /cart/checkout,6762,0,8,10.720840496897068,3.0077779993007425,125.04914800047118,6403.717539189589,22.60837769554804,0.0,8,10,12,13,18,25,38,48,110,130,130
POST,POST /cart/empty,6732,0,13,18.95403719459103,3.556816000127583,295.99013900042337,9917.391711229946,22.508074333988375,0.0,13,17,21,24,37,57,84,110,160,300,300
POST,POST /setCurrency,10016,0,13,18.557621516272782,3.3975139995163772,308.67118800051685,9963.209864217253,33.487948979386154,0.0,13,17,21,24,35,54,81,110,190,300,310
,Aggregated,149027,0,9,13.330713912312662,2.051402998404228,308.7478569996165,10776.619974903877,498.26363543839653,0.0,9,12,15,17,26,39,61,78,140,260,310
