Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,11349,0,5,8.35585261785351,1.6322179999406217,247.29298900001595,10016.667900255528,37.82477964490041,0.0,5,7,8,9,14,23,43,62,170,220,250
GET,GET /?currency=X,9178,0,5,8.412694407170662,1.627923999876657,318.9541530000497,10017.296578775333,30.58911160286333,0.0,5,7,8,9,14,23,43,60,150,320,320
GET,GET /?product_id=X,1131,0,5,8.479351193622838,1.729302999592619,223.17520799970225,10016.442970822281,3.769479758426501,0.0,5,7,8,9,15,26,42,54,190,220,220
GET,GET /cart,4488,0,5,7.8976592682726725,1.805752999644028,353.6406459998034,11885.669340463459,14.957935593119485,0.0,5,6,7,8,13,22,42,66,140,350,350
GET,GET /product/[id],7862,0,4,6.696164172602811,1.8255369996040827,263.514502000362,7579.92393792928,26.2030502747561,0.0,4,5,6,7,10,16,32,48,150,260,260
POST,POST /cart (add),5519,0,8,12.641819054174213,3.6555199994836585,283.083319999605,17341.99746330857,18.39412801658343,0.0,8,10,12,14,19,30,59,89,220,280,280
POST,POST /cart (pre-checkout add),2304,0,9,13.022919187932697,3.8357220000762027,305.5311630005235,17259.848958333332,7.678940197537275,0.0,9,10,12,13,19,32,66,94,270,310,310
POST,POST /cart/checkout,2304,0,7,8.89559163455426,3.229936000025191,110.45984299926204,6431.737413194444,7.678940197537275,0.0,7,9,10,10,13,17,27,38,74,110,110
POST,POST /cart/empty,2284,0,8,11.933855093262926,3.2853510001586983,222.2533280000789,9973.706217162871,7.612282730544765,0.0,8,10,11,13,19,31,54,92,210,220,220
POST,POST /setCurrency,3410,0,8,12.634858963929085,2.909109000029275,308.11528300000646,10017.696480938417,11.365098122223138,0.0,8,10,12,13,20,35,66,100,240,310,310
,Aggregated,49829,0,6,9.238287076703077,1.627923999876657,353.6406459998034,10779.243894117883,166.0737461384917,0.0,6,8,9,10,15,24,46,67,200,300,350
