procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 119164  62388 2511980   0    0    27   366 5861   39  7 20 73  0  0  0
 2  0      0 114412  62388 2511844   0    0     0     0 2367 2479  1  4 95  0  0  0
 0  0      0 113684  62388 2511844   0    0     0     0 2252 2050  1  2 97  0  0  0
 0  0      0 113684  62392 2511848   0    0     0    16 2578 2586  1  2 97  1  0  0
 0  0      0 112956  62392 2511848   0    0     0     0 2581 2813  2  3 95  0  0  0
 0  0      0 111948  62392 2511848   0    0     0     0 3318 4391  2  4 95  0  0  0
 0  0      0 110688  62392 2511856   0    0     0     0 3246 3989  2  4 94  0  0  0
 0  0      0 107664  62392 2511856   0    0     0     0 3517 4427  2  4 95  0  0  0
 2  0      0 107160  62392 2511860   0    0     0   432 3198 3648  2  5 94  0  0  0
 0  0      0 106652  62400 2511864   0    0     0    44 3829 4852  2  5 94  0  0  0
 0  0      0 106148  62400 2511864   0    0     0     0 4328 5986  3  5 92  0  0  0
 1  0      0 105644  62400 2511872   0    0     0     0 4267 5476  2  6 91  0  0  0
 0  0      0 104636  62400 2511872   0    0     0     0 4652 6382  2  7 91  0  0  0
 0  0      0 104384  62400 2511876   0    0     0     0 4303 5873  3  5 92  0  0  0
 0  0      0 104132  62404 2511884   0    0     0    12 4432 5841  3  5 92  0  0  0
 0  0      0 103880  62404 2511888   0    0     0     0 5071 7718  4  7 89  0  0  0
 0  0      0 102872  62404 2511888   0    0     0     0 5038 7408  3  5 92  0  0  0
 0  0      0 102620  62404 2511900   0    0     0     0 5553 8378  3  8 89  0  0  0
18  0      0 102368  62404 2511900   0    0     0     0 4906 6973  2  7 91  0  0  0
 0  0      0 102116  62408 2511908   0    0     0    16 5675 8695  3 10 88  0  0  0
 2  0      0 101108  62408 2511912   0    0     0     0 6509 10663 5 11 83  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 101108  62408 2511916   0    0     0     0 5741 8732  3 10 87  0  0  0
 0  0      0 101108  62408 2511928   0    0     0     0 6001 9270  4  9 87  0  0  0
 0  0      0 101108  62408 2511928   0    0     0   112 5841 9119  4 12 85  0  0  0
 0  0      0 100604  62416 2511936   0    0     0    20 7033 11653 5 13 82  0  0  0
 0  0      0 100352  62416 2511952   0    0     0     0 7713 12420 7 16 77  0  0  0
 0  0      0 111208  62356 2502012   0    0     0     0 6818 9698  5 16 78  0  0  0
 0  0      0 109976  62356 2501968   0    0     0     0 7453 11242 7 16 77  0  0  0
 5  0      0 109976  62356 2501976   0    0     0     0 7317 11099 6 17 77  0  0  0
 0  0      0 108240  62364 2501968   0    0     0    16 7646 12006 7 18 76  0  0  0
 0  0      0 107736  62364 2501996   0    0     0     0 8809 13986 8 20 72  0  0  0
 0  0      0 106224  62364 2501996   0    0     0     0 7644 11610 5 18 77  0  0  0
 3  0      0 105732  62364 2502004   0    0     0     0 8052 12470 5 14 81  0  0  0
 2  0      0 105732  62364 2502020   0    0     0     0 9150 14245 6 16 77  0  0  0
 0  0      0 105732  62376 2502008   0    0     0   136 8837 13536 5 18 77  0  0  0
 3  0      0 105732  62376 2502036   0    0     0     0 7306 12432 5 14 81  0  0  0
 0  0      0 105228  62376 2502044   0    0     0     0 8409 12792 5 15 80  0  0  0
 2  0      0 105228  62376 2502044   0    0     0     0 8601 13358 6 15 79  0  0  0
 9  0      0 105228  62376 2502060   0    0     0     0 8364 12889 6 16 78  0  0  0
 1  0      0 103728  62376 2502064   0    0     0     0 9410 15143 7 19 73  0  0  0
 5  0      0 103476  62380 2502084   0    0     0    16 8139 12944 5 15 80  0  0  0
 5  0      0 101712  62380 2502100   0    0     0     0 8534 13584 7 15 78  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 101460  62380 2502100   0    0     0     0 8677 13491 6 17 77  0  0  0
 0  0      0 101460  62380 2502116   0    0     0     0 7656 11912 5 15 80  0  0  0
 2  0      0 101460  62380 2502128   0    0     0    96 8309 13050 6 15 79  0  0  0
 0  0      0 101460  62388 2502124   0    0     0    32 9549 15479 8 17 75  0  0  0
 5  0      0 100956  62388 2502144   0    0     0     0 8034 12294 5 13 82  0  0  0
 0  0      0 100452  62388 2502152   0    0     0     0 8888 14011 6 18 76  0  0  0
 4  0      0 100200  62388 2502152   0    0     0     0 8559 14336 6 17 77  0  0  0
 0  0      0  99980  62388 2502172   0    0     0     0 8538 13733 7 18 76  0  0  0
 4  0      0  99980  62396 2502164   0    0     0    20 9039 14234 7 16 77  0  0  0
 0  0      0 119816  62264 2481992   0    0     0     0 8883 13953 6 18 76  0  0  0
 6  0      0 119816  62264 2482004   0    0     0     0 8226 12746 6 15 79  0  0  0
 0  0      0 119816  62264 2482008   0    0     0     0 9677 15245 7 20 72  0  0  0
 6  0      0 119816  62264 2482024   0    0     0     0 8624 13330 6 18 77  0  0  0
 0  0      0 119816  62268 2482032   0    0     0    12 9164 15141 6 19 75  0  0  0
 4  0      0 119564  62268 2482040   0    0     0     0 9202 14893 8 18 74  0  0  0
 5  0      0 119564  62268 2482052   0    0     0     0 8293 13787 6 16 78  0  0  0
 2  0      0 119564  62268 2482064   0    0     0     0 7697 12548 6 18 76  0  0  0
 1  0      0 119072  62268 2482088   0    0     0   164 8461 13827 7 17 77  0  0  0
 2  0      0 118820  62268 2482096   0    0     0    36 9100 14901 7 17 76  0  0  0
 0  0      0 117308  62268 2482104   0    0     0     0 7888 12746 5 16 79  0  0  0
 3  0      0 117308  62268 2482116   0    0     0     0 8852 14728 7 17 77  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 117308  62268 2482124   0    0     0     0 8970 14710 5 17 77  0  0  0
 0  0      0 117308  62268 2482124   0    0     0     0 7805 12091 5 16 79  0  0  0
 2  0      0 117308  62272 2482140   0    0     0    12 7912 13178 6 15 79  0  0  0
 2  0      0 117308  62272 2482148   0    0     0     0 8371 13656 6 16 78  0  0  0
 6  0      0 117308  62272 2482160   0    0     0     0 9894 16096 7 19 74  0  0  0
 0  0      0 117308  62272 2482172   0    0     0     0 8570 14906 6 16 78  0  0  0
 3  0      0 117308  62272 2482180   0    0     0     0 8483 13682 6 16 77  0  0  0
 6  0      0 117308  62280 2482192   0    0     0   136 9642 15853 9 19 72  0  0  0
 2  0      0 116804  62280 2482200   0    0     0     0 7952 12653 5 15 79  0  0  0
 0  0      0 116804  62280 2482204   0    0     0     0 8676 14020 7 18 76  0  0  0
 0  0      0 116804  62280 2482216   0    0     0     0 8892 14829 6 20 75  0  0  0
 6  0      0 116548  62280 2482224   0    0     0     0 7587 12163 6 14 80  0  0  0
 8  0      0 116548  62284 2482232   0    0     0    12 8451 15730 8 15 77  0  0  0
 1  0      0 115288  62284 2482228   0    0     0     0 8445 14355 7 16 76  0  0  0
 4  0      0 115288  62284 2482232   0    0     0     0 8250 13861 6 14 80  0  0  0
 0  0      0 115288  62284 2482244   0    0     0     0 8783 13917 5 20 75  0  0  0
 0  0      0 114784  62284 2482252   0    0     0     0 8282 13580 6 16 78  0  0  0
 2  0      0 114784  62288 2482248   0    0     0    16 9278 15743 6 19 75  0  0  0
 1  0      0 114532  62288 2482272   0    0     0     0 8999 14027 6 17 77  0  0  0
 3  0      0 114532  62288 2482280   0    0     0     0 9325 14864 7 17 76  0  0  0
 0  0      0 114532  62288 2482288   0    0     0     0 7713 12483 5 14 81  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 114532  62288 2482296   0    0     0     0 7702 12211 6 14 80  0  0  0
 0  0      0 114532  62288 2482304   0    0     0    12 7756 11877 5 15 80  0  0  0
 0  0      0 113272  62288 2482312   0    0     0     0 8883 15591 8 16 76  0  0  0
 0  0      0 113272  62288 2482320   0    0     0     0 7871 12670 6 14 80  0  0  0
 0  0      0 113272  62288 2482328   0    0     0     0 8589 14111 7 15 78  0  0  0
 0  0      0 113272  62288 2482336   0    0     0     0 8375 13643 5 15 80  0  0  0
 4  0      0 113024  62296 2482344   0    0     0    16 9426 15027 9 19 72  0  0  0
 0  0      0 112016  62296 2482352   0    0     0     0 7815 12708 5 14 81  0  0  0
 1  0      0 112016  62296 2482360   0    0     0     0 8062 13193 5 14 80  0  0  0
 0  0      0 111764  62296 2482368   0    0     0     0 7689 12883 6 15 79  0  0  0
 0  0      0 111764  62296 2482376   0    0     0     0 8425 13652 7 21 73  0  0  0
 0  0      0 111764  62304 2482388   0    0     0    12 8894 14323 6 18 76  0  0  0
 0  0      0 111512  62304 2482392   0    0     0     0 7379 11545 6 16 78  0  0  0
 0  0      0 111512  62304 2482404   0    0     0     0 9301 15326 7 20 74  0  0  0
 3  0      0 111512  62304 2482408   0    0     0     0 7492 11441 4 15 80  0  0  0
 1  0      0 110756  62304 2482416   0    0     0     0 8788 14235 7 18 75  0  0  0
 0  0      0 110504  62312 2482424   0    0     0   284 9060 14934 7 17 76  0  0  0
 4  0      0 108740  62312 2482432   0    0     0     0 8371 14064 6 17 77  0  0  0
 2  0      0 108740  62312 2482444   0    0     0     0 9534 15859 9 18 73  0  0  0
 0  0      0 108740  62312 2482452   0    0     0     0 8127 12962 6 17 76  0  0  0
 0  0      0 108740  62312 2482460   0    0     0     0 8812 14198 7 16 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 108740  62324 2482468   0    0     0    32 7993 13613 6 14 79  1  0  0
 0  0      0 108740  62324 2482472   0    0     0     0 8422 14133 7 16 77  0  0  0
 0  0      0 108740  62324 2482484   0    0     0     0 9298 15185 8 18 73  0  0  0
 2  0      0 108740  62324 2482492   0    0     0     0 8458 13659 5 17 77  0  0  0
 3  0      0 108740  62324 2482500   0    0     0     0 8279 12680 5 18 77  0  0  0
 3  0      0 108740  62332 2482508   0    0     0    16 9110 14837 9 19 72  0  0  0
 1  0      0 108740  62332 2482520   0    0     0     4 8669 14552 6 17 77  0  0  0
 0  0      0 108740  62332 2482524   0    0     0     0 8615 14591 5 15 80  0  0  0
 7  0      0 108740  62332 2482532   0    0     0     0 8050 13064 6 17 78  0  0  0
 0  0      0 108740  62332 2482544   0    0     0     0 8590 13531 6 18 75  0  0  0
 0  0      0 108740  62336 2482548   0    0     0    12 7502 11609 5 16 79  1  0  0
 0  0      0 108740  62336 2482556   0    0     0     0 8384 13831 8 18 74  0  0  0
 1  0      0 108740  62336 2482568   0    0     0     0 8453 13628 6 15 79  0  0  0
 0  0      0 108740  62336 2482576   0    0     0     0 8162 12898 6 16 78  0  0  0
 7  0      0 108740  62336 2482584   0    0     0     0 8332 13120 6 17 76  0  0  0
 0  0      0 108740  62344 2482592   0    0     0    16 8634 13515 7 18 75  0  0  0
 7  0      0 108740  62344 2482600   0    0     0     0 9227 14360 7 19 74  0  0  0
 0  0      0 108740  62344 2482612   0    0     0     0 8376 13200 6 18 76  0  0  0
 6  0      0 108740  62344 2482620   0    0     0     0 7999 12838 6 16 78  0  0  0
 0  0      0 108740  62344 2482632   0    0     0     0 8874 14562 7 15 79  0  0  0
 1  0      0 108740  62352 2482640   0    0     0    12 8047 12591 5 15 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
