Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,16999,0,580,1082.3951439592474,2.2565409999515396,7046.839144000842,10015.736572739574,56.84698317228935,0.0,580,1200,1800,2100,2800,3400,4200,4900,6700,7000,7000
GET,GET /?currency=X,13541,0,580,1077.8388747380695,2.5059889994736295,7007.328800998948,10015.574182113582,45.282957770220015,0.0,580,1200,1800,2100,2800,3500,4100,4800,6700,6900,7000
GET,GET /?product_id=X,1660,0,590,1054.066273595091,3.039970000827452,6650.937841000996,10015.88734939759,5.551267254897366,0.0,590,1200,1800,2000,2700,3300,4000,4400,6300,6700,6700
GET,GET /cart,6715,0,470,563.7508286619561,3.381808000995079,3634.5711300018593,12026.030528667163,22.455879287130006,0.0,470,690,840,940,1200,1500,1900,2100,3100,3600,3600
GET,GET /product/[id],11728,0,440,525.0777906054014,2.673248000064632,3402.159840999957,7538.528393587994,39.22003756953994,0.0,440,630,770,860,1200,1500,1800,2000,2600,3300,3400
POST,POST /cart (add),8460,0,840,918.3938379911585,5.06797500202083,4641.965798000456,17281.625531914895,28.29139817857332,0.0,840,1200,1400,1500,1900,2300,2800,3200,4400,4600,4600
POST,POST /cart (pre-checkout add),3463,0,850,925.5213526999892,5.390046000684379,4718.696514999465,17278.060929829626,11.580746086572034,0.0,850,1200,1400,1500,1900,2300,2900,3400,4200,4700,4700
POST,POST /cart/checkout,3461,0,200,220.46025122485955,3.4565610003483016,1335.7938879998983,6431.675527304247,11.574057812770953,0.0,200,270,320,350,460,550,710,850,1300,1300,1300
POST,POST /cart/empty,3425,0,860,1305.0205425897889,4.893429002549965,7661.40880400053,9972.916496350364,11.453668884351492,0.0,860,1600,2100,2400,3200,3800,4600,5100,7300,7700,7700
POST,POST /setCurrency,4985,0,1000,1436.5014365891946,5.851027002790943,7031.83638399787,10017.109528585757,16.6705224491948,0.0,1000,1900,2400,2600,3300,3900,4700,5700,6900,7000,7000
,Aggregated,74439,0,550,914.2592950771858,2.2565409999515396,7661.40880400053,10801.737167345074,248.93420673934034,0.0,550,950,1300,1600,2400,3100,3800,4400,6600,7000,7700
