procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 746480 117796 1951152   0    0     1   472 3620   31  4  3 92  0  0  0
 0  0      0 746480 117796 1951176   0    0     0     0 3387 6446  5  3 92  0  0  0
 0  0      0 746480 117796 1951176   0    0     0   568 4439 8698 10  5 85  0  0  0
 0  0      0 746256 117796 1951192   0    0     0     0 3546 6671  7  4 90  0  0  0
 0  0      0 746256 117800 1951236   0    0     0    68 3366 6607  4  4 91  0  0  0
 0  0      0 745500 117800 1951240   0    0     0     0 3365 6824  6  5 89  0  0  0
 0  0      0 745500 117800 1951256   0    0     0    24 3319 5513  5  5 90  0  0  0
 0  0      0 745248 117800 1951256   0    0     0    28 3717 7254  7  4 89  0  0  0
 0  0      0 745248 117804 1951276   0    0     0   140 3827 7362  7  6 88  0  0  0
 2  0      0 745248 117804 1951280   0    0     0     0 3386 6175  7  3 90  0  0  0
 3  0      0 744028 117804 1951280   0    0     0    24 4745 9565 15 12 72  0  0  0
 2  0      0 743020 117804 1951284   0    0     0     0 3383 6601  6  6 88  0  0  0
 8  0      0 743020 117836 1950792   0    0     0  1800 6054 13627 27 19 53 1  0  0
 1  0      0 743020 117852 1950652   0    0     0   876 5521 10779 17 13 70 0  0  0
 4  0      0 743020 117852 1950676   0    0     0    88 3768 6982  8  7 86  0  0  0
 0  0      0 743020 117852 1950676   0    0     0     0 4037 7662  9  8 83  0  0  0
 0  0      0 743020 117852 1950676   0    0     0    28 3377 6481  5  6 89  0  0  0
 5  0      0 743020 117852 1950676   0    0     0    24 3839 7676 10  5 85  0  0  0
 1  0      0 743020 117852 1950676   0    0     0   828 4020 6718  9  7 84  0  0  0
 3  0      0 743020 117856 1950676   0    0     0    64 3342 6967  6  7 87  1  0  0
 0  0      0 743020 117856 1950692   0    0     0    28 4384 9270 15 11 74  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 743020 117856 1950692   0    0     0     0 3745 7514  7  6 86  0  0  0
 4  0      0 743020 117856 1950692   0    0     0    60 4151 8311 11  9 80  0  0  0
 0  0      0 743020 117856 1950692   0    0     0    92 3395 6839  7  6 87  0  0  0
 1  0      0 743020 117860 1950688   0    0     0    84 3243 6369  7  6 87  0  0  0
 4  0      0 743020 117860 1950680   0    0     0     0 3266 6843  6  6 88  0  0  0
 0  0      0 742768 117860 1950680   0    0     0    28 3688 7121  8  8 84  0  0  0
 0  0      0 742768 117860 1950680   0    0     0   200 4282 8459 15  9 76  0  0  0
 0  0      0 742768 117872 1950688   0    0     0   420 4544 8759 14 10 75  1  0  0
 0  0      0 742768 117876 1950716   0    0     0   112 3730 5883 11 10 79  0  0  0
 0  0      0 742768 117876 1950720   0    0     0    24 4491 9813 15 14 71  0  0  0
 0  0      0 742768 117876 1950720   0    0     0    56 3297 6292  7  6 86  0  0  0
 0  0      0 742768 117876 1950724   0    0     0    40 4382 8812 12  9 79  0  0  0
 0  0      0 742768 117876 1950724   0    0     0    64 3493 6994  8  7 85  0  0  0
 3  0      0 742768 117880 1950720   0    0     0    60 3355 5476  8  9 83  0  0  0
 7  0      0 742768 117880 1950732   0    0     0    24 3247 6372  8  7 85  0  0  0
 4  0      0 742768 117880 1950732   0    0     0     4 3474 6895  7  7 86  0  0  0
 4  0      0 742768 117880 1950732   0    0     0    20 3377 7668  7  6 86  1  0  0
 3  0      0 742768 117880 1950732   0    0     0    40 3513 6810  8  8 85  0  0  0
 3  0      0 742768 117888 1950736   0    0     0    76 3713 7298  9  6 84  1  0  0
 3  0      0 742768 117888 1950736   0    0     0    28 4165 9550 14 13 74  0  0  0
 0  0      0 742768 117888 1950736   0    0     0    28 3864 7664 10  8 82  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 742768 117892 1950740   0    0     0   208 5000 10774 16 9 75  0  0  0
 0  0      0 742768 117900 1950744   0    0     0   356 4636 8979 17 13 69  1  0  0
 0  0      0 742768 117900 1950768   0    0     0    32 3420 6094  9  5 86  0  0  0
 0  0      0 742768 117900 1950772   0    0     0    56 3594 6973 10  7 82  0  0  0
 0  0      0 742516 117900 1950772   0    0     0    28 3371 6650  8  8 84  0  0  0
 0  0      0 742516 117900 1950772   0    0     0    28 3760 7675 10  6 84  0  0  0
 0  0      0 742516 117900 1950772   0    0     0    40 3374 6999  8  6 86  0  0  0
 0  0      0 742516 117900 1950776   0    0     0    92 3963 8300  9  9 83  0  0  0
 3  0      0 742516 117900 1950776   0    0     0     0 3284 6391  5  8 87  0  0  0
 0  0      0 740248 117900 1950776   0    0     0    28 4262 9379 15 13 72  0  0  0
 0  0      0 740248 117900 1950776   0    0     0    56 4413 8020 14  9 77  0  0  0
 0  0      0 740248 117900 1950776   0    0     0    28 3462 5751  7  7 85  1  0  0
 1  0      0 740248 117900 1950776   0    0     0     0 3054 5611  5  8 88  0  0  0
 0  0      0 739240 117900 1950784   0    0     0    60 3668 7446 13 16 71  0  0  0
 0  0      0 738484 117900 1950784   0    0     0     0 3703 7240  6  8 86  0  0  0
 0  0      0 738484 117904 1950784   0    0     0   240 4512 7881 15  7 78  0  0  0
 0  0      0 738484 117924 1950792   0    0     0   320 4514 8636 15 10 75  1  0  0
 0  0      0 738484 117924 1950820   0    0     0    84 3728 7207  9  8 83  0  0  0
 0  0      0 738484 117924 1950820   0    0     0    28 3429 6704  5  6 89  0  0  0
 0  0      0 738484 117924 1950824   0    0     0    48 4417 9777 16 15 69  0  0  0
 0  0      0 738484 117924 1950824   0    0     0    32 4283 8913 12 12 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 738484 117924 1950824   0    0     0    56 3294 5513  8  7 85  0  0  0
 0  0      0 738484 117924 1950824   0    0     0     0 3185 6191  6  5 89  0  0  0
 1  0      0 738484 117928 1950820   0    0     0    64 3253 5433  7  7 86  0  0  0
 0  0      0 738484 117928 1950828   0    0     0     0 3070 6293  7  8 85  0  0  0
 2  0      0 738484 117928 1950828   0    0     0    28 3548 6891 10  6 84  0  0  0
 0  0      0 738484 117928 1950828   0    0     0    44 3433 6420  8  6 86  0  0  0
 0  0      0 738484 117932 1950824   0    0     0    52 3372 6019  8  6 86  0  0  0
 0  0      0 738484 117932 1950832   0    0     0    48 2920 4798  5  6 89  0  0  0
