Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,27934,0,13,35.34227254714889,2.1967959983157925,550.4475270026887,10017.098732727143,93.23147243132232,0.0,13,27,41,51,90,140,210,290,460,510,550
GET,GET /?currency=X,22444,0,13,35.835250099526824,2.402148998953635,508.2132650022686,10017.562466583497,74.908254000451,0.0,13,28,42,52,92,140,220,270,440,500,510
GET,GET /?product_id=X,2801,0,12,32.73628345697063,2.473515000019688,558.6617310000292,10016.47554444841,9.34851271855566,0.0,12,24,38,47,83,130,190,270,430,560,560
GET,GET /cart,11165,0,12,30.861852294495034,2.30078999811667,610.4550909985846,12158.976802507837,37.26388593454978,0.0,12,24,35,44,77,120,180,230,430,570,610
GET,GET /product/[id],19584,0,12,29.085378640744345,2.328090999071719,483.50551499970607,7579.756127450981,65.36282509110819,0.0,12,23,34,42,71,110,160,220,410,460,480
POST,POST /cart (add),14122,0,19,44.47501028897478,3.95761300023878,866.8472739991557,17384.425081433226,47.133058411796874,0.0,19,36,52,64,110,160,240,340,620,770,870
POST,POST /cart (pre-checkout add),5497,0,19,44.4675522783394,3.6588519978977274,823.925494998548,17389.694196834636,18.346581368761324,0.0,19,37,53,64,110,160,240,330,610,820,820
POST,POST /cart/checkout,5496,0,14,26.277038125541893,3.325115998450201,308.0364160014142,6431.83770014556,18.34324380620561,0.0,14,23,31,37,60,87,130,160,260,310,310
POST,POST /cart/empty,5633,0,17,43.820406182870975,3.861679997498868,616.9062679982744,9973.102432096573,18.800489876338464,0.0,17,35,51,62,110,170,250,340,580,620,620
POST,POST /setCurrency,8450,0,16,40.32461277407604,3.1326629978138953,582.0947730026091,10018.827573964498,28.202403595785555,0.0,16,33,47,57,97,150,230,310,510,580,580
,Aggregated,123126,0,14,35.75141333576322,2.1967959983157925,866.8472739991557,10835.939078667381,410.94072723487477,0.0,14,28,41,51,89,140,210,280,490,640,870
