procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 218112 127012 2512384   0    0 12780   536 9395  129 13 18 68  0  0  0
 0  0      0 213832 127012 2512416   0    0     0   180 5612 17316 6  8 86  0  0  0
 1  0      0 209800 127012 2512440   0    0     0    64 5310 15396 5  7 87  1  0  0
 0  0      0 205516 127024 2512360   0    0     0   332 6773 18909 10 8 82  0  0  0
 2  0      0 204004 127024 2512396   0    0     0    32 6818 19857 7  9 83  0  0  0
 0  0      0 202744 127024 2512436   0    0     0     0 7511 21575 6  9 85  0  0  0
 0  0      0 201736 127028 2512488   0    0     0   256 7948 23879 8 12 80  0  0  0
 0  0      0 199720 127028 2512576   0    0     0   420 7957 23119 8 13 79  0  0  0
 1  0      0 196696 127028 2512676   0    0     0    32 8440 24508 9 10 80  0  0  0
 2  0      0 194456 127028 2512756   0    0     0     0 9386 26044 9 12 79  0  0  0
 7  0      0 190676 127028 2512880   0    0     0    84 9595 26570 8 15 77  0  0  0
 0  0      0 189920 127028 2512980   0    0     0    48 10860 29307 10 13 77 0 0  0
 1  0      0 189920 127028 2513360   0    0     0    52 11006 30257 10 16 75 0 0  0
 5  0      0 188156 127028 2513500   0    0     0     0 11658 31759 11 15 73 0 0  0
 2  0      0 187904 127028 2513640   0    0     0    60 11550 32950 10 15 75 0 0  0
 3  0      0 186392 127028 2513772   0    0     0     0 11679 32794 12 16 72 0 0  0
 0  0      0 185636 127028 2513960   0    0     0   144 13348 36758 13 18 69 0 0  0
 1  0      0 185412 127028 2514104   0    0     0     0 13082 38140 16 22 63 0 0  0
 3  0      0 183408 127028 2514272   0    0     0    68 12754 32161 11 17 72 0 0  0
 3  0      0 182160 127028 2514448   0    0     0     0 12155 32676 10 15 75 0 0  0
 0  0      0 178884 127028 2514588   0    0     0    28 14847 40100 13 20 66 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 178632 127028 2514868   0    0    72    44 14427 38115 11 20 69 0 0  0
 3  0      0 177148 127028 2515072   0    0     0    88 15278 42133 14 20 66 0 0  0
 0  0      0 176896 127028 2515488   0    0     0  1824 15072 40352 13 22 65 0 0  0
 0  0      0 176152 127028 2515700   0    0     0    28 13975 37958 12 20 67 0 0  0
 0  0      0 173912 127028 2515912   0    0     0     0 15420 44138 15 22 62 0 0  0
 7  0      0 172400 127028 2516152   0    0     0   116 14538 39922 13 23 64 0 0  0
 0  0      0 169880 127028 2516364   0    0     0     0 16709 46140 17 26 57 0 0  0
 1  0      0 166104 127028 2516628   0    0     0    24 14257 39752 15 23 62 0 0  0
 4  0      0 165124 127028 2516844   0    0     0     0 13669 39283 25 40 35 0 0  0
 7  0      0 162128 127028 2517180   0    0    76    28 16431 45903 21 36 43 0 0  0
 0  0      0 162128 127032 2517368   0    0     0   188 16873 46781 16 25 59 0 0  0
 1  0      0 161904 127032 2517608   0    0     0    32 17621 47874 14 22 64 0 0  0
 9  0      0 161904 127032 2517788   0    0     0     0 18214 47811 15 24 60 0 0  0
 9  0      0 161412 127040 2518192   0    0     0    60 17679 50045 18 28 53 1 0  0
 5  0      0 161412 127040 2518380   0    0     0     0 16873 44826 20 29 51 0 0  0
 6  0      0 159676 127040 2518584   0    0     0    64 16738 47104 16 28 56 0 0  0
 1  0      0 159676 127040 2518852   0    0     0     0 17108 47145 21 28 51 0 0  0
 1  0      0 159676 127040 2519048   0    0     0   368 16404 45253 14 27 59 0 0  0
 2  0      0 159200 127040 2519200   0    0     0    28 17070 45344 17 29 54 0 0  0
 3  0      0 158444 127044 2519480   0    0     0    60 18260 49286 22 28 50 0 0  0
 7  0      0 156680 127044 2519648   0    0     0    20 17068 46157 17 26 57 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 156680 127044 2519884   0    0     0    56 16949 46021 18 25 58 0 0  0
 0  0      0 156680 127044 2520064   0    0     0     0 17295 45497 16 26 57 0 0  0
 5  0      0 156680 127048 2520328   0    0     0    60 18024 47382 20 28 52 0 0  0
 2  0      0 156204 127048 2520504   0    0     0     0 16454 47940 18 27 56 0 0  0
 6  0      0 154440 127052 2520744   0    0     0   156 17558 48060 16 28 56 0 0  0
14  0      0 153208 127052 2520928   0    0     0     0 17922 45979 18 25 57 0 0  0
 8  0      0 152200 127056 2521180   0    0     0  5380 16997 47026 17 29 54 0 0  0
 8  0      0 151700 127056 2521404   0    0     0     0 19969 51356 18 28 54 0 0  0
 6  0      0 151196 127056 2521636   0    0     0    28 17723 47940 16 24 60 0 0  0
18  0      0 150972 127056 2521840   0    0     0    20 18043 50803 19 30 52 0 0  0
 0  0      0 150972 127056 2522084   0    0     0    92 17031 47849 23 32 45 0 0  0
 1  0      0 150972 127056 2522256   0    0     0     0 18227 50392 20 28 52 0 0  0
 5  0      0 150748 127056 2522480   0    0     0    24 17036 46803 18 24 58 0 0  0
 2  0      0 150748 127056 2522708   0    0     0     0 17116 49754 17 26 57 0 0  0
10  0      0 149740 127056 2522940   0    0     0   100 18551 49388 16 28 56 0 0  0
 3  0      0 149516 127056 2523108   0    0     0     0 17673 46578 15 25 60 0 0  0
 3  0      0 149264 127056 2523360   0    0     0    24 17533 48446 18 25 57 0 0  0
11  0      0 149012 127056 2523524   0    0     0     0 17683 47103 16 27 56 0 0  0
 6  0      0 149012 127056 2523768   0    0     0    28 17661 47277 22 32 46 0 0  0
 6  0      0 146492 127056 2523952   0    0     0   148 17095 46000 15 24 61 0 0  0
 2  0      0 146240 127056 2524208   0    0     0    52 18482 49127 18 29 52 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 142992 127056 2524364   0    0     0    24 16907 47876 19 26 55 0 0  0
 8  0      0 142992 127064 2524604   0    0     0    80 18853 48482 18 27 54 0 0  0
 3  0      0 142992 127064 2524804   0    0     0     0 18400 49984 19 26 55 0 0  0
 4  0      0 141984 127064 2525028   0    0     0    72 17578 47632 17 23 60 0 0  0
 6  0      0 141760 127064 2525228   0    0     0     0 17802 48112 19 25 56 0 0  0
 0  0      0 141512 127064 2525452   0    0     0    24 18334 48342 18 29 53 0 0  0
 0  0      0 141288 127072 2525652   0    0     0    32 18036 48806 18 27 56 0 0  0
 0  0      0 141048 127076 2525892   0    0     0   112 18368 47122 14 28 58 0 0  0
 1  0      0 141048 127076 2526076   0    0     0    20 18294 47393 16 28 56 0 0  0
11  0      0 140824 127076 2526336   0    0     0    52 18234 50994 20 30 50 0 0  0
15  0      0 140824 127076 2526516   0    0     0    60 19135 50639 19 29 52 0 0  0
 2  0      0 140824 127076 2526768   0    0     0    28 19113 49940 17 28 55 0 0  0
 5  0      0 140824 127076 2526948   0    0     0     0 17136 46146 20 28 52 0 0  0
11  0      0 140600 127088 2527164   0    0     0   220 17364 49859 19 26 56 0 0  0
14  0      0 140600 127088 2527380   0    0     0     0 17744 49596 20 29 51 0 0  0
 5  0      0 140600 127088 2527604   0    0     0    28 17287 44585 15 27 58 0 0  0
11  0      0 140600 127088 2527820   0    0     0  6552 19494 50744 15 29 56 0 0  0
10  0      0 140600 127088 2528028   0    0     0    28 16585 45365 19 24 57 0 0  0
 1  0      0 140600 127092 2528208   0    0     0    60 18465 50218 19 30 51 0 0  0
 7  0      0 140376 127096 2528464   0    0     0    88 18789 48292 16 28 55 1 0  0
 1  0      0 140376 127096 2528652   0    0     0    28 18133 48436 16 28 56 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  0      0 140376 127096 2528868   0    0     0    24 18147 49458 17 30 54 0 0  0
 7  0      0 140152 127096 2529180   0    0    96     0 18454 49165 20 30 50 0 0  0
 1  0      0 140152 127100 2529420   0    0     0   112 18633 52086 19 29 53 0 0  0
 4  0      0 139904 127100 2529608   0    0     0     0 17589 44758 17 23 60 0 0  0
