Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,17060,0,3,4.101622686107662,1.9060869999520946,57.98789999971632,9961.375439624853,56.89984466769872,0.0,3,4,4,5,6,7,10,18,38,54,58
GET,GET /?currency=X,13574,0,4,4.152227415288594,1.9705550002981909,65.46109199916827,9960.67165168705,45.27306515353707,0.0,4,4,4,5,6,7,10,18,39,60,65
GET,GET /?product_id=X,1708,0,4,4.184627401660964,2.1481560015672585,37.16408400032378,9962.11475409836,5.696655023002896,0.0,4,4,4,5,6,7,11,22,31,37,37
GET,GET /cart,6873,0,4,4.2970432800811,1.9168279995938065,62.640574000397464,12238.959115379019,22.92336649478859,0.0,4,4,4,5,6,7,13,21,42,63,63
GET,GET /product/[id],11938,0,4,4.1967056922463195,2.058898000541376,60.05652900057612,7550.7487016250625,39.81655015492306,0.0,4,4,4,5,6,7,11,19,39,50,60
POST,POST /cart (add),8557,0,6,7.236816001638173,3.56399999873247,73.57184700049402,17294.29578123174,28.53997484299519,0.0,6,7,8,8,10,12,19,30,48,74,74
POST,POST /cart (pre-checkout add),3457,0,6,7.2018372701718745,3.8236620002862765,85.90955799991207,17320.11021116575,11.530056448782794,0.0,6,7,8,8,10,12,16,28,61,86,86
POST,POST /cart/checkout,3457,0,5,4.975786050919697,3.0083040001045447,54.10163899978215,6404.2571593867515,11.530056448782794,0.0,5,5,5,6,7,8,10,11,21,54,54
POST,POST /cart/empty,3508,0,6,6.72938244470019,3.446747999987565,50.17519099965284,9917.330102622576,11.700155632724918,0.0,6,7,7,8,9,11,17,31,42,50,50
POST,POST /setCurrency,5072,0,6,6.7877556792194955,3.1521590008196654,61.55139900147333,9962.703864353312,16.916530606950055,0.0,6,7,7,8,9,11,18,31,47,62,62
,Aggregated,75204,0,4,4.988762051862075,1.9060869999520946,85.90955799991207,10793.906879953194,250.8262554741861,0.0,4,5,6,6,7,9,13,21,41,62,86
