procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1007996 101596 1927476  0    0     0    48 3479 5740  3  3 95  0  0  0
 0  0      0 1007996 101596 1927476  0    0     0    36 3428 5472  3  3 94  0  0  0
 0  0      0 1007996 101596 1927476  0    0     0    24 3265 4833  2  1 97  0  0  0
 1  0      0 1007240 101596 1927476  0    0     0    16 3678 6304  4  2 94  0  0  0
 0  0      0 1007240 101604 1927480  0    0     0    52 3355 5377  3  2 95  0  0  0
 0  0      0 1006736 101604 1927480  0    0     0    48 3701 5795  5  4 91  0  0  0
 2  0      0 1006736 101608 1927496  0    0     0   168 3800 5823  4  2 93  1  0  0
 0  0      0 1006736 101608 1927496  0    0     0     0 3277 5327  3  3 95  0  0  0
 0  0      0 1003964 101616 1927504  0    0     0    56 4204 7313  4  3 92  0  0  0
 0  0      0 1003964 101616 1927504  0    0     0    12 3403 4952  2  2 96  0  0  0
 0  0      0 1003964 101616 1927504  0    0     0    28 3409 5278  2  2 96  0  0  0
 0  0      0 1003964 101616 1927504  0    0     0    32 3571 5835  3  3 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1003964 101616 1927508  0    0     0    28 3114 4744  2  1 97  0  0  0
 0  0      0 1003964 101616 1927508  0    0     0     0 3310 5146  3  3 94  0  0  0
 0  0      0 1003964 101624 1927512  0    0     0    80 3484 5543  3  3 95  0  0  0
 0  0      0 1003964 101624 1927512  0    0     0    28 3832 6076  6  3 91  0  0  0
 0  0      0 1003964 101624 1927516  0    0     0    92 3523 4931  4  4 93  0  0  0
 0  0      0 1003964 101624 1927516  0    0     0     0 3190 4612  2  2 96  0  0  0
 0  0      0 1003964 101624 1927516  0    0     0    24 4150 7114  4  3 92  0  0  0
 0  0      0 1003964 101624 1927516  0    0     0     0 3231 4835  3  2 95  0  0  0
 0  0      0 1003964 101624 1927516  0    0     0    40 3502 5243  3  2 95  0  0  0
 0  0      0 1003964 101632 1927512  0    0     0   180 3549 5329  5  2 93  0  0  0
 0  0      0 1003964 101632 1927524  0    0     0    28 3413 5270  3  2 96  0  0  0
 1  0      0 1003964 101632 1927524  0    0     0     0 3621 5636  3  4 93  0  0  0
 0  0      0 1003964 101636 1927528  0    0     0    56 3470 4958  3  2 95  0  0  0
 0  0      0 1003964 101636 1927528  0    0     0    24 4180 6830  6  4 90  0  0  0
 0  0      0 1003964 101636 1927532  0    0     0    92 3390 5291  3  2 95  0  0  0
 0  0      0 1003964 101636 1927532  0    0     0     0 3299 5277  3  2 96  0  0  0
 0  0      0 1003964 101636 1927532  0    0     0    28 3925 6350  5  4 91  0  0  0
 0  0      0 1003964 101636 1927532  0    0     0     0 3262 5670  3  3 95  0  0  0
 0  0      0 1003964 101636 1927532  0    0     0    24 3464 5850  3  3 94  1  0  0
 0  0      0 1003964 101640 1927528  0    0     0    52 3420 5331  3  2 95  0  0  0
 0  0      0 1003964 101640 1927536  0    0     0    48 3527 5337  3  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1003964 101640 1927536  0    0     0     0 3537 5268  2  3 95  0  0  0
 0  0      0 1003964 101640 1927540  0    0     0    52 3149 4713  2  2 96  0  0  0
 1  0      0 1003964 101640 1927540  0    0     0    24 3895 7107  6  4 90  0  0  0
 0  0      0 1003964 101648 1927544  0    0     0   204 3861 6916  5  3 92  0  0  0
 0  0      0 1003964 101648 1927552  0    0     0     0 3468 5601  3  2 96  0  0  0
 0  0      0 1003964 101648 1927552  0    0     0    28 3921 7052  6  4 90  0  0  0
 0  0      0 1003964 101648 1927552  0    0     0     0 3417 5053  4  3 93  0  0  0
 0  0      0 1003964 101648 1927552  0    0     0    28 3678 5586  3  2 95  0  0  0
 1  0      0 1003964 101648 1927552  0    0     0    32 3561 5658  4  3 94  0  0  0
 0  0      0 1003964 101648 1927556  0    0     0    64 3312 4905  3  1 96  0  0  0
 3  0      0 1003460 101648 1927556  0    0     0     0 3265 4697  3  3 95  0  0  0
 2  0      0 1003460 101648 1927556  0    0     0    24 3506 5388  3  3 94  0  0  0
 2  0      0 1003460 101648 1927556  0    0     0     0 3650 5957  5  3 93  0  0  0
 2  0      0 1003460 101648 1927560  0    0     0   100 3801 6651  4  3 93  0  0  0
 0  0      0 1003460 101648 1927560  0    0     0     0 3296 5023  3  2 95  0  0  0
 1  0      0 1003460 101648 1927560  0    0     0    24 4004 6883  5  4 91  0  0  0
 0  0      0 1002200 101648 1927560  0    0     0     0 3776 6161  4  3 92  0  0  0
 2  0      0 1002200 101648 1927560  0    0     0    28 3522 5795  3  2 95  0  0  0
 0  0      0 1002200 101664 1927556  0    0     0   176 4119 7466  7  3 90  0  0  0
 1  0      0 1002200 101668 1927576  0    0     0    56 3423 5559  3  2 95  1  0  0
 0  0      0 1002200 101668 1927576  0    0     0     0 3480 5416  4  4 93  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 1002200 101668 1927580  0    0     0    28 3428 5671  3  3 95  0  0  0
 4  0      0 1002200 101668 1927580  0    0     0     0 3897 6504  6  4 90  0  0  0
 0  0      0 1002200 101672 1927584  0    0     0   140 3656 5676  3  3 94  0  0  0
 0  0      0 1002200 101672 1927584  0    0     0     0 3276 4835  3  1 96  0  0  0
 0  0      0 1002200 101672 1927584  0    0     0    28 3540 5614  4  3 93  0  0  0
 0  0      0 1002200 101672 1927584  0    0     0     0 3209 4538  2  1 97  0  0  0
 1  0      0 1002200 101672 1927584  0    0     0    52 3376 5242  3  2 95  0  0  0
 0  0      0 1001960 101672 1927588  0    0     0    32 3333 5113  3  1 96  0  0  0
 0  0      0 1001960 101672 1927588  0    0     0    24 3626 5405  3  2 95  0  0  0
 0  0      0 1001960 101672 1927588  0    0     0     0 3377 5042  3  3 95  0  0  0
 0  0      0 1001960 101672 1927588  0    0     0    28 3007 4020  3  3 95  0  0  0
 0  0      0 1001960 101672 1927588  0    0     0    16 3949 6524  6  4 90  0  0  0
 0  0      0 1001960 101688 1927580  0    0     0   228 4111 7349  4  3 93  0  0  0
 0  0      0 1001960 101688 1927600  0    0     0    52 3253 4796  3  2 95  0  0  0
 0  0      0 1001960 101688 1927600  0    0     0    28 3850 6201  4  3 93  0  0  0
 0  0      0 1001960 101688 1927600  0    0     0     0 3307 4988  3  2 96  0  0  0
 6  0      0 1001960 101688 1927600  0    0     0    56 3230 5006  3  3 94  0  0  0
 0  0      0 1001960 101688 1927604  0    0     0    24 3409 5341  3  2 95  0  0  0
 0  0      0 1001960 101688 1927604  0    0     0    28 3230 4938  3  2 96  0  0  0
 0  0      0 1001960 101688 1927604  0    0     0     0 3461 5447  3  3 94  0  0  0
 2  0      0 1001960 101688 1927604  0    0     0    24 3207 5393  3  1 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1001960 101688 1927604  0    0     0     0 3741 6620  6  4 90  0  0  0
 0  0      0 1001960 101696 1927600  0    0     0   112 3549 5966  5  2 93  0  0  0
 0  0      0 1001736 101696 1927612  0    0     0    28 3118 5308  3  2 95  0  0  0
 1  0      0 1001736 101696 1927612  0    0     0    24 3866 6976  4  3 93  0  0  0
 0  0      0 1001736 101696 1927612  0    0     0     0 3136 4984  3  3 94  0  0  0
 5  0      0 1001736 101700 1927608  0    0     0    60 3432 5859  3  2 94  1  0  0
 0  0      0 1001736 101704 1927616  0    0     0   148 3796 6651  4  3 94  0  0  0
 2  0      0 1001736 101704 1927632  0    0     0    28 3335 5210  2  2 96  0  0  0
 0  0      0 1001736 101704 1927632  0    0     0     0 3254 6043  3  3 94  0  0  0
 0  0      0 1001736 101704 1927632  0    0     0    28 3377 5696  3  2 96  0  0  0
 1  0      0 1001736 101704 1927632  0    0     0     0 3643 5846  6  4 90  0  0  0
 0  0      0 1001736 101712 1927624  0    0     0    96 3054 4873  3  2 96  0  0  0
 1  0      0 1001736 101712 1927636  0    0     0    36 3177 5008  2  2 96  0  0  0
 0  0      0 1001736 101712 1927636  0    0     0    28 3651 6019  5  2 93  0  0  0
 0  0      0 1001736 101712 1927636  0    0     0     0 3241 4840  2  2 96  0  0  0
 0  0      0 1001736 101716 1927632  0    0     0    68 3218 5304  3  2 95  0  0  0
 0  0      0 1001736 101716 1927640  0    0     0    24 2825 4543  2  1 97  0  0  0
 2  0      0 1001736 101716 1927640  0    0     0    28 2987 4820  3  2 96  0  0  0
 0  0      0 1001736 101716 1927640  0    0     0     0 3088 5034  2  2 96  0  0  0
 0  0      0 1001736 101720 1927636  0    0     0    48 3105 5164  3  2 96  0  0  0
 0  0      0 1001736 101720 1927644  0    0     0     0 3674 6645  4  4 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1001736 101728 1927636  0    0     0   160 3801 6138  4  3 93  0  0  0
 0  0      0 1001736 101728 1927652  0    0     0    60 3459 6480  3  3 95  0  0  0
 0  0      0 1001736 101728 1927652  0    0     0    28 3549 5856  4  3 93  0  0  0
 0  0      0 1001736 101728 1927656  0    0     0     0 3191 4815  3  2 95  0  0  0
 0  0      0 1001736 101736 1927648  0    0     0    96 3433 5461  4  3 93  0  0  0
 0  0      0 1001736 101736 1927660  0    0     0    24 2999 4915  3  2 96  0  0  0
 0  0      0 1001736 101740 1927664  0    0     0    84 3238 4924  4  2 94  0  0  0
 0  0      0 1001736 101740 1927664  0    0     0     0 3226 5287  6  2 92  0  0  0
 0  0      0 1001736 101748 1927656  0    0     0    56 3782 6485  4  4 93  0  0  0
 0  0      0 1001736 101748 1927668  0    0     0     0 4062 7196  5  3 92  0  0  0
 0  0      0 1001736 101748 1927668  0    0     0    44 3324 5449  3  2 94  1  0  0
 0  0      0 1001736 101752 1927664  0    0     0    80 4052 7443  5  3 92  0  0  0
 0  0      0 1001736 101752 1927676  0    0     0   160 4169 7242  4  3 92  0  0  0
 0  0      0 1001232 101752 1927676  0    0     0     0 3284 5347  4  4 91  0  0  0
 0  0      0 1001232 101752 1927676  0    0     0    32 3438 5943  5  3 92  0  0  0
 0  0      0 1001232 101760 1927668  0    0     0   116 3432 6250  4  2 94  0  0  0
 0  0      0 1001232 101764 1927680  0    0     0    72 3211 5063  3  2 95  0  0  0
 0  0      0 1001232 101764 1927688  0    0     0     0 3287 5202  4  2 94  0  0  0
 0  0      0 1001232 101764 1927688  0    0     0    28 3246 4737  3  3 94  0  0  0
 0  0      0 1001232 101764 1927688  0    0     0     0 3513 6182  6  5 89  0  0  0
 0  0      0 1001232 101764 1927688  0    0     0    44 3429 5567  4  2 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1001232 101764 1927688  0    0     0    92 3243 5106  3  2 96  0  0  0
 0  0      0 1001232 101764 1927692  0    0     0    24 3386 5817  4  2 94  0  0  0
 0  0      0 1001232 101764 1927696  0    0     0     0 3231 4948  2  2 96  0  0  0
 1  0      0 1001232 101764 1927696  0    0     0    36 3268 5381  3  2 95  0  0  0
 1  0      0 1001232 101764 1927696  0    0     0    24 3231 5020  3  2 96  0  0  0
 0  0      0 1001232 101776 1927684  0    0     0    64 3292 5064  3  2 95  0  0  0
 0  0      0 1001232 101776 1927700  0    0     0    12 3268 4830  2  2 96  0  0  0
 1  0      0 999720 101776 1927700   0    0     0    24 3316 5307  4  3 94  0  0  0
 1  0      0 999720 101776 1927700   0    0     0    16 3546 6580  5  3 92  0  0  0
 1  0      0 999720 101776 1927700   0    0     0    44 3504 6157  3  2 95  0  0  0
 0  0      0 999468 101784 1927692   0    0     0    68 3230 5321  3  2 95  0  0  0
 2  0      0 999468 101784 1927708   0    0     0    72 3816 6163  4  3 93  1  0  0
 0  0      0 997452 101784 1927708   0    0     0     4 3257 5209  3  2 95  0  0  0
 0  0      0 997452 101788 1927704   0    0     0    36 3034 4511  3  2 95  0  0  0
 0  0      0 997452 101788 1927712   0    0     0    28 3259 5258  3  3 95  0  0  0
 1  0      0 997452 101788 1927712   0    0     0     4 3223 5035  3  2 96  0  0  0
 0  0      0 997452 101788 1927712   0    0     0    20 3289 4926  2  2 96  0  0  0
 0  0      0 995940 101788 1927712   0    0     0     4 3130 4955  2  2 96  0  0  0
 2  0      0 995688 101788 1927712   0    0     0    24 3878 6738  4  4 91  0  0  0
 6  0      0 995688 101788 1927712   0    0     0    40 3285 5821  4  1 95  0  0  0
 2  0      0 995688 101788 1927716   0    0     0    48 3187 5134  2  2 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 995688 101788 1927716   0    0     0    60 3773 7052  5  3 93  0  0  0
 1  0      0 995688 101788 1927716   0    0     0    28 3401 5664  3  2 95  0  0  0
 0  0      0 995688 101796 1927708   0    0     0    52 3435 5386  4  2 94  0  0  0
 0  0      0 995688 101796 1927724   0    0     0    28 3495 5562  3  3 94  0  0  0
 0  0      0 995688 101796 1927724   0    0     0    24 3071 5149  2  2 96  0  0  0
 2  0      0 995688 101796 1927724   0    0     0    40 3272 4625  4  3 94  0  0  0
 3  0      0 995184 101796 1927724   0    0     0     0 3354 5300  2  2 96  0  0  0
 1  0      0 994932 101800 1927728   0    0     0    64 3837 7140  8  3 89  0  0  0
 3  0      0 994932 101800 1927712   0    0     0    16 3016 4244  2  2 96  0  0  0
 0  0      0 994932 101800 1927712   0    0     0    28 3091 5442  3  2 95  0  0  0
 0  0      0 994932 101800 1927712   0    0     0    56 3602 5920  5  3 92  0  0  0
 3  0      0 993924 101800 1927716   0    0     0    48 3500 6009  3  3 94  0  0  0
 3  0      0 993924 101800 1927716   0    0     0    28 3204 5309  3  2 96  0  0  0
 3  0      0 993924 101800 1927716   0    0     0    52 3542 6178  3  3 94  0  0  0
 1  0      0 993924 101800 1927716   0    0     0     0 3075 5199  2  1 97  0  0  0
 3  0      0 993924 101800 1927716   0    0     0    24 3265 5132  2  2 96  0  0  0
 3  0      0 991656 101800 1927716   0    0     0    16 3129 5157  2  2 96  0  0  0
 2  0      0 991404 101804 1927720   0    0     0    52 3722 6889  7  3 89  1  0  0
 0  0      0 991404 101804 1927720   0    0     0    16 3273 5608  3  3 95  0  0  0
 0  0      0 991404 101804 1927724   0    0     0    28 3356 5030  3  2 95  0  0  0
 1  0      0 991404 101808 1927728   0    0     0    88 3413 5247  4  3 93  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 989640 101808 1927728   0    0     0    36 3584 6042  4  3 94  0  0  0
 0  0      0 989640 101808 1927728   0    0     0     8 3115 5342  2  2 96  0  0  0
 0  0      0 989640 101808 1927728   0    0     0    48 3199 5878  3  2 95  0  0  0
 1  0      0 989640 101808 1927728   0    0     0     0 2938 4913  2  2 97  0  0  0
 0  0      0 989640 101812 1927736   0    0     0    64 3160 5238  3  2 96  0  0  0
 0  0      0 987120 101812 1927736   0    0     0     0 3053 4844  3  2 96  0  0  0
 5  0      0 986868 101812 1927736   0    0     0    24 3383 5636  5  4 90  0  0  0
 0  0      0 986868 101812 1927736   0    0     0    16 3610 6846  6  5 88  0  0  0
 2  0      0 986868 101812 1927736   0    0     0    28 3694 5903  4  3 94  0  0  0
 0  0      0 986868 101824 1927740   0    0     0   112 3739 6750  5  4 90  0  0  0
 0  0      0 984600 101824 1927740   0    0     0    24 3487 5967  4  4 93  0  0  0
 0  0      0 984600 101824 1927740   0    0     0    32 3469 5860  4  2 94  0  0  0
 0  0      0 984600 101824 1927740   0    0     0    32 3766 6505  4  2 94  0  0  0
 1  0      0 984600 101824 1927740   0    0     0     0 3077 4808  2  2 96  0  0  0
 0  0      0 984600 101828 1927744   0    0     0    60 3220 5241  3  1 96  0  0  0
 2  0      0 982332 101828 1927744   0    0     0     0 2823 4763  2  2 96  0  0  0
 0  0      0 982332 101828 1927744   0    0     0    28 3516 5856  3  3 94  0  0  0
 3  0      0 982332 101828 1927744   0    0     0    16 4105 7554  6  4 90  0  0  0
 0  0      0 982332 101828 1927748   0    0     0    52 3578 5898  3  4 93  0  0  0
 1  0      0 982332 101828 1927748   0    0     0    32 3791 6589  4  3 92  0  0  0
 0  0      0 982332 101828 1927748   0    0     0    48 3238 5371  4  3 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 982332 101828 1927748   0    0     0     8 3142 4624  3  3 95  0  0  0
 0  0      0 982332 101828 1927752   0    0     0    72 3585 5509  3  3 95  0  0  0
 1  0      0 982332 101828 1927752   0    0     0     4 3126 5281  2  1 97  0  0  0
 0  0      0 982332 101828 1927756   0    0     0    28 3378 5368  3  2 95  0  0  0
 0  0      0 981324 101828 1927756   0    0     0     0 3053 5287  3  2 95  0  0  0
 0  0      0 981324 101828 1927756   0    0     0    52 3281 5005  3  2 95  0  0  0
 0  0      0 981072 101832 1927760   0    0     0    32 4088 6990  4  4 92  0  0  0
 0  0      0 981072 101840 1927764   0    0     0    56 3534 5659  4  2 94  0  0  0
 0  0      0 981072 101840 1927764   0    0     0     4 3443 5934  3  3 94  1  0  0
 0  0      0 980568 101840 1927764   0    0     0    76 3338 5437  4  2 94  0  0  0
 0  0      0 980568 101840 1927764   0    0     0    52 3063 4546  2  2 96  0  0  0
 0  0      0 980568 101840 1927768   0    0     0    72 3454 5702  3  1 96  0  0  0
 0  0      0 980568 101840 1927768   0    0     0     0 3345 5350  3  3 95  0  0  0
 0  0      0 980568 101840 1927768   0    0     0    28 3245 5040  3  2 95  0  0  0
 0  0      0 980568 101840 1927768   0    0     0     0 3485 5904  3  2 95  0  0  0
 0  0      0 980568 101844 1927772   0    0     0    48 3448 5397  3  3 94  0  0  0
 0  0      0 980568 101844 1927772   0    0     0    16 3620 7306  4  4 92  0  0  0
 0  0      0 980568 101844 1927772   0    0     0    28 3224 4890  3  2 95  0  0  0
 0  0      0 980568 101844 1927772   0    0     0     0 3771 6260  5  3 93  0  0  0
 0  0      0 980568 101844 1927776   0    0     0    84 3513 5355  4  4 92  0  0  0
 1  0      0 980568 101844 1927776   0    0     0     8 3332 5987  4  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 980568 101844 1927776   0    0     0    48 3501 5697  4  2 94  0  0  0
 0  0      0 980568 101844 1927776   0    0     0     0 3037 4739  2  1 97  0  0  0
 0  0      0 980568 101844 1927776   0    0     0    28 3196 4595  4  3 94  0  0  0
 0  0      0 980568 101848 1927772   0    0     0    20 3054 5047  2  2 96  0  0  0
 0  0      0 980568 101856 1927784   0    0     0    48 3478 5869  4  2 94  0  0  0
 0  0      0 980568 101856 1927784   0    0     0    16 3799 6653  4  4 93  0  0  0
 2  0      0 980568 101856 1927784   0    0     0    28 3452 5203  4  2 94  0  0  0
 1  0      0 980568 101856 1927784   0    0     0     0 3861 6386  4  3 93  0  0  0
 1  0      0 980568 101860 1927788   0    0     0   104 3846 7051  3  2 95  1  0  0
 0  0      0 980568 101860 1927788   0    0     0    32 3242 5528  4  3 93  0  0  0
 0  0      0 980568 101860 1927788   0    0     0    28 3546 5263  4  2 94  0  0  0
 0  0      0 980568 101860 1927788   0    0     0     0 2987 5180  2  2 96  0  0  0
 0  0      0 980568 101864 1927792   0    0     0    48 3593 5739  3  2 95  0  0  0
 0  0      0 978804 101864 1927792   0    0     0     0 3201 5268  3  3 95  0  0  0
 0  0      0 978580 101864 1927792   0    0     0    28 3294 5054  4  3 94  0  0  0
 0  0      0 978580 101864 1927808   0    0     0    16 3668 6596  4  3 93  0  0  0
 0  0      0 978580 101864 1927812   0    0     0    28 3394 5424  4  3 94  0  0  0
 0  0      0 978580 101868 1927808   0    0     0    20 3760 5701  4  3 93  0  0  0
 0  0      0 977824 101868 1927816   0    0     0   108 3655 5673  3  3 94  0  0  0
 1  0      0 977824 101868 1927816   0    0     0     8 3126 5024  3  1 96  0  0  0
 0  0      0 977824 101872 1927820   0    0     0    72 3498 5200  3  3 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
