procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 1383428  8492 1405612   0    0   521   588 5099   33  5 13 82  0  0  0
 1  0      0 1381668  8492 1405604   0    0     0     0 2045 1281  1  3 96  0  0  0
 0  0      0 1379652  8492 1405608   0    0     0     0 2009 1519  1  2 97  0  0  0
 0  0      0 1379652  8492 1405608   0    0     0     0 1933 1514  1  2 97  0  0  0
 1  0      0 1379148  8492 1405608   0    0     0     0 2397 2033  1  3 97  0  0  0
 0  0      0 1378644  8492 1405608   0    0     0     0 2646 2515  1  3 96  0  0  0
 0  0      0 1377636  8500 1405612   0    0     0    16 2699 2659  1  3 96  0  0  0
 0  0      0 1376628  8500 1405612   0    0     0     0 2926 2877  2  3 95  0  0  0
 0  0      0 1376628  8500 1405612   0    0     0     0 2525 2275  1  3 96  0  0  0
 1  0      0 1376628  8500 1405612   0    0     0     0 3417 4189  2  4 94  0  0  0
 1  0      0 1376628  8500 1405616   0    0     0     0 3476 4114  2  4 95  0  0  0
 0  0      0 1376628  8508 1405608   0    0     0    12 3877 4708  2  5 93  0  0  0
 0  0      0 1375620  8508 1405620   0    0     0    76 3737 4075  2  4 94  0  0  0
 0  0      0 1375620  8508 1405624   0    0     0     0 3716 4296  2  6 93  0  0  0
 0  0      0 1375620  8508 1405624   0    0     0     0 4478 5515  2  5 93  0  0  0
 0  0      0 1375620  8508 1405628   0    0     0     0 4321 4788  2  5 93  0  0  0
 0  0      0 1375620  8508 1405636   0    0     0     0 3960 4816  3  7 90  0  0  0
 0  0      0 1374612  8516 1405636   0    0     0   224 4838 6101  2  6 93  0  0  0
 0  0      0 1374612  8516 1405640   0    0     0     0 4559 5213  3  7 91  0  0  0
 0  0      0 1374612  8516 1405644   0    0     0     0 5591 7445  3  9 88  0  0  0
 0  0      0 1374388  8516 1405644   0    0     0     0 5368 6485  2  7 91  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1374388  8516 1405648   0    0     0     0 5413 7013  3  8 89  0  0  0
 0  0      0 1373380  8524 1405640   0    0     0    28 5773 7409  2 10 88  0  0  0
 0  0      0 1373380  8524 1405656   0    0     0     0 6011 7712  3 10 87  0  0  0
 0  0      0 1373380  8524 1405656   0    0     0     0 6163 7811  3  9 88  0  0  0
 0  0      0 1373380  8524 1405660   0    0     0     0 6343 7690  2 11 87  0  0  0
 2  0      0 1373380  8524 1405660   0    0     0     0 6106 7775  4 10 86  0  0  0
 1  0      0 1373380  8532 1405668   0    0     0    16 6913 9339  4 11 85  0  0  0
 3  0      0 1373384  8532 1405672   0    0     0     0 6807 8837  3 10 87  0  0  0
 4  0      0 1373384  8532 1405676   0    0     0     0 7097 9803  4 11 86  0  0  0
 0  0      0 1373384  8532 1405680   0    0     0     0 6900 8838  3 11 86  0  0  0
 0  0      0 1373384  8532 1405680   0    0     0     0 7631 10034 3 10 87  0  0  0
 2  0      0 1373384  8540 1405676   0    0     0    84 7341 9642  3 11 86  1  0  0
 0  0      0 1373160  8540 1405688   0    0     0     0 7735 9984  3 12 86  0  0  0
 0  0      0 1373160  8540 1405688   0    0     0     0 7860 10439 3 11 86  0  0  0
 0  0      0 1373160  8540 1405692   0    0     0     0 7385 9757  3 11 86  0  0  0
 0  0      0 1372152  8540 1405696   0    0     0     0 7223 9655  2  9 88  0  0  0
