Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,16915,0,7,9.785156322790353,2.0381859994813567,212.90795400091156,9961.522908660952,56.58761375408803,0.0,7,10,12,13,18,25,36,46,94,190,210
GET,GET /?currency=X,13550,0,7,9.69002877653245,2.070411999739008,206.86129500063544,9962.307601476015,45.330308387105696,0.0,7,10,11,13,18,25,34,45,97,190,210
GET,GET /?product_id=X,1719,0,7,9.619745038960064,2.2266880005190615,166.41916499975196,9961.372309482256,5.750760156268242,0.0,7,10,11,13,18,24,35,46,110,170,170
GET,GET /cart,6845,0,7,9.81657507684694,2.117318999808049,195.58163700094156,12272.761285609935,22.899332908467784,0.0,7,10,12,13,18,24,34,43,97,200,200
GET,GET /product/[id],11813,0,7,9.69647793108825,2.0516179993137484,179.5376279987977,7552.0628968086,39.51933084700218,0.0,7,10,11,13,18,24,34,46,86,120,180
POST,POST /cart (add),8353,0,13,17.178273592961624,3.5946259995398577,225.68716000023414,17343.734466658687,27.944211509778146,0.0,13,17,21,23,33,43,59,78,140,230,230
POST,POST /cart (pre-checkout add),3328,0,13,17.34683190626367,3.8048520000302233,208.46996000000217,17309.524639423078,11.133525189098727,0.0,13,17,21,23,32,43,63,83,140,210,210
POST,POST /cart/checkout,3328,0,9,11.042215353644846,3.0373429999599466,120.7946329996048,6404.302584134615,11.133525189098727,0.0,9,12,14,15,19,24,30,37,100,120,120
POST,POST /cart/empty,3466,0,12,16.845867406522064,3.1943879985192325,152.3100450012862,9917.624350836699,11.59519179850246,0.0,12,17,20,23,33,45,63,80,140,150,150
POST,POST /setCurrency,5092,0,12,16.636297472720884,3.4769609992508776,257.1025979996193,9963.403181461115,17.034828804955144,0.0,12,17,20,23,32,41,57,77,160,260,260
,Aggregated,74409,0,9,11.774916647314493,2.0381859994813567,257.1025979996193,10788.097716674058,248.92862854436515,0.0,9,12,14,16,23,31,44,56,120,210,260
