Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,11224,0,3,3.8431784116144736,2.109308999934001,46.29168899919023,9962.891838916607,37.447082547906476,0.0,3,4,4,4,5,6,8,13,23,43,46
GET,GET /?currency=X,9124,0,3,3.9045538029247133,2.1004499994887738,39.40288500052702,9962.437198597107,30.440768101131386,0.0,3,4,4,4,5,6,9,13,23,39,39
GET,GET /?product_id=X,1208,0,3,3.9381441605857486,2.2208079990377882,23.301201999856858,9961.776490066226,4.030298977002051,0.0,3,4,4,4,5,6,9,15,21,23,23
GET,GET /cart,4542,0,4,3.92573230668717,1.945306001289282,44.05509699972754,12393.053500660502,15.153657246310694,0.0,4,4,4,4,5,6,8,11,31,44,44
GET,GET /product/[id],7891,0,3,3.8922077168786706,2.056445000562235,39.020543999868096,7551.359523507794,26.327060618810584,0.0,3,4,4,4,5,6,9,12,21,39,39
POST,POST /cart (add),5761,0,6,6.590753160041587,3.8695229995937552,46.20936600076675,17318.511890296824,19.220655965652995,0.0,6,7,7,7,8,10,13,19,39,46,46
POST,POST /cart (pre-checkout add),2240,0,6,6.635748392402872,3.6745679990417557,40.79475999969873,17309.177232142858,7.473402076560095,0.0,6,7,7,7,9,10,14,20,37,41,41
POST,POST /cart/checkout,2240,0,4,4.8033869022146645,3.0104279994702665,20.836751000388176,6404.107142857143,7.473402076560095,0.0,4,5,5,5,6,7,9,10,16,21,21
POST,POST /cart/empty,2275,0,5,6.163688859375255,3.5163039992767153,54.64306000067154,9916.839120879122,7.590173984006347,0.0,5,6,6,7,8,9,13,22,42,55,55
POST,POST /setCurrency,3422,0,5,6.003518318823626,3.3331229988107225,44.60875500080874,9964.987726475745,11.416956208030646,0.0,5,6,6,7,8,9,12,16,32,45,45
,Aggregated,49927,0,4,4.611167757400443,1.945306001289282,54.64306000067154,10819.442966731427,166.57345780197136,0.0,4,5,5,6,7,8,11,14,30,45,55
