Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,17004,0,2,2.9109712714609075,1.1206150011275895,140.10806800069986,10016.680016466713,56.66273654513924,0.0,2,3,3,3,4,5,8,10,32,51,140
GET,GET /?currency=X,13529,0,2,2.9601423386740335,1.0462150003149873,136.75062900074408,10016.595535516299,45.08293123495582,0.0,2,3,3,3,4,5,8,11,35,100,140
GET,GET /?product_id=X,1717,0,2,3.029858008740629,1.2092939996364294,90.38124299877381,10016.928363424578,5.7215901345568145,0.0,2,3,3,3,4,6,9,13,37,90,90
GET,GET /cart,6827,0,3,3.4513228741775595,1.6878049991646549,125.30669399893668,12214.912553097993,22.74973549715747,0.0,3,3,4,4,4,5,8,13,31,130,130
GET,GET /product/[id],11976,0,3,2.8908547359687735,1.4305479999165982,119.60996299967519,7578.640531062124,39.90784126467817,0.0,3,3,3,3,4,4,6,10,29,99,120
POST,POST /cart (add),8425,0,5,5.566174095905112,3.1752259983477416,99.41103100027249,17305.384925816023,28.074779780804406,0.0,5,5,6,6,7,8,12,20,42,99,99
POST,POST /cart (pre-checkout add),3442,0,5,5.565312479658602,3.2191020000027493,141.48473999921407,17333.806507844278,11.469838813712613,0.0,5,5,6,6,7,8,11,20,34,140,140
POST,POST /cart/checkout,3441,0,4,4.385438065105657,2.497019000657019,135.95816300039587,6432.805289160128,11.46650649563774,0.0,4,4,5,5,6,6,8,10,37,140,140
POST,POST /cart/empty,3404,0,4,4.313194940376398,1.9603999990067678,52.963681000619545,9973.024383078731,11.343210726867442,0.0,4,4,5,5,6,7,11,15,37,53,53
POST,POST /setCurrency,5189,0,4,4.42517017343323,1.8644570009200834,52.763605999643914,10018.251493544036,17.291398490515615,0.0,4,4,5,5,6,7,10,19,47,53,53
,Aggregated,74954,0,3,3.6251125127788026,1.0462150003149873,141.48473999921407,10816.223497078208,249.77056898402532,0.0,3,4,4,5,5,6,9,13,36,100,140
