procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 188572  49324 2079668   0    0   112   702 11159 110 29 38 34  0  0  0
 0  0      0 182804  49336 2079656   0    0     0   120 3793 5669  5  4 91  0  0  0
 7  0      0 180816  49336 2079736   0    0     0     0 4842 7692  4  5 91  0  0  0
 2  0      0 179304  49336 2079816   0    0     0     4 5595 10620 4  6 90  1  0  0
 7  0      0 176056  49336 2079920   0    0     0    20 6380 13342 4  6 90  0  0  0
 1  1      0 172288  49336 2080080   0    0    32     4 7050 14303 6  8 86  1  0  0
23  0      0 168536  49340 2080208   0    0     0    68 8175 17703 7  9 84  0  0  0
12  0      0 165288  49348 2080332   0    0     0    28 9003 19434 5  7 88  0  0  0
 5  0      0 160748  49348 2080540   0    0     0    44 9659 22040 6  9 84  0  0  0
 7  0      0 159768  49348 2080656   0    0     0     4 9039 22028 8 10 81  1  0  0
14  0      0 156784  49360 2080944   0    0     0   132 10066 26087 16 13 71 0 0  0
 7  0      0 155300  49360 2081160   0    0   124  1108 9353 23650 9 14 78  0  0  0
 7  0      0 151524  49360 2081520   0    0     0    28 12235 30628 13 20 67 0 0  0
 5  0      0 150516  49360 2081632   0    0     0     0 12891 28947 8 16 76 0  0  0
 5  0      0 146008  49368 2081996   0    0     0    72 13454 30754 8 16 77 0  0  0
 3  0      0 143236  49368 2082264   0    0     0     0 15394 35250 10 19 72 0 0  0
 8  0      0 140996  49368 2082596   0    0    16    60 15297 37610 10 16 75 0 0  0
 7  0      0 137228  49368 2082888   0    0     0     0 15209 38401 11 17 72 0 0  0
 5  0      0 135996  49368 2083136   0    0     0    48 18524 43215 11 23 65 1 0  0
 6  0      0 134232  49372 2083516   0    0     0    48 16801 41414 12 17 71 0 0  0
 5  0      0 130492  49380 2084104   0    0     0    76 16474 40536 13 18 69 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0      0 127220  49380 2084484   0    0     0    32 18047 44482 13 24 63 0 0  0
13  0      0 126044  49380 2084972   0    0     0    28 20155 49619 13 23 64 0 0  0
 6  0      0 121728  49380 2085244   0    0     0     0 19294 45616 14 20 65 0 0  0
15  0      0 119740  49380 2085712   0    0     0    28 20019 48532 17 24 59 0 0  0
13  0      0 116040  49396 2086184   0    0     0   120 20693 54442 15 24 61 0 0  0
11  0      0 113268  49404 2086656   0    0     0    80 21585 48320 15 25 60 0 0  0
 9  0      0 109800  49404 2087028   0    0     0     0 20978 50384 19 28 53 0 0  0
13  0      0 107088  49404 2087588   0    0     0    32 20379 53876 18 33 49 0 0  0
11  0      0 103892  49404 2088048   0    0     0    20 19677 49531 21 32 47 0 0  0
 8  0      0  99916  49404 2088472   0    0     0    52 21772 50152 21 34 46 0 0  0
 2  0      0 113812  49092 2075444   0    0     0    72 24262 56448 21 35 45 0 0  0
10  0      0 113148  49100 2075900   0    0     0    76 25307 65627 16 25 58 0 0  0
 2  0      0 112700  49100 2076256   0    0     0     0 25156 65440 16 25 59 0 0  0
 6  0      0 110720  49100 2076744   0    0     0    56 24130 61815 17 31 52 0 0  0
12  0      0 110256  49100 2077180   0    0     0     0 26434 66644 18 26 56 0 0  0
10  0      0 108000  49100 2078040   0    0     0  8552 25468 63447 17 28 55 0 0  0
 5  0      0 107300  49108 2078404   0    0     0    48 25437 61082 17 28 55 0 0  0
 9  0      0 107076  49116 2078868   0    0     0    48 25463 60666 20 36 44 0 0  0
14  0      0 106852  49116 2079264   0    0     0    28 28119 67845 20 31 49 0 0  0
 0  0      0 106628  49128 2079772   0    0     0   176 26707 65640 24 35 41 0 0  0
14  0      0 105624  49128 2080156   0    0     0    32 24209 60872 16 31 54 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 105152  49132 2080504   0    0     0    76 23961 65163 19 34 47 0 0  0
 7  0      0 104928  49132 2080984   0    0     0     0 25811 63955 22 35 43 0 0  0
 6  0      0 104424  49132 2081336   0    0     0    28 25335 64899 17 29 54 0 0  0
