procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 172212  48748 2557984   0    0    38   377 6084   40 10 26 64  0  0  0
 0  0      0 171232  48748 2557984   0    0     0     0 1962 1979  1  2 97  0  0  0
 0  0      0 169720  48748 2557984   0    0     0     0 1657 1369  2  2 96  0  0  0
 0  0      0 169720  48748 2557984   0    0     0     0 2237 2117  1  2 97  0  0  0
 0  0      0 169468  48748 2557984   0    0     0     0 2249 2158  1  1 98  0  0  0
 0  0      0 167956  48748 2557988   0    0     0     0 2415 2398  2  3 95  0  0  0
 0  0      0 167956  48748 2557988   0    0     0     0 2150 1747  1  2 98  0  0  0
 0  0      0 167704  48752 2557992   0    0     0    16 2760 2794  1  3 96  0  0  0
 0  0      0 167708  48752 2557992   0    0     0     0 2434 1989  1  2 97  0  0  0
 0  0      0 167708  48752 2557996   0    0     0     0 2780 2811  2  3 95  0  0  0
 1  0      0 164180  48752 2557996   0    0     0     0 3295 3885  2  4 94  0  0  0
 0  0      0 163928  48752 2558000   0    0     0    56 3054 3640  2  4 95  0  0  0
 1  0      0 163928  48756 2558000   0    0     0    20 3623 3797  2  5 93  0  0  0
 0  0      0 163928  48756 2558004   0    0     0     0 3335 3764  2  4 94  0  0  0
 0  0      0 163676  48756 2558004   0    0     0     0 3406 3990  1  4 95  0  0  0
 1  0      0 161912  48756 2558008   0    0     0     0 4181 4784  2  6 92  0  0  0
 1  0      0 161912  48756 2558012   0    0     0     4 3867 4786  1  5 94  0  0  0
 0  0      0 161912  48764 2558016   0    0     0    16 4085 4837  2  6 92  0  0  0
 0  0      0 161660  48764 2558024   0    0     0     0 4820 5646  2  8 90  0  0  0
 0  0      0 161660  48764 2558028   0    0     0     0 3798 4231  2  5 93  0  0  0
 2  0      0 161408  48764 2558028   0    0     0     0 4211 5203  2  6 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 161408  48764 2558036   0    0     0     0 5974 8189  3  7 90  0  0  0
 0  0      0 161408  48772 2558032   0    0     0    12 5058 6486  3  8 90  0  0  0
 0  0      0 161408  48772 2558052   0    0     0     0 4870 6050  2  7 91  0  0  0
 0  0      0 161408  48772 2558056   0    0     0     0 4731 5969  3  6 92  0  0  0
 0  0      0 161408  48772 2558064   0    0     0     0 6100 8183  3 10 87  0  0  0
 5  0      0 161408  48772 2558068   0    0     0     0 4814 5511  2  8 90  0  0  0
 4  0      0 161408  48776 2558076   0    0     0    16 5244 6435  2  9 88  0  0  0
 0  0      0 161408  48776 2558080   0    0     0     0 5372 6543  2  9 89  0  0  0
 0  0      0 161408  48776 2558084   0    0     0     0 5665 7673  3 10 88  0  0  0
 0  0      0 161408  48776 2558092   0    0     0     0 5748 6888  3 10 86  0  0  0
 1  0      0 161408  48776 2558100   0    0     0     0 6192 8271  4 12 84  0  0  0
 2  0      0 161408  48776 2558104   0    0     0     0 5387 6454  2  9 89  0  0  0
 1  0      0 161156  48784 2558108   0    0     0    12 5865 7876  3  9 89  0  0  0
 0  0      0 161156  48784 2558116   0    0     0     0 6348 8662  2 10 88  0  0  0
 3  0      0 159392  48784 2558128   0    0     0     0 6195 8262  3 10 87  0  0  0
 0  0      0 159392  48784 2558132   0    0     0     0 5441 6922  2 10 89  0  0  0
 3  0      0 159392  48784 2558132   0    0     0     0 6142 8196  2  9 89  0  0  0
 0  0      0 159392  48788 2558140   0    0     0    16 5840 7614  3  9 88  0  0  0
 0  0      0 159392  48788 2558148   0    0     0     0 5772 7313  3  9 88  0  0  0
 1  0      0 159392  48788 2558156   0    0     0     0 6253 8324  4 11 85  0  0  0
 3  0      0 159392  48788 2558160   0    0     0     0 6173 8709  3 10 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 159392  48788 2558164   0    0     0   376 6091 8293  3 10 87  0  0  0
 1  0      0 159392  48796 2558172   0    0     0    20 6075 8191  2 10 88  0  0  0
 2  0      0 159392  48796 2558176   0    0     0     0 5600 7079  2  8 90  0  0  0
 1  0      0 159392  48796 2558184   0    0     0     0 6132 7910  3 10 88  0  0  0
 3  0      0 159392  48796 2558188   0    0     0     0 5774 6996  3  9 88  0  0  0
 1  0      0 159392  48796 2558192   0    0     0     0 5314 6968  3  8 89  0  0  0
 0  0      0 159392  48800 2558196   0    0     0    16 6556 8625  3  9 88  0  0  0
 0  0      0 159392  48800 2558204   0    0     0     0 5951 7610  3 10 87  0  0  0
 0  0      0 155108  48800 2558212   0    0     0     0 6270 8579  4 10 86  0  0  0
 1  0      0 155108  48800 2558220   0    0     0     0 6717 9428  3 11 87  0  0  0
 1  0      0 155108  48800 2558224   0    0     0     0 5993 7677  3  9 89  0  0  0
