Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,22323,0,2100,2016.530759779379,5.485615999987203,9958.464198999991,10014.269811405276,74.3403975110955,0.0,2100,2700,3100,3300,3800,4200,6200,6900,8900,9600,10000
GET,GET /?currency=X,17649,0,2100,2028.1798907459918,5.924727000092389,9887.2108999999,10014.509660604,58.774970912212716,0.0,2100,2800,3100,3300,3800,4200,5700,6900,8800,9600,9900
GET,GET /?product_id=X,2196,0,2000,1958.996183856561,6.224573000054079,9065.22545900043,10014.984517304189,7.3131529334930665,0.0,2000,2700,3100,3200,3700,4100,5300,6600,9000,9100,9100
GET,GET /cart,8866,0,700,820.3713064443966,5.6953299999804585,6566.522466000151,11960.527859237536,29.525689393601787,0.0,700,910,1100,1100,1400,1600,2300,3500,6100,6600,6600
GET,GET /product/[id],15454,0,620,707.820814116797,7.924717000150849,6447.345898000094,7513.965704671929,51.46514819408099,0.0,620,770,870,940,1100,1300,1800,3100,6000,6300,6400
POST,POST /cart (add),11065,0,1200,1269.7840704151834,14.497602000119514,7655.37964799978,17264.17812923633,36.84883297317886,0.0,1200,1400,1600,1700,2000,2200,3200,4300,6900,7600,7700
POST,POST /cart (pre-checkout add),4523,0,1200,1273.2191389858465,14.607124000121985,7586.212986999726,17273.85827990272,15.0625640793211,0.0,1200,1400,1600,1700,2000,2300,3100,4400,7400,7600,7600
POST,POST /cart/checkout,4523,0,180,214.69358775193876,6.562079000104859,1786.2622860002375,6431.431793057705,15.0625640793211,0.0,180,230,270,300,390,480,630,720,1100,1800,1800
POST,POST /cart/empty,4467,0,2300,2207.472021159837,10.43604000005871,10030.20423199996,9972.175509290351,14.876072019086306,0.0,2300,2900,3300,3500,4000,4400,6500,7900,9700,10000,10000
POST,POST /setCurrency,6585,0,2400,2404.8971300218723,13.828230999934021,9939.49269399991,10016.789217919513,21.92946815439519,0.0,2400,3000,3300,3400,3900,4400,6600,8100,9200,9900,9900
,Aggregated,97651,0,1100,1534.0488950268928,5.485615999987203,10030.20423199996,10785.386949442402,325.1988602497866,0.0,1100,1800,2400,2700,3400,3900,4700,6400,8800,9700,10000
