Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,39275,0,13,21.874008959009977,2.03870299992559,237.76900700067927,9961.804201145767,130.94892405700568,0.0,13,21,28,34,52,68,88,100,170,230,240
GET,GET /?currency=X,31677,0,13,21.92915568037587,2.005898000788875,233.34705799970834,9961.672096473781,105.61601699182098,0.0,13,21,28,34,51,69,89,110,170,220,230
GET,GET /?product_id=X,3954,0,14,21.790860300707212,2.231542999652447,201.97923100022308,9961.378098128478,13.183247504045843,0.0,14,21,28,33,51,67,88,100,170,200,200
GET,GET /cart,15902,0,14,21.908758998246963,2.031279998846003,228.16846299974713,12278.872405986669,53.0197273164737,0.0,14,21,28,34,52,68,88,100,190,230,230
GET,GET /product/[id],27327,0,13,21.588370080463964,2.1027389993832912,227.09635700084618,7549.94825630329,91.11244424457783,0.0,13,21,28,33,51,67,85,100,170,230,230
POST,POST /cart (add),19808,0,25,38.842066822540886,3.9027279999572784,318.645760000436,17334.26615508885,66.04293539710169,0.0,25,37,49,59,91,120,150,170,250,310,320
POST,POST /cart (pre-checkout add),7983,0,24,37.952001522481474,4.075027998624137,323.31463800073834,17334.424151321557,26.616556607182087,0.0,24,37,48,57,89,120,150,160,250,320,320
POST,POST /cart/checkout,7983,0,12,18.73588237140521,3.2443889995192876,161.07460800049012,6403.490291870225,26.616556607182087,0.0,12,17,22,26,40,55,72,85,140,160,160
POST,POST /cart/empty,7968,0,24,37.05192019502508,3.63873300011619,322.09049700031755,9917.141189759037,26.566544287364007,0.0,24,35,46,56,88,120,150,170,240,320,320
POST,POST /setCurrency,11782,0,23,37.700168741971126,3.460850999545073,298.98292500001844,9962.934646070276,39.28301013977444,0.0,23,35,47,58,90,120,150,170,240,300,300
,Aggregated,173659,0,16,26.140811750257573,2.005898000788875,323.31463800073834,10808.706102188773,579.0059631525284,0.0,16,25,33,39,61,83,120,140,210,280,320
