Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,28342,0,3,3.605163849229651,0.9914210004353663,155.95671200026118,10014.241620210289,94.46272697846653,0.0,3,3,4,4,5,7,11,19,48,93,160
GET,GET /?currency=X,22505,0,3,3.6439497910288248,0.9710300000733696,119.07376599992858,10014.85087758276,75.00824467752415,0.0,3,3,4,4,5,7,12,19,54,92,120
GET,GET /?product_id=X,2912,0,3,3.6779514536283635,1.123291998737841,53.432141001394484,10013.393887362638,9.705576916283063,0.0,3,3,4,4,6,8,13,18,38,53,53
GET,GET /cart,11401,0,3,3.8212617875639023,1.7035379987646593,70.25894899925333,12145.445311814754,37.99906676598324,0.0,3,4,4,4,5,6,10,19,39,65,70
GET,GET /product/[id],20049,0,3,3.3627351204519385,1.465391998863197,147.5447630000417,7576.291884882039,66.82249711351618,0.0,3,3,3,3,4,5,10,20,47,110,150
POST,POST /cart (add),13974,0,5,6.336138990693812,3.0686059999425197,166.35520399904635,17306.69579218549,46.57477054537758,0.0,5,6,6,7,8,9,16,30,93,160,170
POST,POST /cart (pre-checkout add),5676,0,5,6.303776947493566,3.2295109995175153,89.94083900142869,17342.25123326286,18.917875884897892,0.0,5,6,6,7,8,9,17,30,72,90,90
POST,POST /cart/checkout,5676,0,4,4.675989902383185,2.3960270009411033,96.18223899997247,6430.879668780832,18.917875884897892,0.0,4,5,5,5,6,7,9,11,21,96,96
POST,POST /cart/empty,5788,0,4,5.117444166364505,1.8195830016338732,64.09136500042223,9971.329647546649,19.291167304754932,0.0,4,5,5,6,7,9,14,23,49,64,64
POST,POST /setCurrency,8582,0,4,5.497452744343187,1.7823950001911726,108.74076700019941,10015.254369610813,28.603455046545754,0.0,4,5,5,6,7,10,16,36,74,110,110
,Aggregated,124905,0,3,4.271580719327648,0.9710300000733696,166.35520399904635,10801.642712461471,416.3032571182472,0.0,3,4,5,5,6,8,12,21,57,110,170
