Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,22701,0,3,3.857765119201779,1.1310770005366066,107.78108299928135,10018.218889035725,75.66265225903766,0.0,3,4,4,5,6,8,11,15,30,48,110
GET,GET /?currency=X,17987,0,3,3.8550092945446917,1.2322319998929743,49.63001200030703,10017.64157447045,59.95084472857189,0.0,3,4,4,5,6,8,11,15,27,47,50
GET,GET /?product_id=X,2241,0,3,3.8940615979420707,1.420210000105726,94.68485300021712,10018.43150379295,7.469274644839584,0.0,3,4,4,5,6,8,11,15,26,95,95
GET,GET /cart,9093,0,3,3.447565079172014,1.3201950005168328,43.97298200001387,12157.092928626416,30.30705682531296,0.0,3,3,4,4,5,6,10,15,30,44,44
GET,GET /product/[id],16087,0,3,3.2438951725111886,1.4396529995792662,146.795683000164,7579.286442469074,53.61812637730227,0.0,3,3,3,4,4,6,9,15,29,110,150
POST,POST /cart (add),11427,0,5,6.023205475017073,2.87914499949693,108.27781799980585,17386.620197777196,38.08630136839889,0.0,5,6,6,7,8,10,15,22,42,48,110
POST,POST /cart (pre-checkout add),4513,0,5,6.000961767131149,2.862770999854547,133.44597100058309,17384.581209838245,15.04187258909462,0.0,5,6,6,7,8,10,15,23,42,130,130
POST,POST /cart/checkout,4513,0,5,4.960939054958847,2.190086999689811,95.53825800048799,6431.362951473521,15.04187258909462,0.0,5,5,5,6,6,7,8,9,17,96,96
POST,POST /cart/empty,4458,0,5,5.73889571399774,2.4271749998661107,36.637237999457284,9973.511664423508,14.858557057873657,0.0,5,6,6,7,8,10,14,19,30,37,37
POST,POST /setCurrency,6934,0,5,5.751575133691454,2.2001699999236735,130.4878920000192,10019.589414479377,23.111088972475535,0.0,5,6,6,7,8,10,15,24,50,130,130
,Aggregated,99954,0,4,4.331379109802429,1.1310770005366066,146.795683000164,10831.288902895332,333.1476474120017,0.0,4,4,5,5,7,8,12,17,35,98,150
