Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,25512,0,720,1068.3870992745012,6.26437699975213,6579.69882999987,10014.617591721542,84.97040454496694,0.0,720,940,1100,1300,2900,3900,4800,5200,6100,6500,6600
GET,GET /?currency=X,21026,0,730,1070.0575976199502,5.65072599965788,6518.781730999763,10014.652002282888,70.02930879438989,0.0,730,940,1100,1300,2900,3900,4800,5200,6100,6400,6500
GET,GET /?product_id=X,2525,0,730,1061.5172736542547,8.972234999419015,6049.314576999677,10014.402772277228,8.40977859344785,0.0,730,950,1100,1300,2900,3900,4700,5200,6000,6000,6000
GET,GET /cart,10492,0,340,512.1505513465534,8.693431999745371,3560.984324999481,12195.419367136867,34.94471168414053,0.0,340,490,640,750,1200,1600,2000,2300,3000,3400,3600
GET,GET /product/[id],18570,0,280,478.78680979547454,9.426821000488417,4212.1417270000165,7539.131017770598,61.84934197240656,0.0,280,410,620,780,1200,1500,1900,2200,3600,4200,4200
POST,POST /cart (add),13233,0,540,826.8031721463741,18.401471999823116,5176.37965799986,17340.194740421673,44.07390104043382,0.0,540,760,1100,1300,1900,2400,3000,3300,4200,5000,5200
POST,POST /cart (pre-checkout add),5163,0,530,818.5190505651738,20.19996299986815,4844.632586999978,17300.094131319,17.195915595236137,0.0,530,740,1100,1300,1900,2500,3000,3300,4200,4800,4800
POST,POST /cart/checkout,5160,0,120,171.17304006124235,14.423926999370451,1920.291763000023,6431.239341085271,17.185923779085506,0.0,120,160,210,240,360,480,610,750,1000,1900,1900
POST,POST /cart/empty,5323,0,850,1216.7960820035703,14.652359000137949,6969.787062999785,9970.902686455007,17.72881245660313,0.0,850,1100,1300,1500,3300,4200,5000,5500,6300,7000,7000
POST,POST /setCurrency,7820,0,880,1487.4793357111223,11.152760999721067,6693.910234000214,10015.584271099744,26.045334099311756,0.0,880,1200,2100,2800,3900,4600,5400,5700,6300,6700,6700
,Aggregated,114824,0,570,878.3882773150049,5.65072599965788,6969.787062999785,10822.377978471399,382.43343256002214,0.0,570,820,1000,1200,2000,3400,4400,4900,6000,6400,7000
