procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1006244 102712 1928404  0    0     1   549 3576   30  4  3 93  0  0  0
 1  0      0 1004480 102712 1928420  0    0     0     0 3400 5625  2  3 95  0  0  0
 0  0      0 1004480 102712 1928420  0    0     0    24 3519 6026  4  1 95  1  0  0
 0  0      0 1004480 102732 1928436  0    0     0   224 4121 7693  5  4 91  0  0  0
 0  0      0 1004480 102732 1928436  0    0     0    36 3581 5509  3  1 96  0  0  0
 0  0      0 1004480 102732 1928436  0    0     0     0 3729 6506  3  3 94  0  0  0
 0  0      0 1004228 102736 1928432  0    0     0    56 3519 5572  2  2 96  0  0  0
 0  0      0 1004228 102736 1928440  0    0     0    52 3746 6977  5  2 93  0  0  0
 0  0      0 1004228 102736 1928440  0    0     0    80 3344 5358  3  2 96  0  0  0
 0  0      0 1004228 102736 1928444  0    0     0     0 3262 5425  2  2 97  0  0  0
 1  0      0 1004228 102736 1928444  0    0     0    28 3390 5545  2  3 95  0  0  0
 0  0      0 1004228 102736 1928444  0    0     0     0 3257 5755  2  2 96  0  0  0
 0  0      0 1004228 102736 1928444  0    0     0    24 3042 5274  3  2 96  0  0  0
 0  0      0 1004228 102736 1928444  0    0     0    16 3503 5919  5  3 92  0  0  0
 1  0      0 1004228 102744 1928436  0    0     0   332 3501 5363  3  2 95  0  0  0
 2  0      0 1004228 102744 1928448  0    0     0     0 3747 5988  4  2 94  0  0  0
 0  0      0 1001708 102744 1928448  0    0     0    28 3587 5804  2  3 95  0  0  0
 2  0      0 1001460 102744 1928452  0    0     0    52 3361 5151  4  2 94  1  0  0
 0  0      0 1001460 102760 1928456  0    0     0   232 4297 6897  7  3 90  0  0  0
 0  0      0 1001220 102760 1928468  0    0     0    56 3313 5060  2  2 96  0  0  0
 0  0      0 1001220 102760 1928468  0    0     0    28 3327 5610  3  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1001220 102760 1928468  0    0     0     0 3363 5233  3  2 95  0  0  0
 0  0      0 1001220 102760 1928468  0    0     0    28 3369 5659  2  1 97  0  0  0
 0  0      0 1001220 102760 1928468  0    0     0    16 3766 7421  4  4 92  0  0  0
 0  0      0 1001220 102768 1928460  0    0     0   124 3191 4979  2  2 96  0  0  0
 0  0      0 1001220 102768 1928472  0    0     0    36 3715 5725  5  3 92  0  0  0
 1  0      0 999960 102768 1928472   0    0     0    28 3364 4988  3  3 94  0  0  0
 1  0      0 999960 102768 1928472   0    0     0    28 3653 6485  4  2 94  0  0  0
 0  0      0 999960 102776 1928464   0    0     0    88 3507 6383  4  4 91  1  0  0
 0  0      0 999960 102776 1928476   0    0     0     0 3384 5242  2  2 96  0  0  0
