Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,45387,0,6,9.3568032466988,1.1237420003453735,190.39130800047133,10017.443629233041,151.23742542633013,0.0,6,8,11,12,19,27,42,55,110,180,190
GET,GET /?currency=X,36257,0,6,9.554946168768579,1.0979219987348188,310.86188799963566,10017.513362936812,120.81466793756915,0.0,6,9,11,13,19,27,44,59,120,190,310
GET,GET /?product_id=X,4635,0,6,9.250549545626182,1.1532789994816994,150.79628599960415,10017.968069039915,15.444630992377556,0.0,6,8,10,12,18,26,43,57,110,150,150
GET,GET /cart,18117,0,6,7.858738133569795,1.963310998689849,202.06133699866768,12279.702102997186,60.36901395661363,0.0,6,7,8,9,13,18,32,45,93,170,200
GET,GET /product/[id],31639,0,5,6.70554014658655,1.7805600000428967,183.34737599980144,7578.913587660798,105.42668391970517,0.0,5,6,7,8,10,15,29,43,92,130,180
POST,POST /cart (add),22722,0,10,13.03651728418205,3.221685999960755,266.8564610012254,17366.7317577678,75.71367969984958,0.0,10,12,14,15,20,28,51,75,140,240,270
POST,POST /cart (pre-checkout add),9295,0,10,13.056076742230161,3.414910999708809,203.81965299930016,17334.38332436794,30.972566359039778,0.0,10,12,14,15,20,29,53,73,140,200,200
POST,POST /cart/checkout,9294,0,7,7.8975488880897675,2.69936499898904,153.96865700131457,6432.116741984076,30.969234184068394,0.0,7,8,9,9,11,14,20,25,47,150,150
POST,POST /cart/empty,9064,0,9,12.581308040038909,2.29743599993526,194.8705160011741,9973.097969991173,30.20283394064944,0.0,9,12,14,16,23,33,56,74,130,190,190
POST,POST /setCurrency,13771,0,9,13.116908615923775,2.1046220008429373,312.2501919988281,10018.71890204052,45.88738153096684,0.0,9,12,14,16,23,33,58,87,180,250,310
,Aggregated,200181,0,7,9.7619767902428,1.0979219987348188,312.2501919988281,10842.36061864013,667.0381179471697,0.0,7,9,11,12,18,25,42,59,130,190,310
