Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,22562,0,3,3.2062219050664886,1.0040449997177348,116.47781300052884,10017.580976863754,75.20670964052219,0.0,3,3,3,4,5,6,10,15,32,81,120
GET,GET /?currency=X,18332,0,3,3.281994225114137,1.1047739990317496,150.20089400059078,10018.136155356753,61.10670158363854,0.0,3,3,3,4,5,6,10,16,33,120,150
GET,GET /?product_id=X,2317,0,3,3.285452425126831,1.171159001387423,46.73902399918006,10019.997410444541,7.723337746524684,0.0,3,3,4,4,5,6,11,16,30,47,47
GET,GET /cart,9260,0,3,3.595703922019704,1.7325480002909899,124.47927999892272,12260.097624190064,30.86668430419446,0.0,3,3,4,4,5,6,9,17,29,120,120
GET,GET /product/[id],15908,0,3,3.102677871763647,1.5399399999296293,109.28600199986249,7578.802300729193,53.026696966644224,0.0,3,3,3,3,4,5,9,17,31,89,110
POST,POST /cart (add),11531,0,5,5.870057381312431,2.9034180006419774,124.10467600057018,17380.08689619287,38.436688629769584,0.0,5,6,6,6,7,9,14,25,45,57,120
POST,POST /cart (pre-checkout add),4596,0,5,5.710278107703352,3.0497619991365355,155.0438119993487,17397.778720626633,15.320008754004077,0.0,5,6,6,6,7,8,12,22,39,160,160
POST,POST /cart/checkout,4596,0,4,4.41000886161414,2.5176799990731524,24.678163999851677,6431.844647519582,15.320008754004077,0.0,4,4,5,5,6,7,8,10,17,25,25
POST,POST /cart/empty,4533,0,4,4.706283060893855,1.7699689997243695,111.55275899909611,9973.054048091772,15.110008634007936,0.0,4,4,5,5,7,8,13,21,39,110,110
POST,POST /setCurrency,6773,0,4,4.83815646834212,1.9689950004249113,140.26233999902615,10019.14380628968,22.576679567204007,0.0,4,5,5,5,6,8,13,23,50,140,140
,Aggregated,100408,0,3,3.8948409825696118,1.0040449997177348,155.0438119993487,10855.467741614215,334.6935245805138,0.0,3,4,4,5,6,7,11,17,38,110,160
