Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,22279,0,18,28.75757010430782,3.494104999845149,330.40608699957374,9961.305489474393,74.54431208206249,0.0,18,26,35,42,65,90,130,150,220,270,330
GET,GET /?currency=X,17886,0,18,28.73368503295148,3.3903410003404133,326.6756350003561,9961.79721569943,59.84557502131019,0.0,18,26,34,41,65,90,130,150,230,320,330
GET,GET /?product_id=X,2326,0,18,28.377584130693393,3.5586710000643507,260.0310969992279,9962.020636285468,7.782668427796461,0.0,18,26,34,41,63,85,120,140,220,260,260
GET,GET /cart,9047,0,18,28.458960823024487,3.6342699986562366,319.7752070009301,12206.723886371174,30.27076580665287,0.0,18,26,34,41,64,88,120,150,220,320,320
GET,GET /product/[id],15634,0,18,28.883331890879013,3.75917000019399,267.5388229999953,7551.330689522835,52.31050653489676,0.0,18,27,35,42,65,91,130,150,210,260,270
POST,POST /cart (add),11089,0,33,51.024447962393054,6.511989000500762,463.08345000034024,17348.205518982777,37.103185810763094,0.0,33,49,62,74,110,150,200,250,370,440,460
POST,POST /cart (pre-checkout add),4478,0,32,50.061741110786585,7.391761000690167,411.813376000282,17312.244082179546,14.983142398827408,0.0,32,47,60,71,110,160,200,240,370,410,410
POST,POST /cart/checkout,4478,0,18,26.362984820228203,5.3939419995003846,244.53030800032138,6404.2869584636,14.983142398827408,0.0,18,24,30,35,52,72,110,130,200,240,240
POST,POST /cart/empty,4427,0,32,49.528835843245055,6.123458999354625,432.74886200015317,9917.037948949628,14.812499195982344,0.0,32,46,59,71,110,160,220,260,340,430,430
POST,POST /setCurrency,6737,0,31,49.37783543788652,5.9020980006607715,384.83382999947935,9962.884666765623,22.541632501317608,0.0,31,46,60,72,110,150,200,240,340,380,380
,Aggregated,98381,0,21,34.45400783369038,3.3903410003404133,463.08345000034024,10788.339039042092,329.1774301784366,0.0,21,32,41,50,77,110,150,190,310,390,460
