procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 101832  61368 2526176   0    0    28   366 5823   39  8 20 72  0  0  0
 0  0      0 101104  61368 2526176   0    0     0     0 2138 2011  1  2 97  0  0  0
 0  0      0 100124  61368 2526176   0    0     0     0 2095 2446  1  2 97  0  0  0
 0  0      0 114000  61312 2516140   0    0     0    16 2204 1902  1  2 97  0  0  0
 1  0      0 111260  61312 2516016   0    0     0     0 3370 4304  3  5 93  0  0  0
 2  0      0 109496  61312 2516016   0    0     0     0 2637 3165  1  3 96  0  0  0
 0  0      0 109244  61312 2516020   0    0     0     0 2640 2791  1  3 96  0  0  0
 2  0      0 108992  61312 2516020   0    0     0     0 2969 3615  1  4 95  0  0  0
 0  0      0 106472  61320 2516028   0    0     0   440 3515 4656  3  6 92  0  0  0
 0  0      0 105716  61320 2516028   0    0     0     0 2892 3089  1  4 95  0  0  0
 1  0      0 102944  61320 2516032   0    0     0     0 3840 5206  3  6 92  0  0  0
 1  0      0 102692  61320 2516032   0    0     0     0 3596 4496  2  5 94  0  0  0
 1  0      0 102692  61320 2516036   0    0     0     0 4445 6389  5  7 89  0  0  0
 2  0      0 102692  61328 2516036   0    0     0    12 3205 3591  1  3 96  0  0  0
 3  0      0 102692  61328 2516040   0    0     0     0 4401 6333  3  6 92  0  0  0
 4  0      0 102692  61328 2516044   0    0     0     0 4585 6931  3  6 91  0  0  0
 1  0      0 102692  61328 2516048   0    0     0     0 4108 5614  2  5 93  0  0  0
 4  0      0 102440  61328 2516052   0    0     0     0 4655 6677  4  7 90  0  0  0
 0  0      0 102188  61336 2516056   0    0     0    16 5240 7752  3  8 89  0  0  0
 2  0      0 101936  61336 2516060   0    0     0     0 5065 6780  3  8 89  0  0  0
 0  0      0 100424  61336 2516068   0    0     0     0 5922 9079  5 10 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 100424  61336 2516072   0    0     0     0 5711 8226  4 10 86  0  0  0
 0  0      0 100172  61336 2516080   0    0     0     0 6176 9415  5 11 84  0  0  0
