Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,33406,0,620,668.8044571558555,3.6409610002010595,3398.875693001173,9960.897593246722,109.8508082978279,0.0,620,710,790,840,1000,1300,1500,1600,2100,2700,3400
GET,GET /?currency=X,26669,0,620,667.587616266455,4.012168003100669,3039.9051869972027,9961.169935130676,87.69715639390445,0.0,620,710,780,840,1000,1200,1400,1500,2100,3000,3000
GET,GET /?product_id=X,3423,0,620,663.5992770411149,4.061633000674192,2945.587101003184,9961.296523517383,11.256041333995835,0.0,620,710,780,840,1000,1200,1500,1600,2100,2900,2900
GET,GET /cart,13290,0,610,662.4186009886267,4.290061999199679,3043.241923998721,12120.95929270128,43.702246371254645,0.0,610,700,780,830,1000,1300,1500,1600,2100,3000,3000
GET,GET /product/[id],23495,0,610,659.9257655176734,3.7493700001505204,3041.844293002214,7549.276526920621,77.25991561268833,0.0,610,710,770,830,1000,1200,1500,1500,2200,3000,3000
POST,POST /cart (add),16891,0,1300,1406.448752757725,7.326890998228919,4479.790268000215,17314.130838908295,55.5436150080408,0.0,1300,1500,1600,1700,2100,2500,3000,3200,3500,4400,4500
POST,POST /cart (pre-checkout add),6580,0,1300,1422.194733119438,6.9878450012765825,4470.194197998353,17321.13753799392,21.637380069439846,0.0,1300,1500,1600,1800,2100,2500,3100,3200,3500,4500,4500
POST,POST /cart/checkout,6568,0,750,795.5303156837675,6.431650999729754,2015.9411940003338,6403.713002436054,21.597919801836007,0.0,750,860,930,990,1200,1400,1700,1800,2000,2000,2000
POST,POST /cart/empty,6635,0,1300,1409.9637869175463,6.91688000006252,4363.274219998857,9916.686058779202,21.818239629290787,0.0,1300,1500,1600,1700,2100,2500,3000,3100,3500,4400,4400
POST,POST /setCurrency,9972,0,1300,1412.730761064264,6.897191000462044,3525.535579999996,9963.006217408745,32.79148237879242,0.0,1300,1500,1600,1700,2100,2500,3000,3100,3400,3500,3500
,Aggregated,146929,0,720,874.6281975848505,3.6409610002010595,4479.790268000215,10784.783609770706,483.154804897071,0.0,720,940,1100,1200,1500,1800,2300,2800,3300,3600,4500
