procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 167984  47732 2563124   0    0    40   379 6154   40 10 27 63  0  0  0
 0  0      0 164988  47732 2563124   0    0     0     0 1874 1612  1  1 98  0  0  0
 0  0      0 164988  47732 2563124   0    0     0     0 1798 1527  1  2 98  0  0  0
 0  0      0 164896  47732 2563128   0    0     0     0 2034 1716  1  2 97  0  0  0
 0  0      0 164644  47740 2563120   0    0     0    16 1956 1622  1  2 97  0  0  0
 1  0      0 164708  47740 2563132   0    0     0     0 2279 2218  1  3 97  0  0  0
 2  0      0 163480  47740 2563132   0    0     0     0 2610 3125  2  3 95  0  0  0
 0  0      0 163512  47740 2563132   0    0     0     0 2371 2390  1  3 96  0  0  0
 0  0      0 162312  47740 2563132   0    0     0   204 2786 2745  2  3 95  0  0  0
 0  0      0 162344  47748 2563128   0    0     0    24 2637 2617  2  4 95  0  0  0
 1  0      0 162376  47748 2563136   0    0     0     0 2712 2623  1  4 95  0  0  0
 2  0      0 160392  47748 2563140   0    0     0     0 2974 3215  1  4 95  0  0  0
 3  0      0 160392  47748 2563140   0    0     0     0 2745 2436  1  4 95  0  0  0
 0  0      0 160392  47748 2563140   0    0     0     0 3290 3780  3  4 93  0  0  0
 0  0      0 160392  47748 2563144   0    0     0     0 2882 2660  1  5 94  0  0  0
 0  0      0 160392  47752 2563140   0    0     0    12 3334 3423  1  6 93  0  0  0
 1  0      0 160392  47752 2563148   0    0     0     0 3515 4123  2  6 92  0  0  0
 0  0      0 160392  47752 2563152   0    0     0     0 3436 3731  2  5 94  0  0  0
 0  0      0 160392  47752 2563152   0    0     0     0 3639 3910  1  5 94  0  0  0
 2  0      0 160392  47752 2563156   0    0     0    32 3811 4310  2  6 92  0  0  0
 1  0      0 160392  47756 2563152   0    0     0    24 4088 4609  2  8 90  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 159384  47756 2563160   0    0     0     0 4615 5930  2  9 89  0  0  0
 0  0      0 159384  47756 2563164   0    0     0     0 3514 3933  2  5 93  0  0  0
 0  0      0 159384  47756 2563168   0    0     0     0 4452 5439  2  6 92  0  0  0
 0  0      0 159384  47756 2563176   0    0     0    36 4118 4971  2  7 92  0  0  0
 0  0      0 159384  47764 2563184   0    0     0    20 4688 5853  2  8 91  0  0  0
 6  0      0 159384  47764 2563184   0    0     0     0 5152 6666  3  9 88  0  0  0
 0  0      0 159384  47764 2563192   0    0     0     0 4364 5764  2  8 90  0  0  0
 5  0      0 156612  47764 2563196   0    0     0     0 5111 6710  4 10 86  0  0  0
 0  0      0 156612  47764 2563204   0    0     0     0 4769 6555  4  8 89  0  0  0
 0  0      0 156612  47768 2563204   0    0     0    76 4800 5740  3  8 89  0  0  0
 0  0      0 156612  47768 2563216   0    0     0     0 4922 6004  3 10 87  0  0  0
 3  0      0 156612  47768 2563220   0    0     0     0 5232 6673  2  8 89  0  0  0
 0  0      0 156612  47768 2563228   0    0     0     0 4800 5746  3  8 90  0  0  0
 0  0      0 156612  47768 2563228   0    0     0     0 5225 6076  4  9 87  0  0  0
 0  0      0 156612  47776 2563236   0    0     0    68 4963 6489  3  9 88  0  0  0
 1  0      0 155604  47776 2563236   0    0     0     0 5964 8011  5 11 84  0  0  0
 0  0      0 155604  47776 2563240   0    0     0     0 5065 6495  2 10 88  0  0  0
 0  0      0 155604  47776 2563248   0    0     0     0 5020 6547  3  8 90  0  0  0
 0  0      0 155604  47776 2563256   0    0     0     0 5308 7985  4  9 87  0  0  0
 3  0      0 155604  47784 2563248   0    0     0    24 4974 6798  2  8 90  0  0  0
 0  0      0 155352  47784 2563260   0    0     0     0 4947 6851  3  8 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 155352  47784 2563268   0    0     0     0 4895 6616  3  8 89  0  0  0
 0  0      0 155352  47784 2563272   0    0     0     0 5085 7024  3  9 88  0  0  0
 3  0      0 155352  47784 2563280   0    0     0     0 5402 7259  3  7 89  0  0  0
 0  0      0 155352  47792 2563284   0    0     0   100 5122 6605  2  7 91  0  0  0
 0  0      0 155352  47792 2563288   0    0     0     0 5346 7243  4 10 86  0  0  0
 0  0      0 155352  47792 2563292   0    0     0     0 4899 6320  2  8 90  0  0  0
 0  0      0 155352  47792 2563300   0    0     0     0 5419 7306  4 11 85  0  0  0
 0  0      0 155352  47792 2563304   0    0     0     0 5310 7366  3  9 87  0  0  0
 0  0      0 155352  47800 2563300   0    0     0    16 5074 6623  3 10 87  0  0  0
 0  0      0 155352  47800 2563320   0    0     0     0 5583 7707  3  8 88  0  0  0
 0  0      0 155352  47800 2563320   0    0     0     0 4895 6176  2  9 89  0  0  0
 0  0      0 155352  47800 2563324   0    0     0     0 4862 6357  3  8 89  0  0  0
 0  0      0 155352  47800 2563332   0    0     0     0 4938 5936  3 10 87  0  0  0
 0  0      0 155352  47808 2563328   0    0     0    12 5268 6854  3  9 88  0  0  0
 0  0      0 153336  47808 2563344   0    0     0     0 5074 7319  3 10 87  0  0  0
 4  0      0 153336  47808 2563344   0    0     0     0 5542 7556  3 10 87  0  0  0
 0  0      0 153112  47808 2563356   0    0     0     0 5390 6765  3  8 89  0  0  0
 0  0      0 152860  47808 2563356   0    0     0     0 5767 7525  4 12 84  0  0  0
 0  0      0 152860  47808 2563364   0    0     0     0 5068 6708  3 11 87  0  0  0
 0  0      0 151096  47812 2563364   0    0     0    16 5122 6836  3  9 88  0  0  0
 0  0      0 151096  47812 2563372   0    0     0     0 5436 7275  3  9 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 151096  47812 2563376   0    0     0     0 4847 6158  3 10 87  0  0  0
 0  0      0 151096  47812 2563380   0    0     0     0 5275 6616  3 11 86  0  0  0
 0  0      0 151096  47812 2563388   0    0     0     0 5085 6659  3 10 87  0  0  0
 0  0      0 151096  47816 2563388   0    0     0    12 5909 8421  4 11 85  0  0  0
 3  0      0 151096  47816 2563400   0    0     0     0 5199 6876  3  9 88  0  0  0
 0  0      0 151096  47816 2563420   0    0     0     0 5846 7595  4 11 85  0  0  0
 1  0      0 151096  47816 2563424   0    0     0     0 5803 8293  3 11 86  0  0  0
 0  0      0 151096  47816 2563432   0    0     0     0 5451 7458  2 10 89  0  0  0
 0  0      0 151096  47824 2563440   0    0     0    16 5201 6489  2  9 88  0  0  0
 4  0      0 151096  47824 2563444   0    0     0     0 5193 6459  3  9 88  0  0  0
 0  0      0 151096  47824 2563452   0    0     0     0 5102 6864  3  9 88  0  0  0
 1  0      0 151096  47824 2563452   0    0     0     0 5162 6661  2 10 88  0  0  0
 0  0      0 151096  47824 2563456   0    0     0     0 5509 7420  3 11 86  0  0  0
 0  0      0 150592  47836 2563464   0    0     0   208 5081 6634  3 10 88  0  0  0
 0  0      0 150592  47836 2563468   0    0     0     0 5501 7039  3 11 87  0  0  0
 0  0      0 150592  47836 2563480   0    0     0     0 5754 7902  4 11 85  0  0  0
 2  0      0 150592  47836 2563480   0    0     0     0 5538 7781  3 10 87  0  0  0
 0  0      0 150592  47836 2563492   0    0     0     0 5231 6882  2  9 89  0  0  0
 1  0      0 148576  47848 2563480   0    0     0    32 5427 7079  3 11 87  0  0  0
 0  0      0 148576  47848 2563500   0    0     0     0 5160 6974  4  8 88  0  0  0
 0  0      0 148576  47848 2563540   0    0    40     0 5258 6437  3 10 87  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 148576  47848 2563548   0    0     0     0 5102 6659  2  8 90  0  0  0
 0  0      0 148576  47848 2563552   0    0     0     0 5042 6708  2  8 90  0  0  0
 0  0      0 148576  47852 2563556   0    0     0    80 5428 7998  4 12 85  0  0  0
