Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,28082,0,5,7.333163594943825,1.896902000225964,142.3002820010879,9961.412791111745,93.7880849345014,0.0,5,7,8,9,12,18,30,37,77,130,140
GET,GET /?currency=X,22512,0,5,7.456135374101125,1.9733760000235634,145.78464299847838,9960.929282160625,75.18543437239141,0.0,5,7,8,9,13,19,31,41,89,130,150
GET,GET /?product_id=X,2783,0,5,7.2727566845270015,2.0179389994154917,146.72979999886593,9960.574200503053,9.294645693779552,0.0,5,7,8,9,12,18,28,36,110,150,150
GET,GET /cart,11535,0,5,7.468165279494394,1.9659220015455503,123.39068700021016,12159.242826181187,38.52451961112006,0.0,5,7,8,9,13,19,30,39,78,120,120
GET,GET /product/[id],19884,0,5,7.4818623223789595,2.134502999979304,146.28430700031458,7549.4746026956345,66.40845669245873,0.0,5,7,8,9,13,19,31,39,80,140,150
POST,POST /cart (add),14104,0,10,13.097005668175644,3.7606229998345952,185.20198900114337,17313.19242768009,47.10444946642717,0.0,10,12,14,16,22,32,51,64,130,170,190
POST,POST /cart (pre-checkout add),5692,0,10,13.187706691135281,3.947061000872054,169.70021099950827,17308.475228390726,19.01010538591204,0.0,10,12,14,16,23,34,53,65,120,170,170
POST,POST /cart/checkout,5691,0,7,7.7707173322729,2.985425000588293,80.65750100104196,6403.672816728167,19.00676559227432,0.0,7,8,9,10,12,16,22,27,66,81,81
POST,POST /cart/empty,5685,0,9,12.616446501150218,3.6884119999740506,171.44602200096415,9917.072295514512,18.98672683044799,0.0,9,11,14,15,22,31,54,66,120,170,170
POST,POST /setCurrency,8437,0,9,12.544331894148614,3.172767001160537,166.7070240000612,9962.815218679625,28.177838921458168,0.0,9,12,14,15,21,30,48,64,130,170,170
,Aggregated,124405,0,6,8.926537612660242,1.896902000225964,185.20198900114337,10784.542164703991,415.48702750077086,0.0,6,8,10,11,16,23,36,48,98,160,190
