procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1056404 83276 1911200   0    0     0     0 3246 5653  2  2 96  0  0  0
 0  0      0 1056404 83284 1911204   0    0     0    56 3449 5580  3  2 95  0  0  0
 2  0      0 1056156 83284 1911204   0    0     0    44 3525 5223  4  3 93  0  0  0
 0  0      0 1056156 83284 1911204   0    0     0    60 4408 7724  6  4 90  0  0  0
 0  0      0 1056156 83284 1911204   0    0     0     4 3403 5491  4  1 95  0  0  0
 0  0      0 1056156 83284 1911208   0    0     0    56 3357 5329  3  2 95  0  0  0
 0  0      0 1056156 83284 1911208   0    0     0     0 3351 5071  4  2 94  0  0  0
 1  0      0 1056156 83284 1911208   0    0     0    24 3524 5231  3  2 96  0  0  0
 1  0      0 1056156 83284 1911208   0    0     0    16 3725 5857  3  3 94  0  0  0
 1  0      0 1056156 83284 1911212   0    0     0    32 3565 5704  4  2 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1056156 83284 1911212   0    0     0    44 3462 5207  3  2 96  0  0  0
 0  0      0 1056156 83288 1911212   0    0     0    80 3451 5981  2  2 95  1  0  0
 0  0      0 1056156 83288 1911216   0    0     0    24 3149 4729  3  1 96  0  0  0
 0  0      0 1056156 83288 1911216   0    0     0    60 3963 6718  5  4 91  0  0  0
 0  0      0 1056156 83288 1911216   0    0     0     0 3097 4146  3  2 96  0  0  0
 0  0      0 1056156 83292 1911216   0    0     0    52 3166 4255  2  2 96  0  0  0
