procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 169044  46856 2559196   0    0    42   384 6271   41 11 28 61  0  0  0
 0  0      0 166552  46856 2559196   0    0     0     0 1936 1586  2  2 96  0  0  0
 0  0      0 166552  46856 2559196   0    0     0     0 1522  961  1  1 99  0  0  0
 0  0      0 166300  46856 2559196   0    0     0     0 2019 2297  1  1 98  0  0  0
 0  0      0 165544  46856 2559200   0    0     0     0 2095 1778  1  2 98  0  0  0
 0  0      0 165292  46856 2559200   0    0     0     0 1953 1678  1  2 97  0  0  0
 0  0      0 165292  46864 2559200   0    0     0    16 1947 1488  1  2 98  0  0  0
 0  0      0 165040  46864 2559200   0    0     0     0 2121 2248  1  2 98  0  0  0
 0  0      0 164788  46864 2559204   0    0     0     0 2492 2606  1  3 96  0  0  0
 0  0      0 163024  46864 2559204   0    0     0     0 2569 2814  1  4 95  0  0  0
 0  0      0 163024  46864 2559208   0    0     0     0 2495 2437  1  3 96  0  0  0
 0  0      0 162772  46864 2559208   0    0     0     0 2800 2931  1  3 96  0  0  0
 0  0      0 161260  46872 2559212   0    0     0    12 3279 3798  2  4 94  0  0  0
 0  0      0 161008  46872 2559212   0    0     0   208 3011 3372  2  3 95  0  0  0
 0  0      0 160252  46872 2559216   0    0     0     0 3072 3529  1  4 95  0  0  0
 0  0      0 160252  46872 2559216   0    0     0     0 3227 3692  2  4 95  0  0  0
 0  0      0 160252  46872 2559220   0    0     0     0 3095 3477  1  4 95  0  0  0
 3  0      0 160252  46880 2559212   0    0     0    28 2939 3153  1  4 95  0  0  0
 0  0      0 160252  46880 2559224   0    0     0     0 3681 4509  2  4 94  0  0  0
 2  0      0 159748  46880 2559228   0    0     0     0 3631 4345  3  6 91  0  0  0
 0  0      0 159748  46880 2559232   0    0     0     0 3656 4407  2  4 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 159748  46880 2559232   0    0     0     0 3290 3491  1  6 93  0  0  0
 1  0      0 159748  46888 2559236   0    0     0    20 3747 4230  1  5 94  0  0  0
 0  0      0 159496  46888 2559240   0    0     0     0 3417 3471  1  4 95  0  0  0
 0  0      0 159496  46888 2559244   0    0     0     0 3826 4410  2  5 94  0  0  0
 1  0      0 159496  46888 2559244   0    0     0     0 3670 4469  1  5 94  0  0  0
 0  0      0 159496  46888 2559248   0    0     0     0 3888 4433  1  5 94  0  0  0
 0  0      0 159496  46888 2559252   0    0     0     0 4262 5542  2  6 93  0  0  0
 0  0      0 159496  46896 2559256   0    0     0    16 3937 4703  2  7 91  1  0  0
 0  0      0 159244  46896 2559260   0    0     0     0 4700 6231  2  8 90  0  0  0
 0  0      0 159244  46896 2559264   0    0     0     0 4659 5760  2  7 91  0  0  0
 0  0      0 159244  46896 2559268   0    0     0     0 4953 6593  2  7 92  0  0  0
 1  0      0 158236  46896 2559276   0    0     0     0 4719 5904  3  7 91  0  0  0
 0  0      0 158236  46900 2559284   0    0     0    12 4702 6089  2  6 92  0  0  0
 1  0      0 157984  46900 2559288   0    0     0     0 5029 6419  3  8 89  0  0  0
 0  0      0 157984  46900 2559292   0    0     0     0 4525 5421  2  6 92  0  0  0
 0  0      0 157984  46900 2559296   0    0     0     0 4361 5225  2  6 92  0  0  0
