procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 174632  45936 2100484   0    0   158   680 9577   83 31 40 28  0  0  0
 3  0      0 172668  45956 2100580   0    0     0   260 5692 10115 28 27 44 1  0  0
 6  0      0 171916  45964 2100704   0    0     0   132 5761 10853 22 26 51 0  0  0
 1  0      0 170936  45972 2100944   0    0   128   340 6335 11598 29 31 40 1  0  0
 1  0      0 168924  45972 2101068   0    0     0    32 6174 10939 28 27 45 0  0  0
 8  0      0 167916  45972 2101224   0    0     0    24 6517 11730 26 39 35 0  0  0
14  0      0 164164  45972 2101372   0    0     0     0 6624 12201 32 41 26 0  0  0
 8  0      0 162176  45972 2101552   0    0     0    28 7675 15495 29 41 30 0  0  0
12  0      0 160188  45976 2101728   0    0     0    76 7838 14250 33 43 24 0  0  0
13  0      0 158928  45976 2101932   0    0     0    24 7884 13933 34 42 24 0  0  0
 6  0      0 154936  45976 2102132   0    0     0    84 7573 12016 35 44 21 0  0  0
 8  0      0 149728  45976 2102360   0    0     0    24 7494 12605 39 47 14 0  0  0
 4  0      0 147240  45976 2102572   0    0     0     0 7339 12606 35 45 20 0  0  0
12  0      0 144776  45976 2102968   0    0   152  1644 8068 12805 43 51 5  1  0  0
12  0      0 144328  45976 2103200   0    0     0    60 6456 11012 39 56 5  0  0  0
18  0      0 140368  46000 2103564   0    0     0   288 7083 11536 43 53 4  0  0  0
 8  1      0 134096  46016 2103788   0    0     4   216 6782 9757 49 46  4  1  0  0
16  0      0 131644  46028 2104064   0    0     0   148 6377 11732 42 55 3  1  0  0
17  0      0 125460  46028 2104400   0    0     0     0 7998 11386 41 56 3  0  0  0
16  0      0 124452  46028 2104652   0    0     0    64 6647 11932 44 53 3  0  0  0
 6  0      0 117704  46028 2104872   0    0     4     4 6275 10723 44 49 7  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
18  0      0 116448  46036 2105148   0    0     0    52 5400 9543 43 51  6  0  0  0
10  0      0 114460  46036 2105392   0    0     0     0 4405 7729 38 56  6  0  0  0
13  0      0 111968  46036 2105548   0    0     0    52 7033 10247 44 50 6  0  0  0
 5  0      0 106256  46036 2106004   0    0     0    56 6826 11317 41 55 4  0  0  0
 8  0      0 112152  45916 2096288   0    0     0    24 7914 11912 47 52 1  0  0  0
 5  0      0 108780  45924 2096644   0    0     0    24 6137 9573 37 57  6  0  0  0
 7  0      0 101532  45932 2096896   0    0     0    56 7043 11844 47 48 5  0  0  0
 7  0      0 119856  45720 2078396   0    0     0     0 7322 11589 44 53 2  0  0  0
 9  0      0 116908  45720 2078716   0    0     0    64 7894 13788 45 52 4  0  0  0
 5  0      0 114720  45740 2079608   0    0     0   256 8794 13309 49 49 3  0  0  0
 3  0      0 106688  45752 2079972   0    0     0   200 8994 15674 49 48 3  0  0  0
 7  0      0 103304  45760 2080396   0    0     0    96 8444 14326 45 51 4  0  0  0
 7  0      0 101880  45768 2080672   0    0     4    80 9630 14634 41 54 4  1  0  0
 6  0      0 119600  45732 2076360   0    0     4  5100 8698 12924 48 48 4  0  0  0
 9  0      0 118176  45732 2076588   0    0     0    24 9036 14731 45 51 5  0  0  0
 6  0      0 115572  45732 2077012   0    0     0     0 8024 12555 45 53 3  0  0  0
 2  0      0 115360  45732 2077272   0    0     0    28 9541 12249 42 53 5  0  0  0
 7  0      0 114216  45740 2077888   0    0   128    64 9086 14026 44 54 3  0  0  0
13  0      0 112596  45748 2078104   0    0     0    76 8412 14287 48 49 3  0  0  0
 6  0      0 112348  45748 2078324   0    0     0     0 8975 14492 46 51 4  0  0  0
 4  0      0 111428  45748 2078716   0    0     4    24 9457 12964 45 50 5  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 108332  45748 2079140   0    0     0     0 9141 15174 45 51 4  0  0  0
 6  0      0 105448  45752 2079504   0    0     0    56 9971 12748 47 51 3  0  0  0
12  0      0 103856  45752 2079812   0    0     0    80 9857 14431 44 53 3  0  0  0
 8  0      0 102684  45772 2080136   0    0     0   292 8868 15313 47 50 3  0  0  0
14  0      0 115160  45712 2070892   0    0     0   156 9108 12442 45 52 3  0  0  0
11  0      0 113780  45716 2071520   0    0   204   120 9215 15856 46 50 4  0  0  0
 4  0      0 112376  45716 2071816   0    0     0    20 9000 12060 41 56 3  0  0  0
 9  0      0 110504  45716 2072176   0    0     0    44 8418 11441 47 49 4  0  0  0
 4  0      0 109780  45724 2072404   0    0     0    52 9201 15009 46 51 3  0  0  0
 7  0      0 108300  45724 2072628   0    0     0     0 9086 12568 45 49 6  0  0  0
 5  0      0 102232  45724 2073084   0    0     0    24 9293 12988 47 50 3  0  0  0
 4  0      0 100860  45724 2073328   0    0     0     0 9061 13193 46 49 5  0  0  0
