procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 640124  19100 1962220   0    0    93   384 5768   33  9 26 65  0  0  0
 0  0      0 638612  19100 1962324   0    0     0     0 1721 1297  4  5 91  0  0  0
 0  0      0 636624  19100 1962324   0    0     0     0 2293 3142  5 12 83  0  0  0
 0  0      0 636148  19108 1962316   0    0     0   428 2489 3267  6  7 87  0  0  0
 0  0      0 635392  19108 1962332   0    0     0     0 2221 2420  4  5 91  0  0  0
 0  0      0 635140  19108 1962332   0    0     0     0 3024 4689  8  8 84  0  0  0
 0  0      0 634888  19108 1962332   0    0     0     0 2472 2887  5  6 89  0  0  0
 0  0      0 632620  19108 1962332   0    0     0     0 3133 4517  5  9 86  0  0  0
 0  0      0 629864  19116 1962356   0    0     0    84 3633 5754  9 13 78  0  0  0
 4  0      0 629864  19116 1962348   0    0     0     0 2613 2880  3  7 91  0  0  0
 3  0      0 629360  19116 1962348   0    0     0     0 3197 4472  4 10 85  0  0  0
 0  0      0 629108  19116 1962348   0    0     0     0 3336 4216  4 10 86  0  0  0
 0  0      0 628856  19116 1962352   0    0     0     0 3044 3871  5 11 84  0  0  0
 0  0      0 628352  19124 1962344   0    0     0   108 3740 4962  6 14 80  0  0  0
 1  0      0 627344  19124 1962352   0    0     0     0 3886 6065  7 15 77  0  0  0
 8  0      0 625832  19124 1962352   0    0     0     0 4127 6105 11 16 74  0  0  0
 1  0      0 624824  19124 1962356   0    0     0     0 3782 5152  6 14 80  0  0  0
 0  0      0 622052  19124 1962356   0    0     0     0 4160 5823  9 16 75  0  0  0
 1  0      0 620540  19132 1962352   0    0     0    32 4602 7522 11 20 68  0  0  0
 0  0      0 619784  19132 1962360   0    0     0     0 4610 6267  7 20 73  0  0  0
 0  0      0 619532  19132 1962360   0    0     0     0 4062 5247  6 17 77  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 618776  19132 1962364   0    0     0     0 4591 6202  6 20 74  0  0  0
 2  0      0 617516  19132 1962364   0    0     0     0 4454 6369  8 20 73  0  0  0
 0  0      0 617012  19132 1962368   0    0     0     0 4443 6462  7 18 75  0  0  0
 1  0      0 616760  19140 1962368   0    0     0    12 4909 7233  9 23 68  0  0  0
 0  0      0 616760  19140 1962368   0    0     0     0 5242 7675 10 25 65  0  0  0
 0  0      0 614744  19140 1962372   0    0     0     0 4745 7070  9 26 65  0  0  0
 0  0      0 612728  19140 1962376   0    0     0     0 5674 8553  8 25 67  0  0  0
 0  0      0 610488  19140 1962380   0    0     0     0 6361 10219 14 27 59 0  0  0
 0  0      0 609476  19148 1962376   0    0     0    16 5647 8217  9 25 66  0  0  0
 2  0      0 609224  19148 1962384   0    0     0     0 5459 8069  9 22 69  0  0  0
 0  0      0 608468  19148 1962388   0    0     0     0 6406 9592 11 29 60  0  0  0
 0  0      0 606200  19148 1962392   0    0     0     0 6243 9178  9 26 65  0  0  0
 0  0      0 606200  19148 1962392   0    0     0     0 5920 8816  7 23 70  0  0  0
 4  0      0 605696  19156 1962388   0    0     0   336 7173 10935 13 32 55 0  0  0
 1  0      0 605192  19156 1962396   0    0     0     0 6770 10586 14 26 60 0  0  0
 0  0      0 605192  19156 1962396   0    0     0     0 6966 10962 9 29 62  0  0  0
 1  0      0 603428  19156 1962400   0    0     0     0 6413 9898  9 26 66  0  0  0
 2  0      0 603428  19156 1962404   0    0     0     0 7432 12474 16 29 55 0  0  0
 9  0      0 603428  19164 1962396   0    0     0    28 7643 10958 11 33 57 0  0  0
 0  0      0 603428  19164 1962408   0    0     0     0 6615 9464  9 25 66  0  0  0
 0  0      0 603428  19164 1962408   0    0     0     0 6727 10873 9 25 66  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 602420  19164 1962416   0    0     0     0 6737 10116 9 28 62  0  0  0
 0  0      0 602420  19164 1962416   0    0     0     0 6680 9602  9 29 62  0  0  0
 2  0      0 602168  19164 1962416   0    0     0    64 7081 11339 11 26 63 0  0  0
 0  0      0 602168  19172 1962420   0    0     0    20 7150 10704 11 28 60 0  0  0
 0  0      0 601916  19172 1962420   0    0     0     0 7025 10211 12 30 58 0  0  0
 0  0      0 600404  19172 1962424   0    0     0     0 6802 10288 9 28 63  0  0  0
 0  0      0 600152  19172 1962428   0    0     0     0 6232 9531 10 25 65  0  0  0
 1  0      0 599900  19172 1962428   0    0     0     8 6918 11210 16 31 53 0  0  0
 4  0      0 599900  19180 1962432   0    0     0    28 7345 11104 12 31 57 0  0  0
 2  0      0 599648  19180 1962432   0    0     0     0 6884 9877  9 28 63  0  0  0
10  0      0 597884  19180 1962436   0    0     0     0 6857 10504 10 28 62 0  0  0
 2  0      0 597632  19180 1962436   0    0     0     0 6839 9681  8 29 63  0  0  0
 2  0      0 597132  19180 1962440   0    0     0     0 7402 10459 13 30 58 0  0  0
 2  0      0 597132  19188 1962432   0    0     0    12 7634 11387 14 32 54 0  0  0
 0  0      0 597132  19188 1962444   0    0     0     0 6770 10254 12 24 64 0  0  0
 7  0      0 594360  19188 1962500   0    0     0     0 7057 9625  9 30 60  0  0  0
 0  0      0 594364  19188 1962504   0    0     0     0 6300 9126 11 27 62  0  0  0
 4  0      0 594112  19188 1962504   0    0     0     0 7208 11451 13 31 55 0  0  0
 2  0      0 593888  19196 1962500   0    0     0    16 7916 11272 11 37 52 0  0  0
 7  0      0 593888  19196 1962508   0    0     0     0 7133 10001 10 28 62 0  0  0
 3  0      0 593636  19196 1962512   0    0     0     0 7619 11685 13 32 55 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 593636  19196 1962512   0    0     0     0 7849 12327 13 30 57 0  0  0
 8  0      0 593636  19196 1962516   0    0     0     0 6745 9490 10 26 64  0  0  0
 2  0      0 593632  19204 1962508   0    0     0    44 8048 12031 17 30 53 0  0  0
 8  0      0 593128  19204 1962520   0    0     0     0 7147 10475 11 33 55 0  0  0
 2  0      0 592120  19204 1962520   0    0     0     0 6850 9890  9 28 63  0  0  0
 2  0      0 589852  19204 1962524   0    0     0     0 7581 10925 13 33 54 0  0  0
23  0      0 589348  19204 1962528   0    0     0     0 7836 12133 18 34 48 0  0  0
 0  0      0 589348  19212 1962524   0    0     0    16 7836 12534 10 31 59 0  0  0
 3  0      0 589348  19212 1962532   0    0     0     0 7193 9863  9 31 60  0  0  0
 4  0      0 587584  19212 1962536   0    0     0     0 6404 9658 10 24 66  0  0  0
19  0      0 587332  19212 1962536   0    0     0     0 8069 11874 15 40 46 0  0  0
 4  0      0 587080  19212 1962540   0    0     0     0 7928 11717 10 33 57 0  0  0
 5  0      0 587080  19220 1962536   0    0     0    92 7669 11997 14 33 53 0  0  0
 0  0      0 586828  19220 1962548   0    0     0     0 7367 10475 11 33 56 0  0  0
 0  0      0 586324  19220 1962548   0    0     0     0 7260 10160 9 32 59  0  0  0
 0  0      0 586324  19220 1962548   0    0     0     0 6784 8995 13 30 58  0  0  0
 0  0      0 585820  19220 1962552   0    0     0     0 7344 11788 15 38 47 0  0  0
 0  0      0 585820  19220 1962556   0    0     0     0 7815 11423 11 33 56 0  0  0
