procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 226008  33016 2087464   0    0   242   695 9360   80 31 39 31  0  0  0
 1  0      0 224244  33024 2087528   0    0     0    32 3986 6782 14 18 68  0  0  0
 2  0      0 222984  33036 2087548   0    0     0    88 3918 7502 14 17 69  0  0  0
 3  0      0 221220  33060 2087596   0    0     0   200 5284 10195 23 22 54 1  0  0
 4  0      0 220464  33108 2087588   0    0     0   360 6134 12170 22 16 62 0  0  0
 4  1      0 216180  33108 2087700   0    0     0    32 5248 9665 13 15 71  1  0  0
 0  0      0 215676  33120 2087712   0    0     0   224 5483 9937 14 12 75  0  0  0
 2  0      0 213672  33120 2087792   0    0     0     0 5974 10668 14 15 72 0  0  0
 3  0      0 213168  33120 2087812   0    0     0    24 6828 12645 18 23 60 0  0  0
 5  0      0 212692  33120 2087892   0    0     0    28 5887 10307 15 18 68 0  0  0
 5  0      0 212692  33120 2087912   0    0     0    40 6478 12418 16 25 59 0  0  0
 0  0      0 212440  33128 2088024   0    0     4    36 6529 12206 14 21 65 0  0  0
 0  0      0 212188  33140 2088048   0    0     0   108 6341 12109 18 22 60 0  0  0
 7  0      0 211696  33140 2088208   0    0     0     0 7403 15132 24 28 48 0  0  0
 5  0      0 211696  33140 2088240   0    0     0    24 7367 14074 19 28 54 0  0  0
 2  0      0 209708  33140 2088324   0    0     0     8 7519 13963 22 24 54 0  0  0
 0  0      0 209204  33140 2088376   0    0     0   192 7159 12965 18 24 57 0  0  0
 2  0      0 207188  33148 2088516   0    0     0    20 7422 14127 21 30 49 0  0  0
 9  0      0 206180  33184 2088524   0    0     0   248 7836 15010 35 33 32 1  0  0
 0  0      0 205424  33232 2088796   0    0     0   336 9134 18366 36 36 28 0  0  0
 1  0      0 200888  33232 2088920   0    0   140    32 8060 15001 22 32 46 1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 200648  33232 2089148   0    0     0    24 8424 15993 24 32 44 0  0  0
