Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,17084,0,3,4.068422387433644,1.3544350003940053,181.43516700001783,10014.65101849684,56.94667779992639,0.0,3,4,4,5,6,8,11,16,41,150,180
GET,GET /?currency=X,13763,0,3,4.073378456510053,1.3987490001454717,107.13898100038932,10014.094528809126,45.876675635705155,0.0,3,4,4,5,6,8,11,16,45,97,110
GET,GET /?product_id=X,1711,0,3,4.137882012265403,1.5299389997380786,172.42767100015044,10013.46405610754,5.703334448353668,0.0,3,4,4,5,6,8,11,17,45,170,170
GET,GET /cart,6845,0,3,3.6207680432463096,1.5327270002671867,115.69065899948328,12281.000876552227,22.81667112739968,0.0,3,3,4,4,5,6,9,13,40,120,120
GET,GET /product/[id],11749,0,3,3.4065543487075165,1.3839340008416912,119.96040200028801,7576.709932760235,39.163340989893186,0.0,3,3,4,4,5,6,9,14,32,120,120
POST,POST /cart (add),8435,0,6,6.445534477181892,3.006648999871686,184.8917999996047,17306.29614700652,28.116672163567028,0.0,6,6,7,7,9,11,16,24,68,180,180
POST,POST /cart (pre-checkout add),3420,0,6,6.4935879052685435,2.9256640000312473,83.5984630002713,17342.81081871345,11.400002228737312,0.0,6,6,7,7,9,11,17,27,66,84,84
POST,POST /cart/checkout,3420,0,5,5.422573714040695,2.7240720000918373,175.9566189994075,6430.872807017544,11.400002228737312,0.0,5,5,6,6,7,8,10,11,32,180,180
POST,POST /cart/empty,3490,0,5,6.4006515392576695,2.6930949998131837,181.09167400052684,9970.944699140402,11.633335607688077,0.0,5,6,7,7,9,11,17,25,130,180,180
POST,POST /setCurrency,5027,0,5,6.20299341774582,2.410269000392873,148.26506699955644,10015.560175054705,16.756669942649847,0.0,5,6,6,7,8,11,17,28,99,150,150
,Aggregated,74944,0,4,4.618069412119974,1.3544350003940053,184.8917999996047,10828.898350768573,249.81338217265767,0.0,4,5,5,6,7,9,12,18,51,150,180
