Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,44489,0,43,54.80744651815091,2.05002999973658,487.3262999990402,9962.004585403134,148.1081166414792,0.0,43,68,82,91,120,140,180,200,260,430,490
GET,GET /?currency=X,35538,0,43,55.088979297989496,2.20142800026224,486.15913200046634,9961.580646068996,118.30938544819814,0.0,43,68,83,92,120,140,180,200,260,430,490
GET,GET /?product_id=X,4409,0,39,53.47298031504036,2.3476879996451316,365.25538900059473,9961.442277160353,14.677980765409016,0.0,39,66,80,89,120,140,180,200,310,370,370
GET,GET /cart,17700,0,42,54.4571478561574,2.1427330011647427,358.79118499906326,12298.894689265537,58.92498515485135,0.0,42,67,82,91,120,140,180,200,270,340,360
GET,GET /product/[id],30978,0,41,53.99354852586145,2.2752860004402464,486.73762299949885,7551.018109626187,103.12871130660932,0.0,41,67,80,90,110,140,180,200,270,430,490
POST,POST /cart (add),22125,0,74,99.23818681274639,3.8874889996804995,644.8917569996411,17360.282350282487,73.65623144356418,0.0,74,130,150,170,220,260,310,340,430,610,640
POST,POST /cart (pre-checkout add),8832,0,75,100.31030862681516,4.098298999451799,495.68250499942224,17312.462069746376,29.402568863708876,0.0,75,130,150,170,220,260,320,350,430,500,500
POST,POST /cart/checkout,8830,0,34,49.43020453884083,3.035179001017241,292.46737799985567,6404.132842582107,29.395910673295898,0.0,34,60,76,86,110,130,170,190,230,290,290
POST,POST /cart/empty,8906,0,73,98.43840462396601,3.8639649992546765,591.7669190002925,9917.502694812485,29.648921908989045,0.0,73,120,150,170,210,260,300,340,430,590,590
POST,POST /setCurrency,13558,0,71,96.33132607914968,3.3379460001015104,611.5559600002598,9963.50715444756,45.135872809574835,0.0,71,120,150,170,210,250,300,330,440,610,610
,Aggregated,195365,0,48,66.38422160366153,2.05002999973658,644.8917569996411,10798.756496813656,650.3886850156798,0.0,48,76,94,110,150,190,240,280,380,490,640
