Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,45502,0,4,5.375121633578877,1.201797998874099,157.3376010001084,10018.314557601863,151.62495062158595,0.0,4,5,6,6,9,12,22,32,86,140,160
GET,GET /?currency=X,36152,0,4,5.430314278713359,1.153639999756706,165.51980300027935,10017.94398650144,120.46822589933575,0.0,4,5,6,6,9,12,22,33,86,150,170
GET,GET /?product_id=X,4672,0,4,5.473088049674429,1.4102979985182174,123.96039799932623,10019.022474315068,15.56836555105379,0.0,4,5,6,6,9,12,23,33,88,120,120
GET,GET /cart,18130,0,3,4.544668270485703,1.312676000452484,100.89438099930703,12337.16889134032,60.41405553095146,0.0,3,4,4,5,6,9,20,34,73,100,100
GET,GET /product/[id],31850,0,3,4.137340664829868,1.3798130003124243,195.18304799930775,7580.26737833595,106.13280025707688,0.0,3,4,4,4,5,7,17,34,74,110,200
POST,POST /cart (add),22754,0,6,7.766809830401007,2.6623819994711084,200.87792100093793,17384.751208578713,75.82247212086428,0.0,6,7,8,8,10,14,31,54,100,140,200
POST,POST /cart (pre-checkout add),9024,0,6,7.866281563940004,2.636499999425723,131.97198799934995,17362.4882535461,30.070404694501157,0.0,6,7,8,8,10,14,39,59,110,130,130
POST,POST /cart/checkout,9024,0,5,5.456437785120071,2.183384000090882,199.71421899936104,6431.751662234043,30.070404694501157,0.0,5,5,6,6,7,8,11,15,43,200,200
POST,POST /cart/empty,8910,0,6,7.834972712797079,2.1340580005926313,172.7553729997453,9973.200785634119,29.690525911791365,0.0,6,7,8,9,11,16,33,48,110,170,170
POST,POST /setCurrency,13787,0,6,7.928310728661215,2.148658000805881,243.37921400001505,10018.918401392617,45.942006817718024,0.0,6,7,8,8,11,15,33,64,120,180,240
,Aggregated,199805,0,4,5.789156161436909,1.153639999756706,243.37921400001505,10846.671594804935,665.8042120993798,0.0,4,5,6,7,9,12,23,38,92,150,240
