Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,21597,0,150,185.9200486364334,5.26817799982382,1071.0164030006126,10017.423438440524,71.93543147984995,0.0,150,210,260,300,400,490,620,710,950,1000,1100
GET,GET /?currency=X,17149,0,150,186.48151824934334,5.335857999853033,1191.297059000135,10017.428129920112,57.12000344714297,0.0,150,210,260,300,410,510,630,720,950,1100,1200
GET,GET /?product_id=X,2170,0,140,184.97262974516386,5.280381999909878,904.0350630002649,10017.849769585253,7.227850456603898,0.0,140,210,260,300,410,490,620,720,900,900,900
GET,GET /cart,8568,0,75,95.19778575022906,6.355630999678397,605.3883169997789,12266.320028011205,28.538351480268293,0.0,75,100,120,140,190,230,300,350,500,610,610
GET,GET /product/[id],15064,0,64,80.85031869138751,7.090146999871649,553.1136230001721,7578.976964949548,50.17527155681158,0.0,64,86,100,120,160,200,250,290,410,550,550
POST,POST /cart (add),10912,0,130,149.7422295852254,14.015458999892871,768.8222790002328,17339.784640762464,36.34576229606532,0.0,130,160,190,210,280,350,420,480,650,740,770
POST,POST /cart (pre-checkout add),4350,0,130,151.15914469379118,15.037899999697402,739.4955420004408,17362.892873563218,14.48900897982809,0.0,130,160,190,220,290,350,420,470,650,740,740
POST,POST /cart/checkout,4349,0,46,52.086535561971,10.583354000118561,537.8771979994781,6432.3782478730745,14.485678173166061,0.0,46,56,63,69,85,100,130,160,250,540,540
POST,POST /cart/empty,4286,0,170,206.9685635949618,10.351883999646816,1110.9022549999281,9973.062762482501,14.275837353458206,0.0,170,230,290,330,440,530,640,750,1000,1100,1100
POST,POST /setCurrency,6533,0,180,220.8658426640132,9.250918999896385,1144.683755999722,10018.910607684065,21.760159923038373,0.0,180,250,300,340,450,550,670,760,990,1100,1100
,Aggregated,94978,0,110,152.627965718209,5.26817799982382,1191.297059000135,10845.187927730633,316.35335514623273,0.0,110,160,200,240,340,440,560,640,920,1100,1200
