Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,28331,0,5,6.869907581899159,2.0655430016631726,103.38164600034361,9961.597402139,94.637521036011,0.0,5,6,7,8,12,16,26,35,71,99,100
GET,GET /?currency=X,23012,0,5,6.99867569003026,2.0923389984091045,126.02146100107348,9961.579523726752,76.86981165792541,0.0,5,6,8,8,12,17,27,37,76,100,130
GET,GET /?product_id=X,2816,0,5,6.988091059659625,2.172544000131893,73.4460420007963,9959.72549715909,9.406630872097947,0.0,5,6,8,8,12,17,27,33,66,73,73
GET,GET /cart,11087,0,5,6.9654684627861725,2.113939999617287,79.61556800000835,12280.88157301344,37.03526863599075,0.0,5,7,8,9,12,16,26,35,65,78,80
GET,GET /product/[id],19954,0,5,6.938080128197102,2.050161001534434,126.94326599921624,7550.540843941065,66.65479844525655,0.0,5,6,8,8,12,16,26,35,67,100,130
POST,POST /cart (add),14024,0,9,12.309493457986253,3.6925460008205846,128.6679639997601,17361.882344552196,46.84609067837415,0.0,9,12,13,15,20,28,47,64,100,130,130
POST,POST /cart (pre-checkout add),5618,0,9,12.24562830348048,3.920822000509361,118.05677499978628,17325.697401210396,18.766495823666997,0.0,9,12,14,15,21,27,43,54,110,120,120
POST,POST /cart/checkout,5618,0,6,7.387212616421596,3.036099000382819,93.55860899995605,6403.773940904236,18.766495823666997,0.0,6,7,8,9,12,14,17,21,52,94,94
POST,POST /cart/empty,5629,0,9,11.63878621424874,3.607356000429718,156.86808200007363,9917.294546100551,18.80324047551113,0.0,9,11,13,14,20,27,44,58,90,160,160
POST,POST /setCurrency,8459,0,9,11.564148316712348,3.270834999057115,141.89428700046847,9963.824920203333,28.256637268137975,0.0,9,11,13,14,19,25,43,60,96,140,140
,Aggregated,124548,0,6,8.328463207635545,2.050161001534434,156.86808200007363,10784.835974885185,416.0429907166389,0.0,6,8,9,10,15,20,31,43,85,120,160
