procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 1039560 89644 1915536   0    0     0     8 3306 4513  3  1 96  0  0  0
 1  0      0 1039560 89644 1915536   0    0     0    24 3787 5427  3  2 95  0  0  0
 0  0      0 1039560 89644 1915536   0    0     0     4 3543 5170  3  2 95  0  0  0
 0  0      0 1039560 89644 1915536   0    0     0    44 4167 6633  5  3 93  0  0  0
 0  0      0 1039560 89644 1915536   0    0     0     0 3672 5740  3  2 95  0  0  0
 0  0      0 1039308 89656 1915524   0    0     0    80 3257 4876  2  2 96  0  0  0
 0  0      0 1039308 89656 1915544   0    0     0     8 3367 4632  2  2 97  0  0  0
 0  0      0 1039308 89656 1915544   0    0     0    52 4211 7299  5  4 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 1038300 89656 1915544   0    0     0    60 3889 6440  3  2 95  0  0  0
 0  0      0 1038300 89660 1915540   0    0     0    48 3439 5192  2  1 97  0  0  0
 0  0      0 1038048 89660 1915548   0    0     0    20 3053 4064  2  2 97  0  0  0
 0  0      0 1037796 89660 1915548   0    0     0    28 3274 4928  3  2 95  0  0  0
 0  0      0 1037796 89660 1915548   0    0     0     4 3096 5058  2  2 96  0  0  0
 0  0      0 1037544 89660 1915548   0    0     0    44 3571 5400  3  2 95  1  0  0
