Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,11232,0,21,38.460403431534885,2.005516998906387,571.599275999688,10016.663550569801,37.502000243704295,0.0,21,33,46,56,91,130,190,240,430,540,570
GET,GET /?currency=X,8926,0,21,39.895015379795424,2.0476690006034914,594.1884570002003,10017.236836208827,29.80260453839962,0.0,21,34,48,58,96,140,200,240,500,590,590
GET,GET /?product_id=X,1070,0,22,42.52483739721322,2.9494520003936486,570.2129770015745,10018.634579439253,3.572573028914138,0.0,23,36,50,60,110,150,210,260,420,570,570
GET,GET /cart,4459,0,18,30.656120026887226,2.1834160015714588,544.8335509991011,12250.441578829334,14.88794685600761,0.0,18,27,36,43,65,93,140,210,430,540,540
GET,GET /product/[id],7752,0,16,27.39107394929095,1.9496539989631856,537.815319999936,7578.340944272446,25.88279076648822,0.0,16,24,32,38,56,79,130,190,470,540,540
POST,POST /cart (add),5608,0,34,50.679690720949665,3.1411509989993647,623.6778750007943,17403.353958630527,18.72428929546774,0.0,34,50,63,72,110,140,210,290,480,620,620
POST,POST /cart (pre-checkout add),2183,0,34,51.997011011931825,4.72258999980113,651.8850119991839,17348.100778744847,7.288716749644451,0.0,34,50,63,72,110,150,220,300,580,650,650
POST,POST /cart/checkout,2182,0,14,20.15090064757342,2.4610420005046763,527.9943690002256,6431.109074243813,7.285377896346401,0.0,14,20,24,27,38,50,71,93,430,530,530
POST,POST /cart/empty,2292,0,32,52.34716810776344,3.393128001334844,596.1165799999435,9973.438481675392,7.652651759131967,0.0,32,50,65,77,110,170,230,290,560,600,600
POST,POST /setCurrency,3314,0,31,52.18326938352244,4.416974999912782,615.3249090002646,10018.2585998793,11.064959829739676,0.0,31,47,62,75,120,170,240,310,560,620,620
,Aggregated,49018,0,22,39.11274407254445,1.9496539989631856,651.8850119991839,10844.469398996287,163.66391096384413,0.0,22,35,46,56,89,130,190,250,480,600,650
