procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1030832 90888 1916000   0    0     0    80 3735 5951  3  3 94  0  0  0
 1  0      0 1030832 90888 1916012   0    0     0    28 3471 5093  2  2 96  0  0  0
 0  0      0 1030832 90896 1916004   0    0     0    48 3458 5432  3  2 95  0  0  0
 0  0      0 1030832 90896 1916016   0    0     0     0 2840 3885  2  1 98  0  0  0
 0  0      0 1030832 90896 1916016   0    0     0    44 3465 5571  3  3 94  1  0  0
 1  0      0 1030832 90896 1916016   0    0     0     4 3435 5200  4  2 94  0  0  0
 0  0      0 1030832 90896 1916016   0    0     0    28 3468 5652  4  3 94  0  0  0
 0  0      0 1030832 90896 1916016   0    0     0     0 3061 5084  2  2 96  0  0  0
 0  0      0 1030832 90896 1916016   0    0     0    64 4031 6811  4  3 93  0  0  0
 0  0      0 1030832 90896 1916020   0    0     0    32 3656 5083  3  2 95  0  0  0
 0  0      0 1030832 90896 1916020   0    0     0    60 3651 6070  3  2 95  0  0  0
 0  0      0 1030832 90896 1916020   0    0     0    24 3224 4886  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1030832 90900 1916016   0    0     0    64 3603 5626  3  2 95  0  0  0
 0  0      0 1030832 90908 1916036   0    0     0   148 3906 6437  4  3 93  0  0  0
 0  0      0 1030580 90908 1916036   0    0     0    44 3572 5731  3  3 94  0  0  0
 6  0      0 1030580 90908 1916036   0    0     0     0 3384 5408  3  2 95  0  0  0
 1  0      0 1030340 90908 1916036   0    0     0    28 3691 6582  4  2 95  0  0  0
 0  0      0 1030340 90908 1916036   0    0     0     0 3355 4783  2  3 96  0  0  0
 0  0      0 1030340 90912 1916032   0    0     0    68 3830 7080  5  3 91  0  0  0
 1  0      0 1029584 90912 1916040   0    0     0    36 3447 5545  2  2 96  0  0  0
 0  0      0 1029584 90912 1916040   0    0     0    24 3347 6090  4  2 94  0  0  0
 0  0      0 1029584 90912 1916040   0    0     0    28 3531 5177  2  1 97  0  0  0
 0  0      0 1027568 90916 1916036   0    0     0    72 3925 6714  4  4 93  0  0  0
 0  0      0 1027568 90916 1916060   0    0     0     4 3160 4625  3  1 96  0  0  0
 0  0      0 1027316 90916 1916060   0    0     0    36 3786 5858  3  3 94  0  0  0
 3  0      0 1027316 90916 1916060   0    0     0     0 4502 8109  8  5 87  0  0  0
 1  0      0 1024544 90916 1916060   0    0     0   116 3799 6090  3  4 93  0  0  0
 0  0      0 1024320 90916 1916076   0    0     0    80 3593 5182  3  1 96  0  0  0
 0  0      0 1024320 90932 1916084   0    0     0   180 4855 8857  8  5 88  0  0  0
 0  0      0 1024068 90932 1916108   0    0     0    36 3288 4851  3  2 95  0  0  0
 1  0      0 1024068 90932 1916108   0    0     0    24 3359 5893  4  3 94  0  0  0
 0  0      0 1024068 90932 1916108   0    0     0    36 3401 4666  3  3 94  0  0  0
 0  0      0 1024068 90936 1916104   0    0     0    92 3560 6155  3  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 1024068 90936 1916112   0    0     0    28 3254 4760  2  1 97  0  0  0
 0  0      0 1024068 90936 1916112   0    0     0    44 3610 5787  4  3 93  0  0  0
 5  0      0 1024068 90936 1916116   0    0     0     0 3673 6510  4  3 94  0  0  0
 0  0      0 1024068 90940 1916112   0    0     0    52 3672 6198  3  3 95  0  0  0
 2  0      0 1024068 90940 1916120   0    0     0     0 3538 5467  3  2 95  0  0  0
17  0      0 1024068 90940 1916120   0    0     0    28 3789 6548  5  2 93  0  0  0
 0  0      0 1023816 90940 1916120   0    0     0    32 3553 5953  3  3 94  1  0  0
 0  0      0 1023816 90940 1916120   0    0     0    28 3582 7026  3  2 96  0  0  0
 0  0      0 1023816 90940 1916120   0    0     0    24 3249 4919  2  2 96  0  0  0
 0  0      0 1023816 90944 1916116   0    0     0    96 3687 6018  4  4 93  0  0  0
 1  0      0 1023816 90948 1916132   0    0     0   124 3940 7018  5  2 93  0  0  0
 1  0      0 1023816 90948 1916132   0    0     0    44 3470 5768  3  1 96  0  0  0
 4  0      0 1023816 90948 1916132   0    0     0     0 3595 5885  3  2 95  0  0  0
 2  0      0 1023816 90956 1916124   0    0     0    76 4045 6461  4  3 94  0  0  0
 0  0      0 1023816 90956 1916136   0    0     0    20 3059 4455  2  2 96  0  0  0
 0  0      0 1023816 90956 1916136   0    0     0     4 3544 5461  3  3 95  0  0  0
 1  0      0 1023816 90956 1916136   0    0     0    60 4168 7221  5  3 92  0  0  0
 0  0      0 1023816 90956 1916136   0    0     0     4 3752 6536  2  3 95  0  0  0
 0  0      0 1023816 90956 1916136   0    0     0    48 3609 6352  3  1 96  0  0  0
 0  0      0 1023816 90960 1916132   0    0     0    64 3452 5407  3  3 95  0  0  0
 0  0      0 1023816 90960 1916140   0    0     0    20 3339 5581  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 1021548 90960 1916140   0    0     0    20 3324 5742  3  2 95  0  0  0
 0  0      0 1021548 90960 1916144   0    0     0    24 3461 6426  4  2 94  0  0  0
 5  0      0 1021548 90960 1916144   0    0     0     0 3141 5154  3  1 97  0  0  0
 0  0      0 1021548 90964 1916148   0    0     0    52 2824 4541  2  2 96  0  0  0
 0  0      0 1021548 90980 1916160   0    0     0   132 4110 7270  5  2 93  0  0  0
 0  0      0 1021548 90980 1916160   0    0     0    60 4175 7396  5  4 91  0  0  0
 0  0      0 1021548 90980 1916160   0    0     0     0 3152 5279  3  2 96  0  0  0
 0  0      0 1021548 90980 1916160   0    0     0    28 3290 5692  2  1 97  0  0  0
 0  0      0 1021548 90984 1916164   0    0     0    56 3209 4993  2  2 96  0  0  0
 0  0      0 1021548 90984 1916164   0    0     0    48 3116 4655  2  2 96  0  0  0
 0  0      0 1021548 90984 1916164   0    0     0    16 3322 5336  3  2 95  0  0  0
10  0      0 1021548 90984 1916164   0    0     0    24 3481 5297  4  2 94  0  0  0
 0  0      0 1021548 90984 1916164   0    0     0     0 3518 6560  3  2 95  0  0  0
 0  0      0 1021548 90984 1916168   0    0     0    52 3286 4986  3  2 96  0  0  0
 0  0      0 1021548 90984 1916168   0    0     0     0 3108 4614  2  1 97  0  0  0
 0  0      0 1021548 90984 1916168   0    0     0    64 3981 7699  5  5 90  1  0  0
 0  0      0 1021548 90984 1916168   0    0     0     0 3245 5466  2  1 97  0  0  0
 0  0      0 1021548 90988 1916172   0    0     0    48 3764 6141  3  2 96  0  0  0
 0  0      0 1021548 90988 1916172   0    0     0    32 3716 6418  3  3 95  0  0  0
 0  0      0 1021548 90992 1916180   0    0     0   132 3689 6308  5  2 93  0  0  0
 0  0      0 1021548 90992 1916180   0    0     0    16 3565 6455  3  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 1021548 90992 1916180   0    0     0    28 3424 5603  8  2 90  0  0  0
 3  0      0 1021548 90992 1916180   0    0     0     0 3432 5373  3  2 95  0  0  0
 0  0      0 1021548 90996 1916188   0    0     0    72 3360 4966  3  1 96  0  0  0
 0  0      0 1021548 90996 1916188   0    0     0     0 3499 5681  3  2 95  0  0  0
 0  0      0 1021548 90996 1916188   0    0     0    64 3954 6255  5  3 92  0  0  0
 0  0      0 1021548 90996 1916188   0    0     0     0 3225 5792  3  2 95  0  0  0
 0  0      0 1021548 90996 1916192   0    0     0    68 3287 5195  2  2 96  0  0  0
 0  0      0 1021548 90996 1916192   0    0     0    28 3353 5296  3  2 96  0  0  0
 0  0      0 1021548 90996 1916192   0    0     0    72 3353 5008  3  1 96  0  0  0
 0  0      0 1021548 90996 1916192   0    0     0    16 3370 5000  3  3 94  0  0  0
 2  0      0 1021548 91004 1916196   0    0     0    52 4003 6451  6  2 92  0  0  0
 0  0      0 1021548 91004 1916196   0    0     0     0 3540 5887  4  3 93  0  0  0
 0  0      0 1021548 91004 1916196   0    0     0    28 3359 5466  3  2 95  0  0  0
 0  0      0 1021548 91004 1916204   0    0     0   124 3978 7254  5  2 93  0  0  0
 6  0      0 1021548 91004 1916204   0    0     0    60 3972 7026  5  3 91  0  0  0
 0  0      0 1021296 91004 1916204   0    0     0     0 3148 4378  2  2 96  0  0  0
 0  0      0 1021296 91012 1916208   0    0     0    52 3599 5603  3  3 95  0  0  0
 0  0      0 1021296 91012 1916208   0    0     0    24 3423 5819  4  3 93  0  0  0
 3  0      0 1021296 91012 1916208   0    0     0    52 3230 4926  2  1 97  0  0  0
 0  0      0 1021296 91012 1916208   0    0     0    16 3437 5845  3  2 95  0  0  0
 3  0      0 1020792 91020 1916212   0    0     0    52 3520 5875  3  3 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1020792 91028 1916216   0    0     0    52 3627 6125  4  2 95  0  0  0
 1  0      0 1020792 91028 1916216   0    0     0    32 3177 4504  2  2 96  0  0  0
 0  0      0 1020792 91028 1916216   0    0     0     0 3455 5774  2  2 96  0  0  0
 4  0      0 1020540 91032 1916216   0    0     0    92 4010 7346  4  4 92  0  0  0
 0  0      0 1020036 91032 1916224   0    0     0     0 3393 5728  3  2 95  0  0  0
 0  0      0 1020036 91032 1916224   0    0     0    24 3272 5202  2  2 96  0  0  0
 0  0      0 1020036 91032 1916224   0    0     0     0 3405 5608  3  1 96  0  0  0
 0  0      0 1020036 91036 1916236   0    0     0   184 3960 6906  5  3 91  1  0  0
 0  0      0 1020036 91036 1916236   0    0     0    16 3100 5145  3  1 96  0  0  0
 1  0      0 1019028 91036 1916240   0    0     0    48 3826 5988  3  4 93  0  0  0
 0  0      0 1019028 91036 1916240   0    0     0     0 3352 5067  3  1 96  0  0  0
 0  0      0 1019028 91036 1916240   0    0     0    28 3253 4715  3  2 96  0  0  0
 0  0      0 1019028 91036 1916240   0    0     0     0 3088 4570  2  2 97  0  0  0
 0  0      0 1019028 91040 1916236   0    0     0    88 3694 6315  4  2 94  0  0  0
 2  0      0 1019028 91040 1916260   0    0     0     8 3408 5439  3  3 94  0  0  0
 0  0      0 1019028 91040 1916260   0    0     0    24 3329 5333  3  2 95  0  0  0
 0  0      0 1019028 91040 1916260   0    0     0     0 3479 4914  3  2 96  0  0  0
 0  0      0 1019028 91044 1916256   0    0     0   112 3704 6205  3  2 95  0  0  0
 0  0      0 1019028 91044 1916264   0    0     0    16 3019 4142  3  2 95  0  0  0
 3  0      0 1018776 91044 1916264   0    0     0    48 4016 6558  5  4 91  0  0  0
 0  0      0 1018776 91044 1916264   0    0     0     0 3408 5288  3  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1018776 91044 1916264   0    0     0    24 3516 5455  3  2 95  0  0  0
 0  0      0 1018776 91052 1916272   0    0     0   132 3891 6647  6  2 92  0  0  0
 0  0      0 1018776 91060 1916280   0    0     0    92 3888 7109  5  3 92  0  0  0
 0  0      0 1018776 91060 1916280   0    0     0     8 3203 5008  3  2 96  0  0  0
 0  0      0 1018776 91060 1916280   0    0     0    24 3236 5188  2  2 97  0  0  0
 0  0      0 1018776 91060 1916280   0    0     0     0 2989 4581  2  1 97  0  0  0
 6  0      0 1018776 91060 1916280   0    0     0    52 3424 5428  3  2 95  0  0  0
 4  0      0 1018776 91064 1916284   0    0     0    80 3141 4521  2  2 96  0  0  0
 6  0      0 1018776 91064 1916284   0    0     0    28 3705 6101  3  3 94  0  0  0
 2  0      0 1018776 91064 1916284   0    0     0     0 3332 5290  3  3 94  0  0  0
 2  0      0 1018776 91064 1916284   0    0     0    24 3167 4698  3  2 96  0  0  0
 2  0      0 1018776 91064 1916284   0    0     0     0 3359 5304  2  2 96  0  0  0
 0  0      0 1018776 91072 1916276   0    0     0    96 4034 6717  4  3 93  1  0  0
 3  0      0 1018776 91072 1916288   0    0     0     0 3021 4764  3  3 95  0  0  0
 2  0      0 1018776 91072 1916288   0    0     0    28 3343 4799  2  1 97  0  0  0
 2  0      0 1018776 91072 1916288   0    0     0     0 3485 5130  2  3 95  0  0  0
 2  0      0 1018776 91076 1916296   0    0     0   168 3826 6094  4  2 94  0  0  0
 4  0      0 1018776 91076 1916300   0    0     0    44 3484 5818  3  2 95  0  0  0
 9  0      0 1018776 91076 1916300   0    0     0    24 3291 4922  3  2 95  0  0  0
 4  0      0 1018776 91076 1916300   0    0     0     0 3545 6244  4  2 94  0  0  0
 0  0      0 1018776 91076 1916300   0    0     0    28 3395 4875  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 1018776 91076 1916300   0    0     0     0 3441 5274  4  3 94  0  0  0
 0  0      0 1018776 91088 1916292   0    0     0   104 4053 6452  4  4 92  0  0  0
 0  0      0 1018776 91088 1916304   0    0     0     0 3302 4975  3  2 95  0  0  0
 0  0      0 1018776 91088 1916304   0    0     0    24 3230 5013  2  1 97  0  0  0
 0  0      0 1018776 91088 1916308   0    0     0     0 3238 4607  3  2 95  0  0  0
 0  0      0 1018776 91092 1916304   0    0     0    76 3561 6685  3  2 96  0  0  0
 0  0      0 1018776 91092 1916312   0    0     0    40 3347 5255  3  2 95  0  0  0
 9  0      0 1018776 91092 1916312   0    0     0    40 3958 6901  5  3 93  0  0  0
 0  0      0 1018776 91092 1916312   0    0     0     0 3540 5804  3  2 95  0  0  0
 1  0      0 1018776 91096 1916308   0    0     0    60 3513 5527  3  2 95  0  0  0
 1  0      0 1018776 91096 1916316   0    0     0     0 3571 5719  4  2 94  0  0  0
 0  0      0 1018776 91096 1916316   0    0     0    80 3970 6510  6  3 91  0  0  0
 0  0      0 1018776 91096 1916316   0    0     0     0 3522 6157  3  3 95  0  0  0
 0  0      0 1018776 91096 1916316   0    0     0    28 3390 5312  2  1 97  0  0  0
 0  0      0 1018776 91096 1916316   0    0     0     0 3218 4635  3  2 95  0  0  0
 0  0      0 1018776 91104 1916308   0    0     0    92 3621 5272  3  2 96  0  0  0
 0  0      0 1018776 91104 1916320   0    0     0    40 3581 5260  3  3 95  0  0  0
 1  0      0 1018776 91104 1916320   0    0     0    52 3447 5810  3  3 94  0  0  0
 0  0      0 1018776 91104 1916324   0    0     0     0 3407 5758  2  1 97  0  0  0
 0  0      0 1018776 91104 1916324   0    0     0    24 3060 4582  2  2 96  0  0  0
 0  0      0 1018776 91104 1916324   0    0     0     0 3399 5183  2  2 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1018776 91104 1916324   0    0     0    60 4015 7156  4  3 92  1  0  0
 0  0      0 1018776 91104 1916324   0    0     0     0 3309 5431  3  2 95  0  0  0
 0  0      0 1018776 91112 1916316   0    0     0    68 3338 5394  3  2 96  0  0  0
 1  0      0 1018776 91112 1916328   0    0     0     0 3557 5317  2  2 96  0  0  0
 0  0      0 1018776 91112 1916332   0    0     0    28 3562 5517  3  2 95  0  0  0
 0  0      0 1018776 91112 1916336   0    0     0    64 3466 5325  2  2 96  0  0  0
 7  0      0 1018776 91120 1916328   0    0     0    56 3714 6353  3  2 95  0  0  0
 0  0      0 1018776 91120 1916340   0    0     0    12 3418 6153  3  2 95  0  0  0
 0  0      0 1018776 91120 1916340   0    0     0    24 3394 5215  2  2 96  0  0  0
 0  0      0 1018776 91120 1916340   0    0     0     0 3292 4643  2  1 97  0  0  0
 0  0      0 1018776 91124 1916336   0    0     0    80 4001 6482  4  4 92  0  0  0
 0  0      0 1018776 91124 1916344   0    0     0     0 3682 5880  4  2 94  0  0  0
 3  0      0 1018776 91124 1916344   0    0     0    24 3380 5252  2  2 96  0  0  0
 0  0      0 1018776 91124 1916344   0    0     0     0 3366 5197  3  2 95  0  0  0
 0  0      0 1018776 91124 1916344   0    0     0    28 3263 4817  2  2 96  0  0  0
 0  0      0 1018776 91132 1916344   0    0     0   104 3444 4961  3  2 95  0  0  0
 2  0      0 1018776 91132 1916348   0    0     0    28 3953 6101  5  3 92  0  0  0
 0  0      0 1018776 91132 1916348   0    0     0     0 3442 5595  3  3 94  0  0  0
 0  0      0 1018776 91132 1916348   0    0     0    24 3643 5463  2  2 96  0  0  0
 0  0      0 1018776 91132 1916348   0    0     0     0 3692 5747  3  2 95  0  0  0
 1  0      0 1018776 91136 1916344   0    0     0    88 3970 6363  5  3 92  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 1018776 91136 1916352   0    0     0     0 3465 5429  2  2 96  0  0  0
 2  0      0 1018776 91136 1916352   0    0     0    36 3600 5433  3  2 95  0  0  0
 3  0      0 1018776 91136 1916352   0    0     0     0 3170 4948  2  2 96  0  0  0
 0  0      0 1018776 91136 1916352   0    0     0    24 3449 5414  3  2 95  0  0  0
 0  0      0 1018776 91136 1916360   0    0     0    92 3594 5315  4  2 95  0  0  0
 2  0      0 1018776 91136 1916360   0    0     0    52 3687 6209  4  3 94  0  0  0
 2  0      0 1018776 91136 1916360   0    0     0     0 3472 5269  3  2 95  0  0  0
 0  0      0 1018776 91140 1916356   0    0     0    48 3233 4537  2  2 96  0  0  0
 0  0      0 1018776 91140 1916364   0    0     0     0 3341 5174  2  2 96  0  0  0
 0  0      0 1018776 91140 1916364   0    0     0    40 3696 6058  4  3 93  0  0  0
 0  0      0 1018776 91140 1916364   0    0     0     0 3313 4975  3  2 96  0  0  0
 0  0      0 1018552 91140 1916364   0    0     0    24 3566 5204  3  2 95  0  0  0
 0  0      0 1018552 91140 1916364   0    0     0     0 3211 4488  2  2 97  0  0  0
 0  0      0 1018552 91152 1916360   0    0     0    76 3885 6440  3  4 94  0  0  0
 0  0      0 1018552 91152 1916368   0    0     0    40 3417 5687  3  2 95  1  0  0
 4  0      0 1018552 91152 1916368   0    0     0    52 3684 6187  8  2 90  0  0  0
 0  0      0 1018552 91152 1916368   0    0     0     0 3608 5824  5  2 93  0  0  0
 0  0      0 1018552 91156 1916364   0    0     0    52 3362 5271  2  2 96  0  0  0
 0  0      0 1018552 91156 1916372   0    0     0     0 3375 5212  3  1 96  0  0  0
 0  0      0 1018552 91156 1916372   0    0     0    60 4149 7219  5  5 90  0  0  0
 1  0      0 1018552 91156 1916372   0    0     0     0 3248 4929  3  2 95  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1018552 91156 1916372   0    0     0    24 3585 6025  2  2 96  0  0  0
 0  0      0 1018552 91156 1916372   0    0     0     0 3427 5773  3  2 96  0  0  0
 2  0      0 1018552 91164 1916364   0    0     0    68 3425 5704  3  2 95  0  0  0
 0  0      0 1018552 91164 1916376   0    0     0    40 3517 5722  3  2 95  0  0  0
 4  0      0 1018552 91168 1916376   0    0     0    76 3795 6347  4  3 93  0  0  0
 1  0      0 1018552 91168 1916384   0    0     0     0 3344 5264  3  2 95  0  0  0
 1  0      0 1018552 91168 1916384   0    0     0    28 3151 4980  3  3 95  0  0  0
 1  0      0 1018552 91168 1916388   0    0     0     0 3770 6675  4  3 93  0  0  0
 0  0      0 1018552 91168 1916388   0    0     0    60 4370 7605  5  3 92  0  0  0
 0  0      0 1018552 91168 1916388   0    0     0     0 3515 5840  3  2 96  0  0  0
 0  0      0 1018552 91172 1916396   0    0     0    68 3525 6234  3  2 95  0  0  0
 0  0      0 1018552 91172 1916396   0    0     0     8 3272 4601  4  2 94  0  0  0
 0  0      0 1018552 91172 1916396   0    0     0    28 3225 4894  2  1 97  0  0  0
 0  0      0 1018552 91172 1916396   0    0     0    20 3509 5291  4  2 95  0  0  0
 2  0      0 1018552 91176 1916396   0    0     0   100 3526 5398  3  3 95  0  0  0
 0  0      0 1018552 91176 1916400   0    0     0     0 3277 4773  4  1 95  0  0  0
 0  0      0 1018552 91176 1916400   0    0     0    36 3392 4872  3  2 95  0  0  0
 1  0      0 1018552 91176 1916400   0    0     0     0 3438 5382  3  2 95  0  0  0
 1  0      0 1018552 91176 1916400   0    0     0    96 4024 6899  6  4 90  0  0  0
 0  0      0 1018552 91176 1916404   0    0     0     0 3302 4738  3  2 95  0  0  0
 0  0      0 1018552 91176 1916404   0    0     0    24 3138 4680  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 1018552 91176 1916404   0    0     0     0 3284 5362  3  2 95  0  0  0
 1  0      0 1018552 91176 1916404   0    0     0    28 3278 5055  3  2 95  0  0  0
 0  0      0 1018552 91184 1916404   0    0     0    36 3360 5244  2  2 96  0  0  0
 2  0      0 1018552 91192 1916396   0    0     0   100 3763 6203  4  3 94  0  0  0
 0  0      0 1018552 91192 1916408   0    0     0     0 3507 5909  3  2 95  0  0  0
 0  0      0 1018552 91192 1916408   0    0     0    28 3623 5739  3  2 95  0  0  0
 0  0      0 1018552 91192 1916412   0    0     0     0 3202 5102  2  2 96  0  0  0
 0  0      0 1018552 91200 1916404   0    0     0    84 3887 7102  5  2 93  0  0  0
 0  0      0 1018552 91200 1916416   0    0     0     0 3366 5301  3  2 96  0  0  0
 0  0      0 1018552 91200 1916416   0    0     0    24 3356 4838  3  2 95  1  0  0
 0  0      0 1018552 91200 1916416   0    0     0     0 3296 4712  2  2 96  0  0  0
 0  0      0 1018552 91200 1916416   0    0     0    28 3188 4782  3  2 96  0  0  0
 1  0      0 1018552 91200 1916416   0    0     0    32 3370 4791  2  2 96  0  0  0
 1  0      0 1018552 91204 1916420   0    0     0    72 4049 6854  5  3 92  0  0  0
 2  0      0 1018552 91204 1916420   0    0     0    24 3813 5800  3  3 94  0  0  0
 1  0      0 1018552 91212 1916412   0    0     0    52 3422 5526  3  2 95  0  0  0
 0  0      0 1018552 91212 1916428   0    0     0     0 3641 5796  4  2 94  0  0  0
 0  0      0 1018552 91212 1916428   0    0     0    60 4070 6874  4  3 93  0  0  0
 0  0      0 1018552 91212 1916412   0    0     0     0 3442 6448  2  2 96  0  0  0
 0  0      0 1018552 91212 1916412   0    0     0    24 3450 5711  3  3 95  0  0  0
