procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 740180 123160 1958928   0    0     1   460 3637   32  5  3 92  0  0  0
 0  0      0 731912 123160 1958992   0    0     0     0 3686 6975  7  7 86  0  0  0
 0  0      0 731912 123160 1959024   0    0     0    28 3569 7731  7  5 88  0  0  0
 0  0      0 731912 123160 1959024   0    0     0    16 3669 6845  4  5 90  1  0  0
 0  0      0 730664 123168 1959032   0    0     0    64 3736 7089  7  6 87  0  0  0
 1  0      0 730664 123168 1959076   0    0     0     0 3249 6071  5  4 91  0  0  0
 0  0      0 730412 123168 1959092   0    0     0    56 3883 7432  7  6 87  0  0  0
 0  0      0 729180 123168 1959092   0    0     0    72 4396 9275 13  9 79  0  0  0
 0  0      0 729180 123168 1959092   0    0     0    72 4667 9406 12  8 80  0  0  0
 0  0      0 728928 123168 1959100   0    0     0     0 3389 5710  5  5 89  0  0  0
 0  0      0 728928 123168 1959100   0    0     0    24 3893 8470  8  7 85  0  0  0
 0  0      0 726912 123168 1959100   0    0     0     0 3647 6710  6  6 88  0  0  0
 0  0      0 726912 123180 1959088   0    0     0   276 5030 10501 19 10 71 0  0  0
 0  0      0 726912 123180 1959120   0    0     0   576 4543 9022 11  8 80  1  0  0
 0  0      0 726660 123180 1959136   0    0     0    60 3985 8282 10  8 82  0  0  0
 0  0      0 726660 123180 1959136   0    0     0     0 3439 6585  9  6 85  0  0  0
 0  0      0 726660 123180 1959136   0    0     0    80 4139 7300 11  8 81  0  0  0
 3  0      0 726436 123180 1959140   0    0     0    36 4304 8953 14 12 74  0  0  0
 0  0      0 726436 123180 1959140   0    0     0   140 4736 9939 16 11 72  0  0  0
11  0      0 726196 123180 1959144   0    0     0     0 3336 6347  7  7 86  0  0  0
 2  0      0 726196 123180 1959144   0    0     0    28 3582 6208 11 13 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 726196 123180 1959144   0    0     0     0 3548 6844  7  8 85  0  0  0
 0  0      0 726196 123180 1959144   0    0     0    24 3424 6060  9  6 85  0  0  0
 1  0      0 726196 123180 1959144   0    0     0    76 3440 6444  7  7 86  0  0  0
 3  0      0 726196 123188 1959136   0    0     0    92 3448 6065  8  8 83  1  0  0
 1  0      0 726196 123188 1959148   0    0     0     0 3404 6854  7  9 84  0  0  0
 1  0      0 726196 123188 1959148   0    0     0    56 3748 6812 16 10 74  0  0  0
 7  0      0 726196 123200 1959144   0    0     0   272 4818 9666 22 12 65  1  0  0
 0  0      0 726196 123212 1959164   0    0     0   320 6208 13569 25 17 57 0  0  0
 0  0      0 726196 123212 1959180   0    0     0    56 3151 5610  7  6 86  1  0  0
 0  0      0 726196 123216 1959180   0    0     0    52 3391 6267  8  9 83  0  0  0
 0  0      0 725944 123216 1959188   0    0     0     0 3342 6867  8  7 85  0  0  0
 0  0      0 725944 123216 1959188   0    0     0     4 3262 5209  8  9 82  0  0  0
