Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,23190,0,540,857.364684242649,5.010311000205547,4818.177177000052,10016.706683915481,77.21164429899105,0.0,540,910,1400,1600,2100,2500,3300,3700,4200,4700,4800
GET,GET /?currency=X,18433,0,530,848.6631748507024,5.358651999813446,4595.18131699997,10017.12103293007,61.37310217176808,0.0,530,900,1300,1600,2100,2500,3300,3700,4200,4600,4600
GET,GET /?product_id=X,2246,0,540,854.7111484287627,5.291051999847696,4381.115270000009,10017.178539626002,7.478109232235182,0.0,540,870,1300,1700,2200,2500,3200,3700,4300,4400,4400
GET,GET /cart,9201,0,260,367.45590700337146,6.586150999737583,2912.522638000155,12128.998804477775,30.634943475421153,0.0,260,390,500,570,810,1000,1300,1700,2500,2900,2900
GET,GET /product/[id],16137,0,220,298.4320310063843,6.614377000005334,2240.2715220000573,7560.02801016298,53.728516776749395,0.0,220,320,410,460,620,760,1000,1300,2100,2200,2200
POST,POST /cart (add),11484,0,430,568.4699181532529,13.439375999951153,3587.1864480000113,17302.197056774643,38.23624506811613,0.0,430,630,790,900,1200,1400,1800,2200,3300,3600,3600
POST,POST /cart (pre-checkout add),4687,0,420,558.3340763693155,14.244348999909562,3643.3837409999796,17317.37934713036,15.605475499326046,0.0,420,600,790,880,1100,1400,1800,2300,3400,3600,3600
POST,POST /cart/checkout,4681,0,87,111.94018361973936,5.852915999639663,874.1538829999627,6432.033753471481,15.585498359792025,0.0,87,120,140,160,230,290,400,460,590,870,870
POST,POST /cart/empty,4650,0,620,934.5584185909672,9.950384000148915,4819.242824999947,9972.967311827957,15.48228313886625,0.0,620,990,1400,1700,2300,2700,3400,3800,4700,4800,4800
POST,POST /setCurrency,6954,0,630,945.8069904214848,9.017565999783983,4616.67185899978,10018.867414437733,23.1535047199303,0.0,630,990,1400,1700,2200,2600,3400,3800,4400,4600,4600
,Aggregated,101663,0,370,651.5073022343129,5.010311000205547,4819.242824999947,10810.67382430186,338.4893227411956,0.0,370,620,840,1000,1800,2200,2800,3400,4200,4600,4800
