Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,39642,0,13,21.43104280719977,2.114580000124988,260.2937240008032,9961.055244437717,132.15977421497618,0.0,13,20,27,32,51,69,92,110,190,220,260
GET,GET /?currency=X,31462,0,13,21.66766804777681,2.1368210000218824,259.5755359998293,9960.824137054224,104.88902720224966,0.0,13,20,27,32,52,70,93,110,180,250,260
GET,GET /?product_id=X,3880,0,13,21.14121388426939,2.1717509989684913,221.6223440009344,9960.271134020619,12.935268754202806,0.0,13,20,26,32,49,68,88,100,180,220,220
GET,GET /cart,15719,0,13,21.56982987422399,2.131302000634605,222.5287519995618,12123.269164705134,52.40450761528709,0.0,13,20,27,32,51,70,90,100,200,220,220
GET,GET /product/[id],27495,0,13,21.729102817393244,2.128973999788286,260.9449350002251,7550.00461902164,91.66371505072324,0.0,13,20,27,32,52,69,93,110,190,230,260
POST,POST /cart (add),19576,0,24,37.91048011269601,3.9289070009544957,331.7146169993066,17311.60262566408,65.26309822996755,0.0,24,35,46,55,90,120,160,180,270,330,330
POST,POST /cart (pre-checkout add),7933,0,24,38.78270838737281,4.201383000690839,325.1068179997674,17346.141812681206,26.447290470899706,0.0,24,35,47,57,93,120,160,190,270,330,330
POST,POST /cart/checkout,7932,0,12,19.235339582084766,3.303709998363047,199.74150499911048,6404.199445284922,26.44395663874656,0.0,12,17,22,26,43,59,81,94,150,200,200
POST,POST /cart/empty,7975,0,23,37.69242925992648,3.5531209996406687,311.2708799999382,9917.106457680251,26.587311421331798,0.0,23,34,45,55,91,130,160,180,270,310,310
POST,POST /setCurrency,11885,0,22,36.45973479797756,3.6216790012986166,332.8959520003991,9962.994278502314,39.62259514012896,0.0,22,32,43,53,88,120,160,180,280,330,330
,Aggregated,173499,0,15,25.85662100657843,2.114580000124988,332.8959520003991,10777.345085562452,578.4165447385136,0.0,15,24,31,38,60,84,120,150,220,290,330
