Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,28339,0,3,4.526040388934543,1.23742600044352,163.94413099988014,10017.333145135679,94.46369473475333,0.0,3,4,5,5,7,9,17,25,74,150,160
GET,GET /?currency=X,22659,0,3,4.5825981207015465,1.3889540005038725,146.68505100053153,10017.643320534888,75.53028896555192,0.0,3,4,5,5,7,10,16,26,80,140,150
GET,GET /?product_id=X,2840,0,3,4.441049197188297,1.4120740015641786,89.03451499827497,10017.907746478873,9.466702884600709,0.0,3,4,5,5,7,10,15,22,80,89,89
GET,GET /cart,11377,0,3,3.9121643956248895,1.4570709990948671,129.55284099916753,12246.422343324251,37.92347842186699,0.0,3,4,4,4,6,7,14,22,58,110,130
GET,GET /product/[id],20018,0,3,3.7292860169881505,1.412004001394962,170.740505998765,7578.116045558997,66.72692195209048,0.0,3,3,4,4,5,7,13,24,86,130,170
POST,POST /cart (add),14112,0,5,6.864738683033364,2.8888859997096006,162.7130480010237,17306.214285714286,47.040179967424365,0.0,5,6,7,7,9,12,23,39,97,160,160
POST,POST /cart (pre-checkout add),5672,0,5,6.968307910790966,2.94351699994877,232.9608769996412,17367.56029619182,18.9067390005124,0.0,5,6,7,7,9,12,22,42,100,230,230
POST,POST /cart/checkout,5672,0,5,5.234024425758544,2.314216999366181,138.96944400039501,6431.744358251058,18.9067390005124,0.0,5,5,6,6,7,8,10,13,31,140,140
POST,POST /cart/empty,5835,0,5,6.59615074892868,2.5430880014027935,170.0998560008884,9973.262896315338,19.450074412551103,0.0,5,6,7,7,9,13,22,31,100,170,170
POST,POST /setCurrency,8594,0,5,6.689902920520774,2.103726999848732,180.72114099959435,10018.27565743542,28.64677626417552,0.0,5,6,7,7,9,13,23,40,100,180,180
,Aggregated,125118,0,4,5.002821796727336,1.23742600044352,232.9608769996412,10820.618280343357,417.0615956040392,0.0,4,5,5,6,8,10,17,28,87,150,230
