procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 173052  50100 2553880   0    0    35   371 6045   39  9 24 67  0  0  0
 0  0      0 172296  50100 2553880   0    0     0     0 1823 1596  1  2 97  0  0  0
 0  0      0 172048  50100 2553884   0    0     0     0 1784 1727  0  1 99  0  0  0
 0  0      0 172048  50100 2553888   0    0     0     0 2473 2653  2  2 97  0  0  0
 0  0      0 172048  50100 2553888   0    0     0     0 2102 1965  1  1 98  0  0  0
 0  0      0 171796  50100 2553892   0    0     0     0 2555 2646  1  3 97  0  0  0
 0  0      0 171796  50100 2553896   0    0     0     0 2965 3184  2  3 95  0  0  0
 0  0      0 169528  50104 2553896   0    0     0    16 2877 3020  1  3 96  0  0  0
 0  0      0 169528  50104 2553900   0    0     0     0 2864 3063  1  3 96  0  0  0
 6  0      0 169276  50104 2553900   0    0     0     0 3224 3564  2  5 94  0  0  0
 1  0      0 169024  50104 2553904   0    0     0     0 3574 4298  2  5 94  0  0  0
 0  0      0 168772  50104 2553908   0    0     0    48 3540 4280  2  5 94  0  0  0
 2  0      0 168772  50112 2553912   0    0     0    20 3548 4485  1  5 94  0  0  0
 1  0      0 167764  50112 2553916   0    0     0     0 3868 5392  3  6 91  0  0  0
 0  0      0 167764  50112 2553920   0    0     0     0 3800 4400  2  6 92  0  0  0
 0  0      0 167764  50112 2553928   0    0     0     0 5006 6989  3  7 90  0  0  0
 2  0      0 167764  50112 2553928   0    0     0     8 4067 4908  2  6 93  0  0  0
 4  0      0 166756  50120 2553932   0    0     0    28 4641 6751  2  8 90  0  0  0
 3  0      0 166756  50120 2553944   0    0     0     0 5445 7572  3  6 92  0  0  0
 2  0      0 166756  50120 2553948   0    0     0     0 4777 6638  3  8 89  0  0  0
 3  0      0 166504  50120 2553952   0    0     0     0 5147 6787  2  8 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 165748  50120 2553956   0    0     0     0 5083 6445  3  7 90  0  0  0
 2  0      0 165748  50124 2553964   0    0     0    16 5216 6952  2  7 91  0  0  0
 3  0      0 165496  50124 2553972   0    0     0     0 6464 9808  4  9 87  0  0  0
 2  0      0 165496  50124 2553980   0    0     0     0 6027 8217  2  9 89  0  0  0
 0  0      0 165496  50124 2553984   0    0     0     0 6078 8305  3 11 86  0  0  0
 2  0      0 165496  50124 2553992   0    0     0     0 6550 8962  2 10 88  0  0  0
 2  0      0 163732  50128 2554004   0    0     0    24 5907 8403  3  8 89  0  0  0
13  0      0 163732  50128 2554012   0    0     0     0 6400 8787  4 12 85  0  0  0
