procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 205704  47772 2057560   0    0   105   719 12340 130 28 37 35  0  0  0
 0  0      0 198964  47772 2057584   0    0     0    76 4667 7336  4  4 92  0  0  0
 0  0      0 193168  47772 2057648   0    0     0     0 4658 7720  3  4 93  0  0  0
 0  0      0 190900  47772 2057900   0    0     0    60 6147 11840 4  6 90  0  0  0
 0  0      0 187876  47772 2057932   0    0     0    24 6797 13022 3  6 91  0  0  0
 1  0      0 180596  47772 2058188   0    0     0    48 8307 17707 5  9 86  0  0  0
 0  0      0 176312  47772 2058352   0    0     0    16 10348 23411 6 10 83 0  0  0
 0  0      0 174048  47772 2058472   0    0     0    56 9358 20540 6  8 86  0  0  0
 0  0      0 172564  47772 2058748   0    0     0     0 10567 25020 6 10 84 0  0  0
 0  0      0 169288  47784 2058980   0    0     0   144 12813 30856 8 13 79 0  0  0
 2  0      0 167564  47784 2059224   0    0     0    24 12674 31237 10 12 78 0 0  0
 1  0      0 165044  47784 2059448   0    0     0  1380 15117 33447 10 15 75 0 0  0
 1  0      0 161268  47784 2059900   0    0     0     0 16202 36759 9 17 73 0  0  0
 2  0      0 157516  47784 2060128   0    0     8    52 14910 35938 12 16 72 1 0  0
 6  0      0 154996  47792 2060564   0    0     0    84 16204 36836 12 20 69 0 0  0
 2  0      0 152476  47792 2060872   0    0     0    24 17639 44911 13 22 65 0 0  0
 7  0      0 147716  47792 2061360   0    0     0    44 16375 42115 13 19 68 0 0  0
 5  0      0 144696  47840 2061588   0    0    28   320 18966 45942 13 19 67 0 0  0
11  0      0 142676  47840 2061980   0    0     0     0 20714 47115 16 25 58 0 0  0
 1  0      0 139400  47840 2062504   0    0     0    24 19682 48498 14 23 63 0 0  0
 1  0      0 136124  47840 2062860   0    0     0     0 21196 49919 19 24 58 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 131592  47848 2063464   0    0     0   216 21775 50005 15 23 61 1 0  0
 0  0      0 127596  47848 2064704   0    0     0     0 21178 50102 16 21 64 0 0  0
 8  0      0 125836  47848 2065208   0    0    24    52 21631 54201 21 27 52 1 0  0
12  0      0 120792  47860 2065644   0    0     0   144 25342 58683 22 28 50 0 0  0
 2  0      0 118032  47860 2066328   0    0     0    24 23819 56186 19 26 55 0 0  0
 6  0      0 114788  47864 2066988   0    0     0    84 24106 59417 20 34 46 0 0  0
 5  0      0 111120  47864 2067368   0    0     0    24 21699 53527 19 30 51 0 0  0
 5  0      0 110672  47864 2068064   0    0     0     0 25248 58220 22 39 39 0 0  0
 7  0      0 109244  47864 2068620   0    0     0    24 22631 56205 26 39 35 0 0  0
 6  0      0 105256  47864 2069312   0    0     0     0 22454 56591 32 41 27 0 0  0
 5  0      0 114832  47492 2056160   0    0   864   132 26327 58710 28 36 33 3 0  0
 0  0      0 109348  47492 2056884   0    0     0     0 27615 64350 31 47 22 0 0  0
 5  0      0 109348  47496 2057524   0    0   108    56 28502 69701 23 45 32 0 0  0
 4  0      0 108368  47496 2058164   0    0    96    48 30195 73025 20 36 44 0 0  0
 5  0      0 106884  47496 2058620   0    0     0    24 31290 72028 20 38 42 0 0  0
 7  0      0 106180  47496 2059280   0    0     0    40 27599 74486 26 40 34 0 0  0
 4  0      0 104416  47504 2059736   0    0     0    60 31697 74839 20 39 40 0 0  0
 8  0      0 103716  47504 2060344   0    0     0     0 27686 74642 22 41 37 0 0  0
 4  0      0  99768  47516 2060828   0    0     0   132 30227 77176 19 38 43 0 0  0
10  0      0 114576  47064 2048104   0    0   804     0 30416 76279 24 41 34 1 0  0
 7  0      0 113904  47064 2048884   0    0   164    56 32151 77115 22 40 38 1 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 112448  47064 2049472   0    0    24 14236 31098 73857 20 39 41 1 0  0
 7  0      0 112448  47064 2050036   0    0     0    28 33714 77277 21 38 41 0 0  0
 0  0      0 111744  47068 2050648   0    0    84    96 29817 74315 21 41 38 0 0  0
 8  0      0 109756  47068 2051148   0    0     0    24 32875 76950 25 41 34 0 0  0
 9  0      0 108804  47068 2051792   0    0     0    40 33210 78028 23 40 37 0 0  0
 3  0      0 106060  47068 2052240   0    0     0    40 32466 76726 24 36 40 0 0  0
 4  0      0 105372  47068 2052836   0    0     0     0 31449 75207 25 40 35 0 0  0
 4  0      0 104700  47072 2053372   0    0     0    60 26929 69060 24 46 30 0 0  0
 2  0      0 104252  47072 2053916   0    0     0     0 31254 74191 25 41 34 0 0  0
 8  0      0 103776  47076 2054508   0    0     0    88 30343 74769 27 38 35 0 0  0
 8  0      0 101288  47076 2055124   0    0     0     0 31821 77092 22 42 36 0 0  0
 8  0      0 100816  47076 2055652   0    0     0    24 29943 79598 21 36 42 1 0  0
 1  0      0 114872  46824 2041996   0    0   632  7244 27065 68625 28 42 30 0 0  0
 3  0      0 114052  46824 2043332   0    0   776    24 31959 75080 21 38 39 2 0  0
 6  0      0 112568  46832 2044100   0    0   192    72 30647 78880 23 35 42 1 0  0
 7  0      0 110360  46832 2044716   0    0     0    28 31097 76490 25 37 38 0 0  0
 7  0      0 109884  46832 2045268   0    0     0     0 33456 78422 23 39 38 0 0  0
 2  0      0 109184  46832 2045828   0    0     0    24 27685 69553 26 42 32 0 0  0
 4  0      0 108012  46832 2046344   0    0     0     0 33168 78837 26 42 33 0 0  0
 8  0      0 107284  46840 2046848   0    0     0    88 28499 71886 28 40 33 0 0  0
 5  0      0 105328  46840 2047508   0    0     0     0 34259 79038 25 42 34 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 104824  46844 2047944   0    0     0    52 32772 78476 24 39 37 0 0  0
 2  0      0 104348  46844 2048552   0    0     0    28 32926 77034 25 41 34 0 0  0
 6  0      0 101636  46844 2049148   0    0     0    48 30673 70892 23 40 37 0 0  0
 2  0      0 100236  46844 2049816   0    0    76    40 27434 63996 28 45 26 1 0  0
 0  0      0 115140  46552 2035480   0    0   840  7028 32929 77769 23 40 35 1 0  0
 5  0      0 114192  46552 2036188   0    0    64     0 32389 78734 22 41 37 0 0  0
 6  0      0 113968  46556 2036816   0    0    64   156 32410 78493 26 40 34 0 0  0
 0  0      0 113020  46556 2038116   0    0   236     0 27345 64835 27 44 29 0 0  0
 0  0      0 112320  46560 2039016   0    0   304    56 33040 76589 24 41 34 1 0  0
 1  0      0 110612  46560 2039696   0    0   140     0 31465 75268 20 38 42 0 0  0
 7  0      0 109412  46560 2040304   0    0    52    28 33734 79588 24 42 34 0 0  0
 5  0      0 108712  46560 2040852   0    0     0    36 31265 72806 24 45 31 0 0  0
 3  0      0 107760  46560 2041408   0    0     0    80 34620 80933 22 44 34 0 0  0
 3  0      0 107284  46560 2041872   0    0    36    40 31475 78479 23 39 38 0 0  0
 7  0      0 105352  46560 2042464   0    0     0    28 33474 78413 22 42 36 0 0  0
10  0      0 104152  46560 2043172   0    0    48     0 34372 79337 24 44 32 1 0  0
 3  0      0 103676  46560 2043612   0    0     0    24 33437 78690 22 41 37 0 0  0
 2  0      0 102220  46560 2044276   0    0     0    28 32162 78270 24 40 37 0 0  0
 1  0      0 101744  46568 2044704   0    0     0    88 32810 78776 26 38 35 0 0  0
10  0      0 136300  46432 2037428   0    0   420     0 32451 77095 21 40 37 1 0  0
 5  0      0 133864  46432 2038516   0    0   572    24 31173 75520 25 40 34 1 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 128944  46444 2039412   0    0    16   120 29928 77043 26 42 32 0 0  0
 6  0      0 126508  46444 2039988   0    0    52    76 29386 74794 23 40 37 0 0  0
10  0      0 125308  46452 2040652   0    0    76    48 29775 73023 24 46 29 1 0  0
 3  0      0 124584  46452 2041236   0    0   100    48 32551 76828 25 45 30 0 0  0
 0  0      0 124136  46452 2041912   0    0     0     0 31628 75696 27 45 28 0 0  0
 3  0      0 123440  46452 2042372   0    0     0    24 31484 73724 25 45 30 0 0  0
 4  0      0 122964  46452 2043064   0    0    60     0 30462 75708 24 41 35 0 0  0
 9  0      0 121512  46456 2043612   0    0     0    88 26984 76083 26 44 30 0 0  0
 4  0      0 119072  46456 2044144   0    0     0    32 26162 68282 29 48 23 0 0  0
 5  0      0 118624  46464 2044716   0    0     0    52 29319 71241 29 45 25 0 0  0
 7  0      0 118400  46464 2045300   0    0     8     0 32570 75012 27 43 30 0 0  0
 8  0      0 117700  46464 2045816   0    0     0    52 33066 78203 23 39 38 0 0  0
 6  0      0 116724  46464 2046400   0    0    20    40 28775 71371 28 43 29 0 0  0
 5  0      0 114008  46472 2046960   0    0     0    80 34019 79629 26 40 34 0 0  0
 2  0      0 113312  46476 2047500   0    0     0 17060 33055 78895 26 43 31 0 0  0
 7  0      0 110820  46496 2048132   0    0    68   156 33337 80316 24 40 36 1 0  0
 4  0      0 109896  46500 2048692   0    0    32     0 29886 74376 30 44 26 0 0  0
 7  0      0 109420  46500 2049428   0    0   140    56 30825 74602 28 41 30 0 0  0
 6  0      0 107712  46500 2049900   0    0     0     0 31398 80003 24 39 37 0 0  0
 5  0      0 107488  46500 2050520   0    0     0    76 30166 72439 29 46 25 0 0  0
 0  0      0 107488  46508 2051076   0    0     0    60 28199 66189 28 44 29 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 105308  46512 2051648   0    0     0    76 27925 79714 28 40 32 0 0  0
 3  0      0 104608  46512 2052132   0    0     0    40 29702 77203 26 42 32 0 0  0
 2  0      0 102420  46512 2052752   0    0     0    32 33034 82612 26 47 27 0 0  0
 8  0      0 101944  46512 2053388   0    0     0     8 28687 76356 25 47 28 0 0  0
 3  0      0 101024  46520 2053916   0    0     0    68 28309 69047 26 44 30 0 0  0
