procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 1291612  9500 1496996   0    0   293   454 5667   36  6 17 77  0  0  0
 0  0      0 1290352  9500 1497024   0    0     0   168 2279 2562  5  9 87  0  0  0
 0  0      0 1290352  9500 1497028   0    0     0     0 1880 1803  2  5 93  0  0  0
 0  0      0 1288840  9500 1497044   0    0     0     0 2209 1807  3  6 91  0  0  0
 1  0      0 1288588  9500 1497044   0    0     0     0 2481 2572  3  9 88  0  0  0
 1  0      0 1287356  9500 1497044   0    0     0     0 2748 2626  3  7 90  0  0  0
 4  0      0 1285592  9500 1497048   0    0     0     0 3032 3460  6 14 80  0  0  0
 5  0      0 1285088  9508 1497048   0    0     0    16 3286 4038  4  9 86  0  0  0
 1  0      0 1283324  9508 1497048   0    0     0     0 2801 2926  4 11 85  0  0  0
 1  0      0 1283072  9508 1497048   0    0     0     0 3402 3620  4 14 82  0  0  0
 1  0      0 1282820  9508 1497052   0    0     0     0 3335 3854  5 11 84  0  0  0
 0  0      0 1282820  9508 1497052   0    0     0    44 3687 4450  7 14 80  0  0  0
 1  0      0 1282820  9508 1497052   0    0     0     0 3378 3891  4 11 84  0  0  0
 1  0      0 1282820  9516 1497056   0    0     0    24 4087 4592  6 14 79  0  0  0
 3  0      0 1282820  9516 1497056   0    0     0     0 4326 4966  6 18 76  0  0  0
 2  0      0 1282820  9516 1497060   0    0     0     0 4140 4826  6 17 77  0  0  0
 5  0      0 1282820  9516 1497060   0    0     0    20 4227 4638  6 18 76  0  0  0
 0  0      0 1282572  9516 1497064   0    0     0     0 4295 4733  6 15 80  0  0  0
 8  0      0 1281816  9524 1497056   0    0     0    20 4206 4567  7 20 73  0  0  0
 3  0      0 1281564  9524 1497072   0    0     0     0 4455 4521  8 19 73  0  0  0
 7  0      0 1281088  9524 1497072   0    0     0     0 5229 6389  9 23 68  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 1281088  9524 1497076   0    0     0     0 5562 6525 10 25 65  0  0  0
 2  0      0 1281088  9524 1497076   0    0     0    20 5162 6237  8 21 71  0  0  0
 1  0      0 1280868  9532 1497084   0    0     0    24 5373 5812  8 25 66  1  0  0
 3  0      0 1280620  9532 1497084   0    0     0     0 5652 6236  9 25 66  0  0  0
 0  0      0 1280620  9532 1497088   0    0     0     0 5061 5160  7 24 68  0  0  0
 3  0      0 1280620  9532 1497092   0    0     0     0 5643 5998 11 29 60  0  0  0
 0  0      0 1280372  9532 1497096   0    0     0     0 4843 4993  9 26 65  0  0  0
 0  0      0 1280120  9532 1497100   0    0     0     0 5277 5230  9 29 63  0  0  0
 5  0      0 1279872  9540 1497100   0    0     0    12 4288 3967  7 27 65  0  0  0
 1  0      0 1279620  9540 1497104   0    0     0     0 5311 5584  8 30 62  0  0  0
 1  0      0 1279372  9540 1497108   0    0     0     0 5784 6446 12 31 57  0  0  0
 0  0      0 1278868  9540 1497112   0    0     0     0 6479 7374 11 34 55  0  0  0
 0  0      0 1278364  9540 1497120   0    0     0     0 7019 7782  9 32 60  0  0  0
 0  0      0 1278116  9548 1497112   0    0     0    16 6951 7745 11 32 57  0  0  0
 3  0      0 1277640  9548 1497124   0    0     0     0 6828 6604 11 33 56  0  0  0
 0  0      0 1277640  9548 1497128   0    0     0     0 7141 8415 12 31 57  0  0  0
