procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 915104  13560 1862504   0    0   108   389 5774   33  9 25 66  0  0  0
 0  0      0 913844  13560 1862520   0    0     0     0 2120 1912  2  8 90  0  0  0
 0  0      0 913340  13560 1862524   0    0     0     0 2333 1925  3  8 90  0  0  0
 0  0      0 909824  13568 1862516   0    0     0    16 3333 3849  8 17 75  0  0  0
 0  0      0 908312  13568 1862544   0    0     0     0 3381 3936  5 12 83  0  0  0
 0  0      0 908312  13568 1862548   0    0     0     0 3611 4065  4 13 82  0  0  0
 1  0      0 908312  13568 1862548   0    0     0     0 3575 3832  5 15 80  0  0  0
 1  0      0 908312  13568 1862552   0    0     0     0 3617 3837  5 13 83  0  0  0
 1  0      0 908312  13576 1862548   0    0     0    16 4737 5636  8 20 72  0  0  0
 1  0      0 908312  13576 1862556   0    0     0     0 5010 5835  8 22 70  0  0  0
 0  0      0 908060  13576 1862560   0    0     0    92 4568 5127  9 20 72  0  0  0
 0  0      0 907812  13576 1862564   0    0     0     0 4728 4795  9 22 69  0  0  0
 3  0      0 907812  13576 1862572   0    0     0     0 5084 5190  9 22 69  0  0  0
 1  0      0 907560  13584 1862564   0    0     0    28 5201 5851 13 29 58  0  0  0
 3  0      0 906552  13584 1862576   0    0     0     0 4237 4422  8 21 72  0  0  0
 1  0      0 906052  13584 1862580   0    0     0     0 4755 4633 10 27 63  0  0  0
 3  0      0 904760  13584 1862588   0    0     0     0 5313 5186 10 28 62  0  0  0
 2  0      0 904760  13584 1862588   0    0     0     0 5412 5109 10 27 63  0  0  0
 0  0      0 904508  13592 1862588   0    0     0    16 5445 5894  9 31 60  0  0  0
 0  0      0 904260  13592 1862596   0    0     0     0 5256 5036 10 28 61  0  0  0
 1  0      0 904012  13592 1862600   0    0     0     0 4640 4340  9 27 64  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 903764  13592 1862604   0    0     0     8 5465 5814 11 31 58  0  0  0
 0  0      0 903516  13592 1862612   0    0     0     0 3252 3575  7 17 76  0  0  0
 2  0      0 903516  13600 1862604   0    0     0    28 3559 4094 11 25 64  0  0  0
 1  0      0 902512  13600 1862616   0    0     0     0 4541 5568 11 25 64  0  0  0
 0  0      0 901788  13600 1862616   0    0     0     0 4370 4632 10 25 65  0  0  0
 1  0      0 901540  13600 1862624   0    0     0     0 4926 4666 12 29 60  0  0  0
 5  0      0 901316  13600 1862628   0    0     0     0 5074 5271 10 29 61  0  0  0
 0  0      0 901068  13608 1862628   0    0     0    16 3056 3465  7 19 74  0  0  0
 2  0      0 901068  13608 1862636   0    0     0     0 3737 3746  7 20 73  0  0  0
 2  0      0 900096  13608 1862644   0    0     0     0 3692 3589 15 29 56  0  0  0
 0  0      0 899848  13608 1862644   0    0     0     0 6132 6141 11 28 62  0  0  0
 1  0      0 899848  13608 1862656   0    0     0     0 6519 7000 10 30 60  0  0  0
 1  0      0 899600  13616 1862648   0    0     0    12 6236 7106 15 32 54  0  0  0
 2  0      0 899352  13616 1862664   0    0     0     0 6431 6977 13 30 57  0  0  0
 3  0      0 898880  13616 1862672   0    0     0     0 5943 5325 13 29 57  0  0  0
 0  0      0 896112  13616 1862676   0    0     0     0 5895 5403  8 25 66  0  0  0
 0  0      0 895612  13616 1862676   0    0     0     0 5330 5271 11 26 64  0  0  0
 2  0      0 894888  13624 1862684   0    0     0    16 6196 6184 13 31 56  0  0  0
 0  0      0 894640  13624 1862692   0    0     0     0 5690 5395  9 28 62  0  0  0
 2  0      0 894144  13624 1862700   0    0     0     0 5886 5521 12 34 54  0  0  0
 9  0      0 893424  13624 1862708   0    0     0   284 6916 6555 14 38 48  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 893176  13624 1862720   0    0     0     0 6099 5903 12 34 54  0  0  0
 0  0      0 892680  13632 1862720   0    0     0    20 6961 6534 18 42 41  0  0  0
 4  0      0 892208  13632 1862732   0    0     0     0 7637 7675 18 44 38  0  0  0
 1  0      0 891960  13632 1862736   0    0     0     0 5634 5898 11 28 61  0  0  0
 0  0      0 891712  13632 1862744   0    0     0     0 5562 5068 12 29 59  0  0  0
 0  0      0 890992  13632 1862744   0    0     0     0 5764 4768  9 29 62  0  0  0
 1  0      0 890744  13632 1862756   0    0     0     0 5618 5263 12 31 58  0  0  0
 3  0      0 889996  13640 1862760   0    0     0    16 6714 6545 11 34 56  0  0  0
 0  0      0 889500  13640 1862772   0    0     0     0 5684 5281 14 31 55  0  0  0
 1  0      0 889028  13640 1862772   0    0     0     0 6747 6343  9 34 57  0  0  0
 3  0      0 888780  13640 1862776   0    0     0     0 7236 6875 13 40 47  0  0  0
 2  0      0 888532  13640 1862780   0    0     0     0 6068 6746 13 31 56  0  0  0
 0  0      0 888036  13648 1862792   0    0     0    12 6368 6759 15 30 55  0  0  0
 3  0      0 887316  13648 1862796   0    0     0     0 5966 5923 13 31 55  0  0  0
 0  0      0 886820  13648 1862796   0    0     0     0 5714 5104 10 30 60  0  0  0
 0  0      0 886572  13648 1862808   0    0     0     0 5107 5027  9 27 64  0  0  0
 3  0      0 886324  13648 1862812   0    0     0     0 5030 4426  8 25 67  0  0  0
 4  0      0 885324  13656 1862824   0    0     0    16 6785 6105 17 39 44  0  0  0
 3  0      0 884604  13656 1862836   0    0     0     0 6622 6577 15 36 49  0  0  0
 0  0      0 884356  13656 1862848   0    0     0     8 6117 5702  9 29 63  0  0  0
 0  0      0 883612  13656 1862852   0    0     0     0 6968 6795 12 34 54  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 883116  13656 1862852   0    0     0     0 6376 6822 14 32 54  0  0  0
 1  0      0 882368  13664 1862860   0    0     0    28 7425 7611 16 40 43  0  0  0
 0  0      0 881912  13664 1862868   0    0     0     0 7793 6736 13 42 45  0  0  0
 3  0      0 880916  13664 1862872   0    0     0     0 6588 5347 13 40 47  0  0  0
 5  0      0 880668  13664 1862876   0    0     0     0 7033 6597 14 39 47  0  0  0
 0  0      0 879700  13664 1862884   0    0     0     0 5625 5508 14 32 54  0  0  0
 3  0      0 879452  13672 1862880   0    0     0    16 5827 5575 10 33 57  0  0  0
 0  0      0 905568  13672 1862896   0    0     0     0 6015 5634 12 32 56  0  0  0
 3  0      0 904316  13672 1862900   0    0     0     0 5548 4735 11 30 59  0  0  0
 4  0      0 903820  13672 1862904   0    0     0   188 7057 6618 17 35 48  0  0  0
 0  0      0 903324  13672 1862908   0    0     0     0 5466 5716 14 34 52  0  0  0
 2  0      0 901316  13680 1862908   0    0     0    20 6057 5924 13 30 58  0  0  0
