procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 176628  54868 1990244   0    0    94   741 13751 155 25 34 41  0  0  0
 0  0      0 174148  54876 1990332   0    0     0    48 5092 10331 4  4 92  0  0  0
 3  0      0 172664  54876 1990380   0    0     0    24 4978 8806  3  3 94  0  0  0
 0  0      0 171404  54876 1990436   0    0     0     0 5570 10360 5  5 90  0  0  0
 0  0      0 170172  54876 1990620   0    0    48    32 7317 15859 5  6 89  0  0  0
 0  0      0 169192  54876 1990800   0    0     0    32 6738 14693 4  6 90  0  0  0
 0  0      0 166420  54884 1990872   0    0     0    52 8706 18375 7  7 86  0  0  0
 0  0      0 163452  54884 1991112   0    0     0     0 7671 17491 5  8 87  0  0  0
 0  0      0 157192  54884 1991344   0    0     0    24 9722 23929 7 10 82  0  0  0
 0  0      0 151656  54884 1991476   0    0     0     0 10797 27445 8 10 82 0  0  0
 0  0      0 148884  54884 1991656   0    0     0    68 10642 26143 7 10 82 0  0  0
 1  0      0 145132  54892 1991840   0    0     0    52 11384 27010 11 12 77 0 0  0
 2  0      0 144124  54948 1992164   0    0     0   376 14003 36529 16 15 68 1 0  0
 2  0      0 141632  54948 1992408   0    0    28  1636 13160 33604 11 14 75 1 0  0
 0  0      0 137388  54948 1992932   0    0     0    52 14765 36873 12 14 74 0 0  0
 3  0      0 136128  54948 1993276   0    0     0    32 13483 36527 11 15 74 0 0  0
 3  0      0 133636  54948 1993512   0    0     0    28 13202 37548 12 17 70 0 0  0
 0  0      0 130388  54948 1993856   0    0     0    52 13601 39216 12 14 75 0 0  0
 2  0      0 126384  54952 1994196   0    0     0    68 15769 44328 14 18 68 0 0  0
 8  0      0 122112  54952 1994460   0    0     0     0 18046 43428 13 18 68 0 0  0
 0  0      0 119872  54952 1994976   0    0    52    64 16144 44829 13 20 67 0 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 114104  54952 1995336   0    0     0    24 17588 44808 15 24 61 0 0  0
 0  0      0 112620  54952 1995588   0    0     0    28 16495 47208 15 20 65 0 0  0
 1  0      0 109596  54956 1996124   0    0     0    48 16946 48644 15 21 64 0 0  0
 1  0      0 108364  54964 1996480   0    0     0    72 20687 54175 17 21 62 0 0  0
 2  0      0 104624  54964 1996884   0    0     0    32 20456 52861 15 22 63 0 0  0
 0  0      0  99852  54964 1997372   0    0     0    40 19782 57026 17 26 58 0 0  0
12  0      0 106280  54888 1995164   0    0   320   332 22209 52791 21 28 51 1 0  0
 6  0      0 102104  54888 1995760   0    0   136    24 21635 51434 19 29 52 0 0  0
 0  0      0 111388  54508 1982820   0    0   692    20 24561 57107 16 31 52 2 0  0
 3  0      0 107432  54516 1983296   0    0    60    88 24086 57471 18 35 47 0 0  0
 0  0      0 106172  54516 1983796   0    0     0    28 23496 60101 19 31 50 0 0  0
 0  0      0 105444  54516 1984132   0    0     0    44 26712 65378 19 35 46 0 0  0
 9  0      0 101716  54516 1985540   0    0   272     0 25023 62033 20 35 44 1 0  0
 8  0      0 101604  54524 1986040   0    0     0    80 25850 64993 22 31 47 0 0  0
 1  0      0 115080  54096 1973424   0    0   464    32 28700 65410 19 36 44 1 0  0
11  0      0 114312  54096 1974056   0    0   228    24 24711 62239 21 34 45 1 0  0
