Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,27192,0,80,84.82084624985569,3.8843189995532157,410.00253499987593,9962.020483965873,90.64204949136581,0.0,80,110,120,130,160,190,230,250,330,410,410
GET,GET /?currency=X,21897,0,80,84.50748484286565,3.884626999933971,377.0232799997757,9961.91560487738,72.99165040131058,0.0,80,100,120,130,160,190,220,250,320,380,380
GET,GET /?product_id=X,2747,0,79,83.6052701008098,3.901640000549378,337.7993019985297,9962.049144521296,9.156873711120252,0.0,79,100,120,130,160,190,220,250,310,340,340
GET,GET /cart,10939,0,80,84.74536946951005,3.81571000070835,412.06045800026914,12137.289605996892,36.46415781796303,0.0,80,100,120,130,160,190,230,250,320,360,410
GET,GET /product/[id],19170,0,81,84.78683582138991,3.9620120005565695,356.53207899849804,7550.981272822118,63.9014448642793,0.0,81,110,120,130,160,190,220,250,310,350,360
POST,POST /cart (add),13695,0,140,151.70169353274883,7.26365300033649,614.1366720003134,17331.8581234027,45.65103220742331,0.0,140,190,220,230,290,340,400,430,520,600,610
POST,POST /cart (pre-checkout add),5394,0,140,149.45201865497435,7.213963999674888,581.2323390000529,17355.77122728958,17.980406551795646,0.0,140,190,220,230,290,330,390,420,530,580,580
POST,POST /cart/checkout,5391,0,67,75.32944493619598,5.767656999523751,351.82721499950276,6404.166017436468,17.9704063256823,0.0,67,94,110,120,150,170,200,230,310,350,350
POST,POST /cart/empty,5431,0,140,147.95377806481778,6.979305000641034,578.6551830005919,9917.06628613515,18.103742673860243,0.0,140,190,210,230,280,330,390,430,520,580,580
POST,POST /setCurrency,8195,0,140,146.87351571626994,6.283484000960016,573.7070589984796,9963.536302623552,27.31728433295612,0.0,140,180,210,230,280,320,390,430,530,570,570
,Aggregated,120051,0,89,101.92277542288075,3.81571000070835,614.1366720003134,10786.446185371216,400.1790483777566,0.0,89,120,140,160,200,250,310,350,480,570,610
