Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,22581,0,4,5.261880379213196,2.0032360007462557,91.92891200109443,9961.272352863027,75.50860959515303,0.0,4,5,6,6,8,11,18,25,54,83,92
GET,GET /?currency=X,18155,0,4,5.2996813426090705,2.0997989995521493,82.18557299915119,9962.075130817957,60.70850747088275,0.0,4,5,6,6,8,11,18,25,49,74,82
GET,GET /?product_id=X,2283,0,4,5.275559703930439,2.182496000386891,66.26644899915846,9960.417871222076,7.634124073589938,0.0,4,5,6,6,8,10,19,25,59,66,66
GET,GET /cart,9188,0,4,5.335958933815439,2.1824110008310527,83.20187100071053,12272.012407488028,30.723754703523586,0.0,4,5,6,6,8,10,18,25,59,83,83
GET,GET /product/[id],15700,0,4,5.316501939107103,1.9110170014755568,74.48022800053877,7551.549554140128,52.49923256914675,0.0,4,5,6,6,8,11,18,25,51,73,74
POST,POST /cart (add),11304,0,8,9.429451382430797,3.7732239998149453,98.91604400036158,17355.59527600849,37.79944744978566,0.0,8,9,10,11,14,19,32,45,69,85,99
POST,POST /cart (pre-checkout add),4503,0,8,9.36346968376713,3.7298019997251686,88.29982899987954,17329.095269820118,15.057582436870561,0.0,8,9,10,11,14,18,29,45,81,88,88
POST,POST /cart/checkout,4503,0,5,6.046927784603015,2.9869499994674698,53.91975500060653,6404.000666222519,15.057582436870561,0.0,5,6,7,7,9,11,14,17,29,54,54
POST,POST /cart/empty,4644,0,7,8.727346525413456,3.234174000681378,82.75524599957862,9917.33247200689,15.52907235994379,0.0,7,8,9,10,13,17,30,44,68,83,83
POST,POST /setCurrency,6606,0,7,8.801255020290284,3.426668999964022,100.09601300043869,9963.155313351499,22.089804481005313,0.0,7,8,9,10,13,18,31,41,67,100,100
,Aggregated,99467,0,5,6.37627188620505,1.9110170014755568,100.09601300043869,10805.40936189892,332.60771757677196,0.0,5,6,7,8,10,14,21,31,62,83,100
